,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03059849729878596,0.03512700306175163,0.022311665886146834,0.02644263777035411,0.1061668404721694,-0.026185493270367132,0.0676030333921197,0.05407195193495098,-0.007991177630701111,0.014543605485456223,0.04798717619839992,0.10645429243215757,0.1421375598131067,0.0703152265619699
HALLMARK_ALLOGRAFT_REJECTION,0.013093377691667126,-0.027357029451383977,-0.013849263613427764,0.05490559917242901,0.04069186943157382,-0.025880964886899744,0.08721272200730075,-0.028127040949085885,-0.007407520970344637,0.06810363507363498,0.0462675082988352,0.07765812791066189,0.07954908661751486,0.04622089010263731
HALLMARK_ANDROGEN_RESPONSE,0.01767786609442405,0.03895104044940321,-0.0013045234795155119,0.0337763849687283,-0.0026481962576056237,0.056102779988567233,0.09683503046865516,0.027003339218230078,0.004621580837841825,0.05457774535221546,0.08342649220616465,0.10819479897015627,0.11344759801318142,0.13554494780877918
HALLMARK_ANGIOGENESIS,-0.03621353967982515,-0.043601107010751414,-0.028660904900946464,-0.02514653833061768,0.07568243765153226,0.07727353920479621,0.05022088925377325,0.03538370662988559,0.08860210911805715,0.027019982682692237,-0.053336382555914774,0.02150131928277713,-0.01103953799050456,0.07358291080468635
HALLMARK_APICAL_JUNCTION,0.04510781235214917,0.08929068783465668,0.0012184684444489285,0.08387161561028025,0.11522431578878051,0.017481296007535382,0.0837760136940933,0.04606875024901465,0.006638944638602827,-0.0460588907927975,0.03967653064847111,0.1070355443507409,0.13592318593348834,0.11583036579509688
HALLMARK_APICAL_SURFACE,0.012694853814042768,0.023289128644501427,0.04749663368370542,-0.017259574393711098,0.09492972497473086,-0.051700125906315696,-0.07806545589337772,-0.012166895826843976,0.021065873441580257,-0.08148745976731779,-0.010780039029697954,0.10018798807340606,0.11819908482041445,0.021699583117528395
HALLMARK_APOPTOSIS,0.013275422435766225,0.009126002427502907,-0.0055913848281707946,0.004879501061311636,-0.021311642881573625,0.031381264766446836,0.04059218865945843,0.03874613394588514,-0.058341363065948844,-0.07478389519160271,0.022058823829901365,-0.07098377873593384,0.08576957529820926,0.03986824246388774
HALLMARK_BILE_ACID_METABOLISM,0.004365193599920847,0.07746499633924332,0.023197179920992714,0.016222485017649807,0.0710608269465144,-0.012067249203428642,0.0746197226874468,0.08687388995690686,0.025122710515095233,-0.1379463049608485,5.07815361024147e-05,0.11665775689420636,0.10308984202822084,0.11069239107452848
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030646004589460943,0.06855565654072428,0.042255105842581436,0.07369803054727099,0.09786850006370408,0.026914198877330302,0.06260698222109415,0.01893021093794839,0.029217875455058866,-0.013112158792635453,0.0023331998239471477,0.10218045688102723,0.15073265806744862,0.08072351084376694
HALLMARK_COAGULATION,0.021559353899017898,0.06020186184555885,-0.012760282944593223,0.024948021329987174,0.04134184436464329,-0.024350781961592332,0.07129162969725679,-0.0073013953659747536,-0.014295477377762668,0.006480482544208828,0.0711122624884104,0.08102094818899057,0.10639695710101546,0.02920680499491742
