,MGH258,UKF296,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.10686463321794744,-0.02262808561862645,0.1626048751863956,0.2187593403532612,0.13769045227426024,0.12644610973463322,0.08351435108064444,0.10711182066493159
HALLMARK_ALLOGRAFT_REJECTION,-0.0558234630534305,-0.027490179622775463,0.03807696323919707,0.08672954037633916,0.09346514547318609,0.0879464058815639,0.007557161261511752,0.08452633937792915
HALLMARK_ANDROGEN_RESPONSE,0.044250241517606426,0.03037127602465644,0.0569194644216475,0.12786046236709575,0.08234840250176222,0.08009429825741075,0.050407826453378775,0.04850167257447962
HALLMARK_ANGIOGENESIS,-0.05715725853978279,-0.030546774356961143,0.05728247803167452,-0.08231552843743131,-0.06513621495293578,0.024074070234762754,0.0017038846743582714,-0.0866597654380082
HALLMARK_APICAL_JUNCTION,0.12369562599601529,0.014565429652700298,0.14008282545297274,0.2062278814539999,0.10910585982258059,0.17104576753470854,0.05163025449291433,0.09437622389223727
HALLMARK_APICAL_SURFACE,0.0638682229977399,0.05536520622129395,0.2063395543703139,0.2171254738112063,-0.015170238089173097,0.12848981246236724,0.07361993908720102,0.07341835151912242
HALLMARK_APOPTOSIS,-0.03325555227084558,0.012720813540357112,-0.011041628871181378,0.028921808815913004,0.06665340688965794,-0.001772441401405337,0.025905903405025573,0.051001437122265264
HALLMARK_BILE_ACID_METABOLISM,0.09224979294028032,0.01885229018561632,0.1247201749543337,0.15041700285289344,0.029128622555984883,0.11679032171765424,0.0744639072460223,0.1057759326930887
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07281259083101446,-0.0004978079947712951,0.2025471111022644,0.2113682058432551,0.14437071658350015,0.12688305414240408,0.0334639101641635,0.14590921824381559
HALLMARK_COAGULATION,-0.0702607618395926,-0.04561754649700799,-0.016454006027865377,0.1599496415038169,0.041377834666542546,0.18177588601230826,0.050266068049889125,0.04372234936587261
HALLMARK_COMPLEMENT,-0.014289824589810918,0.02509704922983391,0.09062111687096294,0.05678548794925714,0.14130765987949417,0.09675495837069747,0.08473417069690643,0.13387608781213808
HALLMARK_DNA_REPAIR,0.09732833917190067,0.01030002031502719,0.24393205378339577,0.25917002524329746,0.177011512418554,0.16089022702782244,0.06240898885874565,0.14400859968858845
HALLMARK_E2F_TARGETS,0.07636688122819185,-0.026613084744673624,0.13711593373967929,0.17188850853634516,0.13461509656581053,0.14183344304183756,0.04536674750529071,0.07439168011209332
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14888359283185917,-0.014198074090783608,0.06461297565386287,-0.01123751005559736,0.01075371114530894,0.1170414826733788,0.04074450789021864,0.024623947840135735
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0778915690768001,-0.007816057997651664,0.009365956717986939,0.016957344813423775,-0.022026721871509728,0.09077084697234182,0.064591304043587,0.07819424292842064
HALLMARK_ESTROGEN_RESPONSE_LATE,0.034797234161206975,0.011564222809473714,0.1069653930208163,0.24347676823831038,0.05406926431465367,0.05695566697436281,0.05717833041381919,0.10446163614972631
HALLMARK_FATTY_ACID_METABOLISM,-0.001688591944503584,-0.0013298943091324626,0.03308814897619168,0.131047807129328,-0.0007723609147485752,0.03292501371853702,-0.02661541851223467,0.06268807229951186
HALLMARK_G2M_CHECKPOINT,0.07084477966934576,0.006536407304378577,0.18923087491157223,0.11269567273112129,0.09735574710985877,0.1406557156681602,0.05048284102187128,0.08478013687281437
HALLMARK_GLYCOLYSIS,0.08880737194314367,0.01666327191984891,0.21346583292667684,0.153265473920915,0.03886129271420415,0.10754454379026866,0.0598740065185352,0.10268799416892396
HALLMARK_HEDGEHOG_SIGNALING,0.05511540668235499,0.016545171018157306,-0.10062424573029537,0.06408939150757796,-0.027978628370788548,0.0628075289969305,0.0244431937736901,0.07151348371655616
HALLMARK_HEME_METABOLISM,0.10299519813698625,-0.012571538053373583,0.07136976021544646,0.19069567781676733,0.13008413504659377,0.15271381022842265,0.06093373936187102,0.10403823089498876
HALLMARK_HYPOXIA,0.08831522912587715,0.024129967239232785,0.20452832354263498,-0.0916837175624236,-0.10526344378042203,0.06773033547442664,-0.028747946506262227,0.037756300214681654
HALLMARK_IL2_STAT5_SIGNALING,0.022843295317313734,-0.010196405668590066,0.0963199602664407,0.15804510115508374,0.07155463884097198,0.10350783088063849,0.04252598400792411,0.09399734943661439
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.010474928699195241,-0.03168880050080756,0.050038478282053475,-0.07662569307683188,0.05620630951102254,0.10081222665266316,0.014509722313791178,0.0807821796232109
HALLMARK_INFLAMMATORY_RESPONSE,0.09612921036917095,-0.043891836566363474,0.06817348143042913,0.07309061945240239,0.08782429197720155,0.1593753612143939,-0.00035979078835376223,0.03792672648143484
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10636166183943803,-0.01276204607293736,0.12507306417077038,0.21646290850767086,0.07448264667867564,0.059847073614077484,0.017734609264030626,0.10047672312588181
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0651294950339583,0.022931124930523832,0.09488357545076347,0.10956810035279789,0.14513995512473005,0.09477977801154977,0.0398798427066708,0.13453976031443976
HALLMARK_KRAS_SIGNALING_DN,0.0751781578800483,0.011832063332262008,0.02346393907193127,0.17090705655838667,0.0949398913508012,0.13967629321574487,0.04901133821522365,0.1314560403303695
HALLMARK_KRAS_SIGNALING_UP,-0.022479661126083333,0.06041519108498375,0.08175202829337556,0.01353236960573555,0.06461459636783906,0.10951128877418058,0.06328252040993747,0.04780181423151819
HALLMARK_MITOTIC_SPINDLE,0.036799318446655974,-0.004901401185439629,0.047671623052699695,0.15933567899729825,0.11577394935974494,0.18753384370696038,0.036606648817431725,0.07157580354016559
HALLMARK_MTORC1_SIGNALING,0.0903418788353577,0.008370831500123178,0.16622035410159405,0.0004175387802726151,-0.027424601701928727,0.1106247627661043,-0.00905683554428863,0.04418067616988614
HALLMARK_MYC_TARGETS_V1,0.10199683418516965,0.006576077593745107,0.23940999338626717,0.18745981830606356,0.1576055054811287,0.1872354651696014,0.051262124826480376,0.11234053381048452
HALLMARK_MYC_TARGETS_V2,0.10649070491598792,0.034767340579331396,0.15248150562822455,0.11924805679840587,0.0738909527558024,0.08125453929003879,0.06705693538746352,0.026837405450772026
HALLMARK_MYOGENESIS,0.07065570592342138,0.012299749462332438,0.04129451484357122,0.2075537038710698,0.10278658164646058,0.09957253874909427,0.057541676078013124,0.055601953104066945
HALLMARK_NOTCH_SIGNALING,0.10189246045358456,-0.045537588048887696,0.19459058590022463,0.14241362907218433,0.06205145899529848,0.12517574936140743,0.11004961010823451,0.10763973432083473
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.10449118153925076,0.013593819060168502,0.24674343944826832,0.24276410331248766,0.15016775501268287,0.1758607207586613,0.08431861997107522,0.14088091751886506
HALLMARK_P53_PATHWAY,0.036839642737919946,0.030627380689450773,0.1766884515329717,0.18184609462371173,0.09971954122451691,0.10179831800300422,0.014127450122138608,0.12524637578307557
HALLMARK_PANCREAS_BETA_CELLS,0.07719725699143706,0.05497849099593453,0.20220743383303585,0.22283845336086133,0.11381121045800376,0.18329699694754012,0.0272265063383269,0.12348303343568157
HALLMARK_PEROXISOME,0.01608494439838705,0.010826154400083582,0.09522406421718814,0.13715277880274915,0.07405856706686743,0.06641337311014418,0.06736009424004179,0.10832860900004118
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.13238424738177257,-0.0027609281267894042,0.18712866051070753,0.21571003055336394,0.10236775292274483,0.09812613285303405,0.05758409860592196,0.08618274533408811
HALLMARK_PROTEIN_SECRETION,0.14479268591174577,0.010632027012924386,0.14200716739698108,0.13918618448674044,0.10600690824634632,0.16174401101195876,0.04962561621743372,0.10250464226990842
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.1170777390642008,0.013427096815795412,-0.10605107526561597,0.08678363991825669,0.09688839322315605,-0.027239789388887166,0.03818794012180577,0.13537732900214164
HALLMARK_SPERMATOGENESIS,0.047653292811480084,-0.03485251650982479,0.07998486562772118,0.22361443776913303,0.0859742815262908,0.14014580147291877,0.034684329200384334,0.1165943342927901
HALLMARK_TGF_BETA_SIGNALING,0.08490353903328231,-0.015509722219101305,0.12777501750660283,0.20126998107228475,0.14805341949320602,0.10605249943623002,0.05539539549722439,0.02889643738686586
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.032065072658930376,0.04856216265377402,0.07760305952859602,-0.025882951636181654,0.0058803900660321234,-0.04153419515490073,-0.024719282820926648,0.044475580076670795
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.11480523024170775,-0.016193727057107612,0.2020170024910006,0.20073436919273757,0.15927142840896194,0.17332160143987216,0.07274057360238863,0.07477356175995223
HALLMARK_UV_RESPONSE_DN,0.09709772080603918,0.013536260573553989,0.05199766436995654,0.11958637704461741,0.0023049825115910158,0.0891010396869728,0.028710935163160874,0.02672585767848493
HALLMARK_UV_RESPONSE_UP,0.06631900521202493,-0.009740938564517845,0.1798752473936109,0.11792375636333366,0.1724506688737259,0.14442446824441488,0.05446334036706062,0.11537308175962875
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08706453475607713,0.03539533746077316,0.0343332716312757,0.16269324675436198,0.07697393633165454,0.08906413547791645,0.03359403098689413,0.06959919937858325
HALLMARK_XENOBIOTIC_METABOLISM,0.06373512997396347,0.014271834079067666,0.16153833987855507,0.1897945512688682,0.05093771416502519,0.16317969760252368,0.07718479937098623,0.13694891519531685
