,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10635369551646011,0.11035871327477118,0.10367563598469183,0.09868213452951127,-0.020347904404423658,0.048798165732601345,0.09445608445181655,0.12124819616733166,0.06560238343647838,0.044150403936123774,0.09415601120825054,0.14057791620581808,-0.0016797429553180982,0.1495691482142445,0.2203187607462294,0.14538902430283313,0.024287347398028982,0.07296553449312874,0.11571859914611649,0.055641107641219295
HALLMARK_ALLOGRAFT_REJECTION,0.029775598952558335,0.06581624772851828,0.03291639382526718,0.04734829339420713,0.004339086996023305,0.04966462461250359,-0.0010473894499109402,0.09520195346468076,0.0457378306962014,0.03332706268452575,-0.22283468592677122,0.04369375117424366,0.05826497484519325,0.2538122403814554,0.10313694443412678,0.09909421252532588,0.0457939137223659,-0.05813136064432115,0.12313541658681859,0.05964890040556232
HALLMARK_ANDROGEN_RESPONSE,0.14172262562778792,0.13867692612273558,0.025471956007131084,0.07558305479228895,0.021901760180443864,0.01555815988041652,0.07098533735064438,0.0349893178530846,0.07124091445418904,0.0822736541968018,-0.09849045205886632,0.06015895926253175,-0.01099060604279999,0.1263967765466221,0.1515716092382142,0.11102267408380632,0.0039312828773794845,0.01315588420523418,0.20288801292995873,0.0714744597553658
HALLMARK_ANGIOGENESIS,0.016190266927117475,-0.014153864781417195,0.0512757903107062,0.054806931802491604,-0.034191957498100174,-0.07803129300516135,0.02637793168313105,0.06290716023664593,-0.012022454812469387,-0.01730788461398843,-0.24727230054196905,0.004615888872822259,0.04973295517222387,-0.018640028041755526,-0.0697924692555459,-0.12193371877163257,-0.013080785952111172,0.015331225189289208,0.08684903505026435,0.005112381898405967
HALLMARK_APICAL_JUNCTION,0.12788140573544474,0.12936949172931317,0.08503681118399446,0.07210855734954401,0.013801943556838354,0.020144617557940614,0.1204868286912173,0.11614411875459635,0.040906462536955644,0.07371080409295093,0.046938363959997884,0.06725931110536087,0.04576408383556937,0.2025543535814902,0.18775520522949604,0.1211030084553146,0.0414300697329463,0.024925104784520542,0.19757593856238312,0.11682729497636984
HALLMARK_APICAL_SURFACE,0.12662361927069557,0.11713483536644859,-0.09540515204281645,0.01542288237248559,0.03781776269002389,0.05343605495834279,0.04953547771451488,0.021241170090884186,0.10013538115015405,0.007310897309243071,0.1833211703974331,0.04115737392260275,0.013309694455617372,0.12031693968088508,0.16763120244945068,0.11780167621248604,0.05766033804752278,-0.0025771554618354998,0.15560481639615847,0.041130154438430995
HALLMARK_APOPTOSIS,0.045798741946392954,-0.039332340439589074,0.029746011175765332,0.013283595432765858,0.010551548824881673,-0.0038989365154333704,0.004263358832721305,0.042885164317343315,0.004736636365530772,-0.005696721207860633,-0.01897574056637177,0.03918247302369212,0.02810931896076051,0.06884235009543106,-0.06476302305250635,-0.06132771516762812,-0.018473628474581852,0.07078069155929004,0.06485668141500078,0.018173165853968
HALLMARK_BILE_ACID_METABOLISM,0.12053958415778625,0.081397620571541,-0.00431726926102306,0.054820577153236266,0.015031055123691501,-0.0007260313011583738,0.025691343589988463,0.06407619640051594,0.07164177263899418,-0.006000905706108344,-0.030280194854055337,0.041796820755645815,0.09203913919996799,0.06717193199529943,0.17081256377393386,0.050360624098395215,0.021149831355102153,-0.0022677365774581033,-0.0028331538230278257,0.041125318813931486
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11490267608411309,0.03692990081070779,0.09147204154222252,0.019288705326058756,-0.005628087941547643,0.024662132587967962,0.08164176804962665,0.016058261461006508,0.003939221865676645,0.042809963555235656,-0.1915780678031384,-0.0007418108387056307,-0.042909875360098625,0.022095376193559727,0.2178446392442687,0.13889779191044022,0.030893047303427002,0.046741457279356836,0.06086347885636186,0.011319053163937401
HALLMARK_COAGULATION,0.08187283941842918,0.10092031480946581,0.04268023434791067,0.021534308025964795,-0.027338162186361623,0.028466623122081768,0.01199361534325826,0.07692514830334624,0.04376892111743148,-0.01575315501116577,-0.2563182546683517,0.018094936130673856,0.11777108600310252,0.21863883295031442,0.12517739453790822,0.07581017699188662,-0.004853620014193556,-0.029463667625722622,0.1879453141342957,0.0633604432214255
