,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,0.12881531566991944,0.03549593501628949
HALLMARK_ALLOGRAFT_REJECTION,0.03619075571876843,-0.06791102889827379
HALLMARK_ANDROGEN_RESPONSE,0.06953023783460534,0.014484005917320507
HALLMARK_ANGIOGENESIS,-0.09245742072078994,0.02572248878075108
HALLMARK_APICAL_JUNCTION,0.05184374688123942,0.037902261387202485
HALLMARK_APICAL_SURFACE,0.037944474750120666,-0.05968481429894022
HALLMARK_APOPTOSIS,0.04825640475029344,-0.06857846501490096
HALLMARK_BILE_ACID_METABOLISM,0.14744072069287012,0.08282950804538794
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.12283210894425413,0.107632526829332
HALLMARK_COAGULATION,0.02642872815736956,0.06587673284909328
HALLMARK_COMPLEMENT,0.12708469201179753,-0.023538665440627098
HALLMARK_DNA_REPAIR,0.15971444170474675,0.07641749466386077
HALLMARK_E2F_TARGETS,0.11853475279873509,0.03890879144164521
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.025434824814913194,0.10121479701485027
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.1311261043766929,-0.029729319077956163
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13096145820375327,0.05797535759305877
HALLMARK_FATTY_ACID_METABOLISM,0.10307495902133831,0.049221309467422515
HALLMARK_G2M_CHECKPOINT,0.12213275414597854,-0.0039002857170306092
HALLMARK_GLYCOLYSIS,0.1325419740734506,-0.010940741844860827
HALLMARK_HEDGEHOG_SIGNALING,0.05729443095840226,0.009804971755151673
HALLMARK_HEME_METABOLISM,0.15738922870664104,-0.04538726139692504
HALLMARK_HYPOXIA,0.0249486919690628,0.02573591631688266
HALLMARK_IL2_STAT5_SIGNALING,0.12578434287645301,0.11647421881852273
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06671514633573081,0.04101046842394975
HALLMARK_INFLAMMATORY_RESPONSE,0.015184622867944917,0.13887103285778687
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08319648434977009,0.04028662206042198
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.04078818664529388,-0.04616819911425862
HALLMARK_KRAS_SIGNALING_DN,0.17395391907331054,0.04035436787224524
HALLMARK_KRAS_SIGNALING_UP,0.05673521293262274,0.06734279113734329
HALLMARK_MITOTIC_SPINDLE,0.11464652509692998,0.014197941017126044
HALLMARK_MTORC1_SIGNALING,0.04182757675499747,-0.043495997797841766
HALLMARK_MYC_TARGETS_V1,0.14075413070856815,0.0038781254173641845
HALLMARK_MYC_TARGETS_V2,0.08397291030683168,0.049842770867947014
HALLMARK_MYOGENESIS,0.037045285742048156,0.00831731264790739
HALLMARK_NOTCH_SIGNALING,0.12579797094301967,-0.04221853314659921
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15945651585851,0.015678399851372236
HALLMARK_P53_PATHWAY,0.13483101225004288,0.02518529003450155
HALLMARK_PANCREAS_BETA_CELLS,0.153924667833065,-0.04552834782729305
HALLMARK_PEROXISOME,0.09504986908335167,0.02503724658360159
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.11832463806490721,0.011962791406644038
HALLMARK_PROTEIN_SECRETION,0.1504846078636316,0.041202370294496866
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.10534986906337092,-0.015846535955976328
HALLMARK_SPERMATOGENESIS,0.15651479791925138,0.11760796991276283
HALLMARK_TGF_BETA_SIGNALING,0.04825115646388142,-0.005545426470861538
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.0593216604792684,0.009402461899410365
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09226863291585792,0.07432158276500403
HALLMARK_UV_RESPONSE_DN,0.05234860193289587,-0.019359782674112883
HALLMARK_UV_RESPONSE_UP,0.10588099224974731,0.059072061336703945
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.07420103796025983,-0.06588456557850336
HALLMARK_XENOBIOTIC_METABOLISM,0.12398687153698464,0.1162705921791071
