,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.0986492370224694,0.14363386205991868,0.026598692526370635,0.035284330769572436,0.04653172663215966,0.06004957949071821,0.04209308805059314,0.04046673582200487,-0.003900987772568407,0.05848875460860576,-0.0009955301797887185,0.06946420015149168,0.15953990578113486,0.08156150522813417
HALLMARK_ALLOGRAFT_REJECTION,0.07498178819682999,0.017722561638572318,0.024305327208448413,0.07388770788284234,0.06349971395858117,0.07587044388147583,0.0845864843754892,-0.019921480606103693,0.000969958123779724,-0.034549133623619735,-0.04372443058397541,0.07171038319494441,-0.028844179824914124,-0.00680757832569764
HALLMARK_ANDROGEN_RESPONSE,0.01717598337062382,0.011616900212031215,0.022096171019303272,0.05949271156578226,0.10939292726825042,0.06752393110553881,0.05770955989882138,0.03998770080939147,-0.01267793891283899,-0.052370591293441335,-0.015774357279155153,0.0072791902424985695,0.10255877693152994,0.09623873660708625
HALLMARK_ANGIOGENESIS,0.08142020588189099,-0.13643857926763062,0.003028186110973641,-0.0012093302743408755,-0.14613484512556868,0.08561502893320323,0.08731892357072725,3.6343245865630685e-05,0.014226869815194377,-0.09229900074649992,0.00447780513452163,-0.11626726822319465,-0.022251713849830077,0.10432641391828372
HALLMARK_APICAL_JUNCTION,0.034717689769984954,0.1124352524099787,0.03827828782922548,0.04538754840680211,0.03690996477549787,0.10461316946917869,0.09778877600214089,0.044586788032934234,-0.0030460787375209283,-0.05273904568560237,0.03512995724926923,0.057822675147336,0.13007927720222565,0.06143846430170315
HALLMARK_APICAL_SURFACE,0.06254503199483881,0.1562319793400534,0.09692126549834064,0.08921969892795607,0.03779481907383072,0.004053884489259375,0.051939065601145425,-0.002979928235320525,0.018903750082784294,-0.01764692974496772,0.026117527103945368,0.03917369777813245,0.031217402804121584,0.10383051640658367
HALLMARK_APOPTOSIS,-0.001917609713490346,0.06232716838636374,-0.04050389049951134,0.030071818707934385,-0.01777679112664237,0.008740521603056592,0.06658950574029505,-0.009887514094843891,-0.04866102087719416,0.021635379588424274,0.003941241460564516,0.05672121646106549,0.010990571930778379,0.049358336413679677
HALLMARK_BILE_ACID_METABOLISM,0.02749128405271778,0.09778505837593816,0.0580846284050378,-0.022966273855734305,-0.01725174812788121,0.047060879160916516,0.10580842981639779,-0.015395736200113903,-0.0002303053886708526,-0.002237895134686015,0.017079281026237052,0.08606315444955305,0.10999084535296136,0.07088427699369267
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.017053273537397797,0.11785874667093302,0.01770331893097898,0.044394455199102095,0.019974963712280722,0.08712660681244962,0.068664965250684,0.009569076913128232,0.052993173234600205,-0.08692015296267079,-0.001818873497381572,0.10042669330678265,0.08379774993897063,0.13492319241091974
HALLMARK_COAGULATION,0.04821844029755867,0.14393911678513496,-0.002719750775544666,0.06695084919826237,-0.012905051171408395,0.053796972800451544,0.06007140433120067,0.02861727523202786,-0.0026603378092778826,-0.07853320415719557,-0.044142740835766636,0.02558309665071822,0.13644025541815633,0.1297935088519029
HALLMARK_COMPLEMENT,0.06341223844882388,0.12873644922181285,0.028632398211189194,0.05608668042166247,0.12165487088468908,0.07688510641233598,0.10749600383861407,0.026253745906129708,-0.02912831571269964,0.04845404503608804,-0.005629131342082998,0.1265944602761565,0.12980625059033118,0.05747548915119207
HALLMARK_DNA_REPAIR,0.028078173647484828,0.03161605233045801,0.03544188619744874,0.07723495936710671,0.07334315742871533,0.10061388600873725,0.0736898874686076,0.026239466040435856,-0.0020364100661220083,-0.005896401768726089,-0.01610984869024502,0.10233633625000736,0.13263752892053654,0.11333636180549303
HALLMARK_E2F_TARGETS,0.029332660444915844,0.08920013021146941,0.06097105661530754,0.03608934907104359,0.0849946677274625,0.0646013959227581,0.06009222978741349,0.008313011388089332,-0.0009996238614905235,-0.054079520585748206,-0.0012826800951300783,0.0839803074271994,0.09831531139608016,-0.032001066185684345
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.011691788603694823,0.0009107558407187294,-0.058068333142002465,0.02196320925209509,-0.11996121511468705,0.06707824632459987,0.08531669446352687,0.028820463511078715,0.002689453450571793,-0.10417939533783555,-0.027660684928713108,-0.0009480997997160702,0.08576452511673466,0.05520373802870782
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06922574070985388,0.0301078011929244,0.0139485528088245,0.028241633062797016,0.14414359812135938,-0.004407873123916614,0.03214949685714777,-0.009757932438093773,0.03352204186679614,0.12121908988923417,0.042186904676002814,0.05141609163670263,0.12846518321559058,0.046120836420134564
HALLMARK_ESTROGEN_RESPONSE_LATE,0.047812406077126265,0.14525098732013608,0.05711162336933585,0.0460918532649152,0.028879372143418555,0.07875786814308038,0.07331795309396613,0.007357813903449232,-0.03856880647174227,-0.004278740684380265,-0.016913851622668754,0.10600620751054227,0.10352107215760296,-0.08116048429642846
HALLMARK_FATTY_ACID_METABOLISM,-0.011639072760766547,-0.026487692763350824,-0.015452258390216817,0.0575140662139256,0.05548056848659733,0.03580480753414901,0.037960563718185264,0.01036995690405393,0.04802975687061305,0.07210714682731538,0.04511884858154238,0.06298898866032132,0.030244019324765236,0.02182906390465059
HALLMARK_G2M_CHECKPOINT,0.05707503383653504,0.009137655399272124,0.02287252477230491,0.04093141752188128,-0.006109908893930536,0.07956412993658539,0.04463212367627692,0.002570560615658492,0.015447888983482197,-0.10661673630529461,-0.019179018235230483,0.04903879458259543,0.062352152333508645,0.11281447937848901
HALLMARK_GLYCOLYSIS,0.017750858552688605,-0.0329672973360074,-0.017533237274265683,0.006646563685199092,0.018107460601845673,0.03477075065371711,0.07878057873384399,0.05387878330041984,0.01029712655414312,0.03965810268867693,0.027136024648565075,0.08514402860406324,0.08827477925353529,0.06347577964078924
HALLMARK_HEDGEHOG_SIGNALING,0.013219031949494609,0.04626551030526866,0.04839254709966088,0.03780705330640844,0.15899319602860953,0.0022532875989154846,0.004242592778921269,0.030172176736256377,0.008097954552223981,0.1341066023056532,0.012153975185858985,0.0456808027035794,0.04811421231170466,0.0015407033953077848
