,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08981663317753986,0.12942254915731252,0.09726298529266829,-0.061410019520400136,0.11648344977682945,0.03186243835281669,0.20756773454377653,0.04934085863495709,0.21244796294175283,0.09837976647263942,-0.0401472010873997,0.31545302581171647,0.1956945944100527,0.14297278003877678,0.1635023855199584,0.09114146664545192,0.1478482022446746,0.06669311198269842,0.12852786606160435,0.08818887006432446,0.051398324530527624,0.19556849151678032,0.06448823837099338,0.19901583751048535
HALLMARK_ALLOGRAFT_REJECTION,-0.07668833086952306,0.14979554807318957,-0.12270656465831212,-0.11290129957406782,0.10624657761090461,0.050696779995886114,0.12820741005339897,-0.3590264470651022,0.009147949396927936,0.10883224171842369,-0.12339669099307228,-0.6053462884586313,-0.22230583015148053,0.06987705283132603,0.01737095895073675,0.034759000108838256,0.14965790693157008,0.016649441072215776,0.06776764748320842,-0.019028069046979058,-0.031010927282668306,0.04779190328351512,0.0727222679700961,-0.01775091938758059
HALLMARK_ANDROGEN_RESPONSE,0.07724205667932314,-0.024033903002074097,0.03653640436898588,-0.05336592049840242,0.0454469632353538,0.009818615494902158,0.28655291216854467,-0.2850799143781596,-0.011544025257811992,0.022931002675778,0.0010233881463528425,-0.28036561202175025,-0.1970630742418735,0.13745438964958756,0.07511141743544376,0.1002521943677813,0.06691725544779309,0.06558106454045966,0.15012989429537046,-0.08785980350075845,-0.06681562845988598,0.13100958340494398,0.02228788683503229,0.07465574546688435
HALLMARK_ANGIOGENESIS,-0.03905391319346365,-0.397548292078222,-0.1358974004000456,-0.021006436223554095,0.07439823149367815,-0.0723544761953758,-0.38910471985242134,-0.4273182253796089,-0.0669014720110409,-0.23479531021592476,-0.21608347478967407,-0.5960748597829328,-0.5485038164464625,0.07245953988418853,-0.2732648549192296,-0.0009085936704987344,-0.002669522420561308,0.027014582336964615,-0.08724680340124621,-0.13018118679210958,-0.014424372795341207,-0.03326989044533256,-0.1272068193377753,-0.2314268112862108
HALLMARK_APICAL_JUNCTION,0.15351318431416236,0.043391450013891775,0.05736358470542073,-0.030817142633892392,0.07584566018613724,0.01321096973834932,0.02241351395486204,-0.32974161744777414,0.12271669931292703,-0.1509398123816561,0.006503289056938273,0.047253702029299946,-0.32439567153815324,0.17962599543481256,0.18724233601637452,0.04857804656361631,0.20659724415274935,0.06425290893848395,0.1355121942471974,0.04168204974538824,0.04800660051672539,0.22300094908218715,0.05477588538650261,0.21760072229216057
HALLMARK_APICAL_SURFACE,0.0844209575793643,0.2839755984249773,0.187661369407403,0.09541667812599998,0.0043030021186734975,0.04986636112406794,0.11464249254353476,0.17888440044408396,0.21598452886253683,0.09565256558492304,0.13266747236801282,0.39006904192951714,-0.14092761910968055,0.13338335180054953,0.2060505623820801,-0.05262534843128519,0.08475360079774995,0.052457984591712976,0.15100698790089803,0.023583845666259883,-0.01156782544524706,0.16327326513708215,0.18786121169524253,0.12973156672749112
HALLMARK_APOPTOSIS,0.06821491873986596,0.056536000108829115,-0.09488295647144755,-0.05041571524462592,-0.1040584935844394,0.0554031430410302,-0.04572310408253599,0.07984987768118972,0.03597176391445225,-0.20071218882261846,-0.03534677262360543,-0.1798312422843813,0.2927044584529641,0.019436243990070136,-0.019367314655890297,-0.009507723778420959,0.11989020273400249,-0.02089927163545967,-0.05152791670673529,-0.05513027366414149,-0.02997379688484333,0.05575290921057535,0.10407634225128079,0.1442421692274058
HALLMARK_BILE_ACID_METABOLISM,0.12958496626510277,-0.002501227436488739,0.1217696889506368,0.06357952978950984,0.08947808248476888,0.004808753994764108,-0.0001061202219301822,-0.2581231298137809,-0.04739230704593969,-0.046432818060030856,-0.0700340791677014,-0.14648296026669086,-0.14757483594160778,0.03861409770909995,0.14798520516764646,0.04528307866727499,0.10009242927925459,0.05315743119330559,0.1412612283318601,0.009623791998418637,-0.0026375350379091987,0.17843875772359047,0.011775740210299307,0.059387147529286685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04745821794979167,-0.09058805433053299,0.10124353881554872,-0.08930690418211665,0.03649117949193208,0.010720281701144755,0.04235047957379561,-0.3269011531279469,-0.09758694750517245,-0.20118851397202744,-0.05018557362190728,-0.47315482464161485,-0.4362233444834475,0.1558399011538445,0.12051996771740499,0.06359627433902575,0.10496956685062624,0.07233312284086231,0.18136345585417904,0.018966326498684127,0.03627670191896602,0.2038904047461024,-0.013287968340863711,0.08740321331518364
HALLMARK_COAGULATION,-0.10804572738140594,-0.03914793467048471,-0.05654638245927966,-0.18488914464106668,0.08117007594912838,0.08106041024421164,0.08542708002048363,-0.41486183141471955,-0.10672799332980644,-0.01784404256206497,-0.21817878004848518,-0.6602167778868256,-0.30477766175870613,0.044803798147296625,0.11193103889965621,0.12238125138041912,0.20309350465956633,0.0012594822444009105,0.07721519995730065,-0.031206410340455223,-0.003997553366041059,0.11684325341467722,-0.017690576566878047,-0.02823002454006188
