,UKF243,UKF259,UKF266,UKF269,UKF275,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10160505781965673,0.011890409440563023,0.06953078098558321,-0.059001899127315266,0.04477585766559642,0.023840635883686057,0.012846659396575914,0.08603457248225345,-0.0065618884315641
HALLMARK_ALLOGRAFT_REJECTION,0.0412019028867115,-0.013554167813336421,-0.07293102531325253,-0.2500408748888573,0.013438005278355822,0.0011547326385118102,-0.050013566839155726,0.0356983834438656,-0.035777610301246286
HALLMARK_ANDROGEN_RESPONSE,-0.01381502537159431,0.008377604873516575,0.028749016335929453,-0.2095869820967385,0.0011776997215785492,0.026245981766320918,-0.028500202340156298,0.07266384052628366,0.02780509563584043
HALLMARK_ANGIOGENESIS,-0.203586837805396,0.010577865445089147,-0.05310282139197269,-0.2587871689267349,-0.1252258803276462,0.021048071958540002,-0.02851190315100347,-0.01659694632228663,0.005847207252262853
HALLMARK_APICAL_JUNCTION,0.03726381720795163,0.0426716185139665,-0.014646339781984583,-0.18635034260466932,-0.08178292314606309,0.009653282566900645,-0.02472731169312942,0.12257983253949506,-0.008001969760694179
HALLMARK_APICAL_SURFACE,0.15721425383445908,0.006042807802669462,0.14662872631387738,0.1758265099627142,0.07606726892327625,0.028650395486595474,0.015935234663150354,0.11877400465385643,-0.044891052984260195
HALLMARK_APOPTOSIS,0.023398073162175893,0.050071603734013245,0.0626968925496642,-0.029118941864851634,-0.09863949000001979,-0.020852251804126608,-0.024353129818559027,0.015560025065652438,-0.049796522742275535
HALLMARK_BILE_ACID_METABOLISM,0.023932527772505548,0.0017705444457656034,-0.016509924944689742,-0.21664738104073153,-0.029267036156442702,0.005490017930096865,0.0868865669316459,0.06487403015927329,0.033898366833859474
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009840848705480076,0.0062331585931028844,-0.035255134613056356,-0.21474965536220605,-0.1416280550350373,0.06758593649308493,0.005524095109910153,0.07302152075486885,0.03476539601725316
HALLMARK_COAGULATION,0.02473453216399937,-0.001319540225587498,-0.07079070702846145,-0.24104829735737804,-0.039409543741423,0.02307174139379775,-0.04177427009703028,0.08456436783834442,-0.06274260441462096
HALLMARK_COMPLEMENT,0.14011022335305598,-0.0426569944983629,0.028061399017979553,-0.19745761145237875,-0.08448114193387268,0.04028033567837799,-0.0023375827361524796,0.08715675477543654,0.0003941760140079301
HALLMARK_DNA_REPAIR,0.07409383619165236,0.024991466094812998,0.03792492604731626,-0.13137491347081176,0.00790521150246893,0.009169677468361986,0.01581813852851703,0.13412663049196383,0.06529687151919647
HALLMARK_E2F_TARGETS,0.11171182857030433,-0.008248919617849262,-0.06690494134504274,-0.18265008264454216,-0.08472218465773863,0.0031734880367599314,-0.020640589107702625,0.09196734783776297,0.07057390282395139
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.1408256857161563,0.011773842446066269,-0.06866488502654826,-0.21618545250196525,-0.14637504744551366,0.00918807483022102,-0.032002255160087194,0.06536683688238146,-0.0237468020091337
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03967615266699153,0.008285591933369613,0.051120425599418505,-0.06110464109790003,0.08219340810767123,0.022356637076015543,0.02581306104755271,0.06331255081405274,0.0199769338939564
HALLMARK_ESTROGEN_RESPONSE_LATE,0.12013018079985213,-0.032471730774796925,0.07143367505622662,0.16837782699780043,-0.03020271415349227,0.02077392814627791,0.05364484606553745,0.0798066996614254,0.04903612480049554
HALLMARK_FATTY_ACID_METABOLISM,0.04212127537967829,0.015028432673622454,0.012220045147470885,-0.14880859838409272,-0.09554878387771759,-0.029213168327009882,0.003279113228324981,0.05278955388134052,0.04100186127151088
HALLMARK_G2M_CHECKPOINT,0.012855003352996826,0.03576237404274053,-0.06671546637426042,-0.19938231895856318,-0.13646589979608464,-0.018173701611451053,-0.009543611054667974,0.10879132827939157,0.05324079329821241
HALLMARK_GLYCOLYSIS,0.05731868735528735,0.04753152660536387,0.08808822919575206,-0.0687855519270509,0.01569920763774477,0.014102321025886985,0.013310125139896116,0.10928387470156427,0.0287072550531605
HALLMARK_HEDGEHOG_SIGNALING,0.15832017978989937,0.03509504339340892,0.13772357790090717,0.25003081260506177,0.18699559168124377,0.05588697224747343,0.01768451722150487,0.10697051075558374,-0.041246777386815175
HALLMARK_HEME_METABOLISM,0.049804671901022966,0.029028221282327054,0.03349804921160853,-0.1360965465340962,0.003489165223628337,0.01240821869409324,-0.004138052507490417,0.08928682585653308,-0.00507293380621259
HALLMARK_HYPOXIA,-0.14940474506651655,0.012030434623876889,0.01524289630538137,0.14681919411987518,-0.17810909186492058,0.014162008776390745,-0.025087722808324792,0.031412426916982775,0.06289810895245608
HALLMARK_IL2_STAT5_SIGNALING,0.0729471466374387,0.07447263104656585,0.03917366807584412,-0.21068172086752374,-0.05824246012274542,0.05363644972505143,0.008550222483462114,0.08309838862742902,0.03382008038230854
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.11479699374910364,-0.041496209166412674,-0.12127623339148808,-0.2290480983765528,-0.14173620853820856,0.02513417630548019,-0.06955605625521351,0.06620033295794434,0.013588860103301209
HALLMARK_INFLAMMATORY_RESPONSE,0.017067636761477902,0.03312800511162785,0.08139639660695519,-0.11497531302155073,-0.12186944172964798,0.03178756222067859,0.0010661595322731439,-0.0009091028000187651,-0.04748965283267341
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10288934590844463,0.03839023619915627,-0.08009262009207521,-0.2223370794636879,0.013508170880186113,0.008377669755854845,0.04303145173494288,0.07691728261371306,0.002839284442609344
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08840979621935953,-0.007943897083821648,0.010287491243185124,-0.2303418099309077,-0.06646015704252534,-0.048953166938768375,-0.03199495298986169,0.04282503617144952,0.001382248333285199
HALLMARK_KRAS_SIGNALING_DN,0.07344476001012983,0.0070543489971315225,0.14033386325831335,0.06847172880621664,0.023422909878881994,0.04231770496438774,0.07675421956956101,0.09859011322365,0.020379420641909216
HALLMARK_KRAS_SIGNALING_UP,0.09566518153472713,0.021740334217715856,0.11135298084820743,0.1705010784895784,0.10012316070247212,0.0677028898399279,0.01597558932333533,0.096132631703574,-0.022096367505498517
HALLMARK_MITOTIC_SPINDLE,0.1365019362919037,0.033451812324687545,0.018613893363529466,-0.1550115188787666,-0.05699295958694671,0.01454325951182378,0.015326733814989774,0.11744116223990243,-0.01125548193235935
HALLMARK_MTORC1_SIGNALING,-0.12130917060314225,0.04521075240296582,-0.027454069364988034,-0.15628129578944416,-0.1177174831093418,0.05080313489105185,-0.0133954158218596,0.059131083718164446,0.05744592975757505
HALLMARK_MYC_TARGETS_V1,0.04049725114758894,0.041589431418150656,-0.01706127574813732,-0.16547619669154162,-0.029821900046947552,0.02836744017107714,-0.01330106511389762,0.10399197451225153,0.043990584409490385
HALLMARK_MYC_TARGETS_V2,0.027766012766909064,-0.003323318656614531,-0.06970218934246372,-0.035007585010978344,0.00030154969862222005,-0.004688105075028878,0.03445569899715084,0.050622298989900116,-0.01228887589555597
HALLMARK_MYOGENESIS,0.11590599967939479,0.005514098295486318,0.07210845250545664,0.10125774833218858,0.049657355985668956,0.0349370048724594,0.023676338007465863,0.10261812400366199,-0.02485202587758941
HALLMARK_NOTCH_SIGNALING,0.09289039182728963,-0.00042593439560429205,0.06461240257362931,-0.186638959594985,0.07327867815204664,0.04258957341970737,-0.019669285766955934,0.09382795218126941,0.06319360245072961
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.15540232481189892,0.010562370116975577,0.12065045143032137,0.18817379679080337,0.12409265378650304,0.03865537483819092,0.041711820870278075,0.11992699873311366,0.07847337794739116
HALLMARK_P53_PATHWAY,-0.006980697187932393,0.007414681162790427,0.0302532609480652,-0.17000702167055223,-0.042914309172533374,0.04829296111211907,0.009713846982597063,0.10563413823305279,0.07223960788732912
HALLMARK_PANCREAS_BETA_CELLS,0.15695750590241553,0.02463885586317703,0.18732433783471755,0.2586502569774433,0.13061872263138408,0.03240724100423806,0.058262909233543915,0.0862375858173241,-0.02346326139912352
HALLMARK_PEROXISOME,0.0569342389275064,0.010798518613344184,-0.011222062614629063,-0.048677628537314103,0.114963596779626,0.04457943178478612,-0.00018749439052596418,0.0760656724456543,0.039670543499795485
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.1313649199470376,0.0344756922399284,0.09956332404735864,0.05255134297855066,0.02028738068803078,0.026057971224122966,0.03039286484476675,0.14231057748159043,-0.0015757019117525763
HALLMARK_PROTEIN_SECRETION,0.06922255323252557,0.025651732095531888,0.12775499368526586,-0.09805941700996615,0.05237052631584014,0.045151302383039854,-0.002374455028034488,0.11309663265388907,0.016905681746486493
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0900078951360736,-0.017383010877539906,0.047299168262848724,0.10373218887395917,0.06805328406683084,0.01418544495289818,0.08523098955606813,0.10590797838293549,-0.01049317682613622
HALLMARK_SPERMATOGENESIS,0.14316242578106592,0.058294493329207234,0.10450371670168418,0.0126828532507964,0.06371545870606797,0.0340194451658251,0.05000623532687637,0.10172933180814252,0.04786518763866951
HALLMARK_TGF_BETA_SIGNALING,0.07162888230186351,0.0280155005997223,-0.061079121711076365,-0.1915074528959845,0.011638810277417365,0.00352953735908984,-0.06933665504855888,0.07789685743480303,0.03125362199391429
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.12826959348368774,0.02768118500692824,-0.0931142224676462,0.23042459512381072,-0.15817848042342175,0.044498814420342196,-0.04106706124590741,-0.03678206615896251,0.060985878603775155
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04856375793100303,0.019288940328923657,0.018202397878628467,-0.14279280655384027,-0.12119911613375532,0.03625993042818636,-0.010166328127930568,0.10163360524768116,0.006481719096598825
