,UKF266,UKF269,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.006049810539090581,-0.020635912597811282,0.07895138117648938,0.09101877055931125,0.018090891306344045,0.04606266811173448
HALLMARK_ALLOGRAFT_REJECTION,0.004027276053114906,-0.028208005833141977,-0.0018769122628186524,0.1051785807693607,-0.04693869631334065,0.09877755375528341
HALLMARK_ANDROGEN_RESPONSE,0.0005028572597987455,-0.08679123354015579,0.060788908177702855,0.11718669375037488,0.020248333885785175,0.032981923320292816
HALLMARK_ANGIOGENESIS,-0.047116944440439956,-0.05532398349186709,-0.023707836702804404,-0.049007373929087196,-0.01816239536598168,-0.055649978066260646
HALLMARK_APICAL_JUNCTION,0.025546719965250313,-0.04202224218301275,0.0404972748845405,0.12164717467251876,0.09861602458104965,-0.021358416761905995
HALLMARK_APICAL_SURFACE,0.024775289584524556,0.09356830131654985,0.07418094269203837,0.11000566485030781,0.04304462261180738,0.06052392922737331
HALLMARK_APOPTOSIS,0.07816928414735425,-0.008665004995771405,-0.09853233985922724,-0.07109122511277607,-0.031984242598436095,0.009886744086457244
HALLMARK_BILE_ACID_METABOLISM,0.024802834319738985,-0.10560408601201257,0.07671956152806066,0.09689497616123834,-0.03305336357614006,-0.003979533488485118
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03814072541359032,-0.06706480529329892,0.04943712035893426,0.10808213102718207,0.01268490036526501,0.01770573849581634
HALLMARK_COAGULATION,-0.040439047900420896,-0.08116106042270659,-0.017278285949466468,0.0640898167603357,-0.0818834232082334,-0.018150110714967055
HALLMARK_COMPLEMENT,0.059187936086196574,-0.01904111724374523,-0.028339950014260516,0.08498619540365077,-0.02455608224289464,0.022649139385999165
HALLMARK_DNA_REPAIR,0.036049641350896645,-0.037361706270000045,0.0655107365670452,0.12917381069516615,0.09184765453136753,0.015491344640207261
HALLMARK_E2F_TARGETS,-0.010634821164025603,-0.10490361435575284,0.004541394439385619,0.08836676568884012,0.07954951915609369,0.013967417743698593
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0013390407770071087,-0.027094667246851084,-0.0770669793640402,-0.04668891969296482,-0.04335828199057801,-0.06635647291855844
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.09192771802704558,-0.022087996186369627,0.026743893917250194,0.0927180734198852,0.058994335185009475,0.011539078391764126
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.037947629887237114,0.08221607391631904,0.052135517550633455,0.08806463375577431,0.005144459367087579,0.04608933368673171
HALLMARK_FATTY_ACID_METABOLISM,-0.02078877334489331,-0.0637120793598509,-0.0115450454339629,0.07051983348716274,0.028563884101775426,-0.032227608435895096
HALLMARK_G2M_CHECKPOINT,-0.005698178895705308,-0.07610684906810053,-0.03978571320018573,0.07210308701463479,0.05650620351493262,0.0019475238139770124
HALLMARK_GLYCOLYSIS,0.04916850130011602,-0.04254573408322874,0.051475908051326395,0.08657683634710117,0.07923206284042429,0.007339316265595831
HALLMARK_HEDGEHOG_SIGNALING,0.0691427566846107,0.08819012020101594,0.052538937764473895,0.09270334929278556,0.0944289943441738,0.07125912817276515
HALLMARK_HEME_METABOLISM,0.04205308930165792,-0.04968876299444552,0.09341907842612848,0.12709867780027437,0.04906121787028991,0.03546846758381715
HALLMARK_HYPOXIA,0.07285079857960773,0.10933949052785438,-0.03512330709214597,-0.06305286581351564,0.031150230832698824,-0.10451183098381647
HALLMARK_IL2_STAT5_SIGNALING,-0.0523815656778572,-0.0833765253094011,-0.00037387831755740665,0.07775989129164398,0.03515602085487211,-0.03466324194624886
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06130862521117458,-0.059024714409112417,-0.03640966933926399,0.11137711433060976,-0.011963301685081126,-0.09528883608221196
