,UKF243,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF334,ZH1019T1,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.10322440856636445,0.04225041729333433,0.04724192451618866,0.08434030197369398,0.0337745203795833,0.025689982454114267,0.018641594062680008,0.06662622890144784,0.03585954047625219,0.028775710708948014,0.0377788652508631
HALLMARK_ALLOGRAFT_REJECTION,-0.029664566068503272,0.04204018913321063,0.032275443958846683,0.02312932531078286,0.03146106148946371,-0.00881361451477599,0.04640068609525976,0.010198678459220463,-0.02784177963958572,0.022556139400955372,-0.03896743964689893
HALLMARK_ANDROGEN_RESPONSE,0.028467980412158474,0.032397587411544325,-0.013196362616319623,0.031652383664133685,0.04726448955411082,0.0029197204383163465,0.007131055781838282,0.04659161371767752,0.0059745517508563335,0.0802117141420407,0.014109250235342744
HALLMARK_ANGIOGENESIS,0.008949419704784176,0.03391140689390084,0.03343898666169068,-0.017313893039255516,0.04193147338663043,-0.06680844447916262,0.09133203482187557,0.08049021548005689,-0.050536896181772345,0.03016738572393492,0.11327662633677829
HALLMARK_APICAL_JUNCTION,0.058700339517716575,0.05818440704082426,0.06012866573843599,0.08800629829447996,0.030543670861038652,-0.038587488254390914,0.045475455652876355,0.08284608564806945,-0.027739709460405267,0.05449236796514663,0.052548075134068985
HALLMARK_APICAL_SURFACE,0.07804542845944801,0.02827706941065265,-0.011839996241697718,0.02232438738295728,0.011929856712822831,-0.021329975094943585,-0.04207782918033262,0.11822247544599715,0.055307283395263036,0.0024312208781914566,0.039362846395943625
HALLMARK_APOPTOSIS,0.08972110378284952,0.034081407949402745,0.040816888245151825,0.039334627836490756,-0.02037904899792525,-0.08705914419359723,0.03834024136797318,0.016881520786278872,0.05701715987397037,0.014152971181367026,0.0035077649087047916
HALLMARK_BILE_ACID_METABOLISM,0.1082468130073904,0.054184506900399304,0.010060602461658606,0.05729565104459648,0.037408519428507536,-0.04048343146073339,0.07150838442627858,0.0695282471756816,-0.01095386324459849,0.10785853427630851,0.04573816686379139
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08342873061041732,0.050215990340924235,0.06502977272413535,0.06590436773784086,0.005803729609898196,-0.0816187764524184,0.10297930117657526,0.12035176111998393,0.009978707552115823,-0.05009007482173044,0.048311520607388116
HALLMARK_COAGULATION,0.13630363376300314,0.045052007050525526,0.02925636279078471,0.04031939814881941,0.042180241456287036,-0.02842361333405491,0.07815748748237039,0.055374640195646634,0.04510208415826726,0.037840407719305136,0.09582317760284914
HALLMARK_COMPLEMENT,0.04939229702579257,0.06268985685921968,0.03878744122066562,0.06634567893693026,0.03254453868127454,-0.06194432840104336,0.007556639738133763,0.09082587576014223,0.009097464331788076,0.009619655055695876,0.028302163023142448
HALLMARK_DNA_REPAIR,0.07520728224638314,0.038889514028504345,0.04750618474470415,0.05362084760629439,0.0546223157195227,-0.0038696496216479147,0.04051436459848505,0.10723114672544766,-0.004009928136763818,0.0406405667616069,0.04831827975883603
HALLMARK_E2F_TARGETS,0.07566916279047943,0.033728414342555656,0.023243281563453618,0.056159318749248587,0.039836910008385344,-0.03670027369557369,-0.009169968152931429,0.07067225300760581,-0.05718975665920431,0.059591022065076965,0.055354229651573404
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.038641051420068524,0.011169149485767966,0.05267929868867666,-0.02560681054160825,0.03625047544722147,-0.05509623737332497,0.055520784537729,0.08292389157779229,0.033877527371981686,0.005797035004947499,0.0883813175574549
