,UKF243,UKF251,UKF259,UKF269,UKF275,UKF296,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06890337613996413,0.0367455779343304,-0.005017104842824322,0.02194814074696315,0.03587271332480129,-0.04531956481852861,0.10883945745327028,0.09331545119408349,0.056358926591224615
HALLMARK_ALLOGRAFT_REJECTION,-0.03047564404697317,0.08540617705196035,-0.006655560305787408,0.06089932162220041,-0.03949692676313908,-0.01896518555023271,0.028166173941235936,-0.029281803045003628,-0.05809469277089593
HALLMARK_ANDROGEN_RESPONSE,0.06886516748567904,0.015193844751157464,0.02660004533868204,0.03514015054586796,-0.01750115717032308,-0.003801889137116211,0.10888251573478194,0.05682592567293299,0.07827857873226832
HALLMARK_ANGIOGENESIS,0.018379687655978208,-0.04720099687554087,0.03984242464342152,0.04924988449196446,0.049643346595157026,0.0019552025478639795,-0.04060337385714902,-0.09877411181439562,0.07729417287692524
HALLMARK_APICAL_JUNCTION,0.006801557800114552,0.07048626943840354,0.01473743478011088,0.055932518164058906,0.05801947447864278,-0.038493529031995787,0.11413788995534732,0.01552835224416517,0.06195310132571125
HALLMARK_APICAL_SURFACE,-0.03176047588936988,-0.0582394028791949,-0.04285007576198011,-0.03415493751072376,-0.009635540100490302,0.01026315133110329,0.05943926436409069,0.011649876730196795,0.07373438627072998
HALLMARK_APOPTOSIS,0.0017549765701444656,0.05563832921311197,0.016116015689382097,0.014749096109966128,0.013035272658791903,-0.03728890830236445,-0.05570662715657128,0.011268326881712639,0.011869876245230126
HALLMARK_BILE_ACID_METABOLISM,0.025860156112089177,0.016602267204563596,-0.033272704567788164,0.025728050448841727,0.06229053082543162,-0.053625080744724885,0.0871591208368551,0.1359367940136683,0.030699616143939665
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07984313784192856,0.08640759428875465,-0.031521572373173226,0.005184725994022876,0.03737621992810078,0.06328118195281351,0.09879215373916486,0.12146807779843671,0.06208337000645881
HALLMARK_COAGULATION,0.04845471213945365,0.008889759826117569,-0.011614520979894677,0.041664587319194916,0.015676099112331164,-0.020732551228758625,0.07384258179286483,-0.04743238783277533,0.07267246547011755
HALLMARK_COMPLEMENT,-0.06949998624603067,0.016756568024983213,-0.03394378543805155,0.061566435228818175,0.019644696759264592,0.034229026822731774,0.05110865721557015,0.09833834142053115,0.0481390011680754
HALLMARK_DNA_REPAIR,0.04587675032910608,0.08732215649983402,0.02350933735354608,0.03894283004579276,0.06987118958023593,-0.010341431769865482,0.11268145880367632,0.14140946102775492,0.10829674625725169
HALLMARK_E2F_TARGETS,0.04175235502681118,0.06198706133961282,-0.05295995244755908,0.054591799033745794,0.07186173365629532,-0.03458039718215496,0.081698248079905,0.12370874258256963,0.09338001267264635
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05005479982016481,0.003413712015089697,0.0014963999009366675,0.06735838839717656,0.03356587675599762,-0.017503630078353226,-0.033164976722446754,-0.05663899066582475,0.08244511267497152
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.051450315205414716,0.03559339377951941,0.02541027792699749,0.03098271332454845,-0.018661393220175813,-0.0200797211026916,0.0707097557129835,0.054484766307039405,0.10900828543693261
HALLMARK_ESTROGEN_RESPONSE_LATE,0.033479930161304655,0.023013854404301447,-0.013347840095015004,-0.018150865166902005,0.09464526839380788,0.007918584784691905,0.10238117942825523,0.13823578493999264,0.024886671797872878
HALLMARK_FATTY_ACID_METABOLISM,-0.006052724901594514,0.036738528982590134,-0.00516181290504046,0.013043866355056092,0.03544275710938807,-0.043265272392620006,0.013025220319534772,0.10807827381704072,0.07437199108647455
HALLMARK_G2M_CHECKPOINT,0.009065155172353673,0.06956715421198761,0.0009719106308693871,0.04370877479176033,0.08680426467129383,-0.02845698760911661,0.03642595104687676,0.11395138279329457,0.08066841405153524
HALLMARK_GLYCOLYSIS,0.1144685496825151,0.05714554382492007,0.04384210300350193,0.047818272511530674,0.08071143037305867,8.136826641800312e-05,0.06657999749372658,0.14300184550804548,0.12749238932830548
HALLMARK_HEDGEHOG_SIGNALING,0.08889021784919574,0.01568427792511956,0.01447348556557518,-0.0262315046292436,0.010622843386944792,-0.02104294470295649,0.02853035626923965,0.07886492856394524,0.02382713479492825
HALLMARK_HEME_METABOLISM,0.04785003891334179,0.050619814929224,0.020572069485857606,0.06147905282274687,0.10172345221954904,-0.01212519690488827,0.09259271995660442,0.1327154886246549,0.07345601927503925
HALLMARK_HYPOXIA,0.039017879547563895,-0.07453413678330188,0.007206562274356531,-0.019610084325259985,0.010865856116069774,0.039227352610295654,-0.050284690212666155,0.04100431878809752,0.07606727666927489
HALLMARK_IL2_STAT5_SIGNALING,0.00021345793478758424,-0.014455699053810589,0.018936302874025066,0.05354697907941575,0.06039764897293291,0.007433102703665771,0.09437185879683328,0.07655658810111156,0.06483896683796268
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.017601446654297918,0.027549541678794604,-0.002205219758719063,0.02157506139292724,0.01923283383240548,0.005654610158412746,0.05966969767509882,0.0827739164435503,0.04526191858247704
HALLMARK_INFLAMMATORY_RESPONSE,0.014562298688273027,0.034013900703864036,-0.016364120367680153,0.011846890591461318,0.046333766773950194,-0.02306510845386439,0.03127939821024873,0.026791737682890865,0.06819987242316063
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0415668951621307,-0.03233745678587792,0.004794061062376092,0.06140457310186728,-0.010197247053013043,-0.02215854057497383,0.1266285302030681,0.08483135777561748,0.017594065649237413
