,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.026385306100132348,0.08865324857105007,0.03816487813699081,0.10806973995902426,0.03798598161435625,-0.09426884504763136,0.05643060514958399,0.04956041443534969,0.13494484246220506,-0.06450333519147873,0.08126586073755411,0.08767533302683166,0.008193685170193987,0.15087487609017236,0.1864670065320344,0.11181018803688904,0.20865942930034168,0.10730629064918254,0.0844869347408991
HALLMARK_ALLOGRAFT_REJECTION,0.004177748171870735,0.0800333432340871,0.0027409342698715374,0.12810616277674858,-0.13384944353181114,-0.285470993788606,0.026499921958902915,-0.04696556369633833,-0.18424151960218035,-0.05632799985980091,0.12522523440305905,-0.016816526776139547,-0.03775186609152129,-0.010968143935598302,0.07666057291875103,0.020182680481427056,0.1503144111082245,0.012961781689051318,0.003608392414449536
HALLMARK_ANDROGEN_RESPONSE,0.05767714436627139,0.07245192829742578,-0.013621550703664786,0.16777682910443334,-0.016306313472000223,-0.287698597338012,0.011743003176970654,0.007463702296635146,-0.05004342717182316,-0.05946632855452217,0.036482940144862544,0.042984059314515155,0.053455030383735606,0.08038675464063647,0.14669679333650001,0.021588190124014556,0.22431213357653432,0.18127605549548284,-0.02924227392233688
HALLMARK_ANGIOGENESIS,0.006061495257514154,0.04358099386457197,0.015377388211660459,-0.21710006225247658,-0.1082576651902709,-0.3656029582287453,-0.12533280245090725,-0.022139943687772574,-0.1625804367350676,0.0919546711517783,0.09748934916550814,0.024612945364165875,0.04821859122542802,-0.050698343397701115,-0.06324858017820989,-0.016913683615405392,0.006053025065692564,0.13174104593873356,-0.09277019260672757
HALLMARK_APICAL_JUNCTION,0.024828854264568035,0.05474975411793746,0.023949877956478512,0.024213692452957767,-0.05280522936090357,-0.23749008774715127,-0.09399674399146589,0.02162951127217397,0.054137305550205815,-0.04117457663468716,0.11212374374715885,0.04546576502852872,0.0033215892344992362,0.16190699393443375,0.18825303975196886,0.12360535771306155,0.2259351842642889,0.1058737803495902,0.16094703374152464
HALLMARK_APICAL_SURFACE,0.014597234904488048,-0.01289927336140327,0.07217970941448894,0.07729154976674027,0.104972063514972,0.28679661695917213,0.11137591071782439,0.0012930765001026839,0.09780253664535575,-0.05943732359355447,0.06282748574200081,0.005938027676704407,-0.08527041727417793,0.1439674144030082,0.13840383854693977,0.0727058447117975,0.22221832300758018,0.17085356669144888,0.07381676247590144
HALLMARK_APOPTOSIS,0.03605039563877025,-0.012488886975643545,0.030428535636582894,0.020443256738491584,0.0022527701765657432,-0.006992159203908179,-0.059838303425538926,-0.005757097379467233,0.023895425974293276,0.017596303069956264,0.07137915414083741,0.019585504394513027,0.07631362010496402,-0.03184222759695836,-0.05747110177365278,-0.08917698378863138,0.09677467494199138,0.050993833119679435,0.05219797098428526
HALLMARK_BILE_ACID_METABOLISM,-0.0061275035261993405,0.04247574153931622,0.07009568083475648,-0.01838477869131773,-0.02159506173452396,-0.35157435109630647,-0.07215278870556101,-0.010871836375679407,0.00605816765089511,-0.051318090046991185,0.019769218251273025,0.02069417042846184,-0.048064189609741965,0.10442683447219137,0.1372725267300138,0.04913765692102766,0.12241966825410276,0.04702055271988343,0.01417958154377612
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08236451131082297,0.07810750010414454,0.0143781532341564,-0.01357318103951863,-0.1424076453927828,-0.24018012879021022,-0.1390167765263808,-0.008421775453900649,-0.15075295284475887,-0.07843184940089884,0.13503696391494646,0.05339813289271098,-0.05371532688038359,0.14148247121979687,0.1997278093074719,0.04614466371094641,0.1213698996006207,0.020782693272146564,-0.05769840169697194
HALLMARK_COAGULATION,-0.001607757307231326,0.054754115635457144,0.034745948479641464,0.062188020823363284,-0.1533895322868138,-0.3445157323261886,-0.07603667325755743,-0.029658087968829423,-0.19612044764262943,0.024461355540127603,0.14219364676249485,0.0734789138801904,0.01663406236275211,0.10386492460599306,0.10941745282715683,-0.0710666277486048,0.2078173374626371,0.10553482479138843,-0.14194102500384562
HALLMARK_COMPLEMENT,0.045578353958281276,0.08503740838564824,0.01552928501199639,0.1800741743863261,0.038465235800676366,-0.2283128307805387,-0.08615495990125803,0.0012683387981323457,-0.12551301453489155,-0.06613997006424041,0.15012276515606135,-0.006138695320850753,0.03388037007196735,0.09968442659266442,0.09849400743007379,0.08803475298550836,0.14941773746206863,0.08789368797835928,0.17784267532533696
HALLMARK_DNA_REPAIR,0.10368885919828245,0.10574591347170618,0.018410602475750548,0.1642527969084594,-0.00642922562375088,-0.20060387252374381,0.01183670619696945,0.006318931479363656,0.1384375881351725,-0.06746995670532062,0.07480257008824154,0.03105451555021281,0.0963590392306435,0.13861387629644178,0.18159410067980955,0.16531489844471683,0.17568531217429195,0.05489432859656077,0.10114426087031585
HALLMARK_E2F_TARGETS,-0.02111365319948647,0.029361363479118097,0.00603685550855897,0.11524275101641412,-0.11635590563776807,-0.27701584490222914,-0.08433727498394072,0.03640676207142027,0.13657528306466768,-0.05836366546756381,0.013601726785255477,-0.014672502532264594,-0.028313323853691487,0.049961650182450155,0.1413768637470416,0.10126837269472866,0.13730131172638685,0.04325727817463523,0.14043138376952446
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0012391033304371697,-0.027161634676976604,-0.0373593922606172,-0.1367021379526977,-0.11960589353959425,-0.2635396598157231,-0.12391210287115545,0.015816625564521472,-0.15320672986740155,0.093772409497972,0.05670015076729743,0.0698217885954329,0.15064562201987708,-0.0004256919969733811,-0.06996865217381666,-0.020564281030878567,0.21671221765723625,0.12854932066235,0.05938681415233516
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06197538752280247,0.018401870769744394,0.057350740755123725,0.16929253393173063,0.10797235719661911,-0.13445857830669172,0.0012224982871469148,-0.006600485891855792,0.1587526923023745,0.049454608654312886,0.06316300390730492,0.10057732219308625,0.12749264027588447,0.19128397591284016,0.12184338716455667,0.15225783339555043,0.15448884593886314,0.11171598161223753,0.05572827714256566
HALLMARK_ESTROGEN_RESPONSE_LATE,0.036584134565145046,0.04690987804137464,-0.013351090228872138,0.04904200310094325,0.013677946358875207,0.2421077830727543,0.01703791332304868,0.005967172860003485,-0.0364488816096392,-0.028499867492259627,-0.005102816861441765,0.009530434593471509,-0.03435595462392641,0.07304705548476728,0.18131827309311357,0.05032265059076538,0.09103056426914984,0.006109260581173994,0.10169565353171901
HALLMARK_FATTY_ACID_METABOLISM,0.08672520602736117,-0.028918154825922145,0.008667777693598208,0.11789285231383996,0.019045882344987688,-0.2376611262175965,-0.10611745571052185,-0.005947364619078589,-0.026722697813867814,0.020845803896278964,0.08333893424001461,0.07276417303273244,0.10694946607222976,-0.019798075373089342,0.007611200247538089,0.04620038817624421,0.06502223314981745,0.008814530068741234,0.0033007768918572222
HALLMARK_G2M_CHECKPOINT,0.03718377565070918,0.04155351088567668,0.04608856488668607,-0.04291417800443318,-0.06932344833690461,-0.3005436645396054,-0.08973986011966463,0.030545170423891772,0.06350599035962058,-0.02455103944912109,-0.032446101837297944,0.030752392131959915,0.153312128315303,0.023723742909329416,0.08145319565782526,0.03894531289274645,0.1643336059354732,0.07690485841318917,0.08879772747534954
HALLMARK_GLYCOLYSIS,0.12678705024077916,-0.007620594670312675,0.039587440866369235,-0.008559500119446688,0.07087363895321032,-0.15206813396806532,0.018847464915503757,0.022732193016486588,0.18802803012530006,0.04677815403748361,0.052119685701651416,0.0797446663550349,0.09441986259998907,0.13978810797789282,0.12654136733103913,0.09544997368766535,0.1533419587463922,0.09299906843086428,0.09179057222522806
HALLMARK_HEDGEHOG_SIGNALING,0.08258352028996571,-0.01937313579831509,0.06498476819071966,0.20865441336128324,0.1757626816008892,0.36213047393954073,0.12676934459088293,0.0502571842340795,0.19447093471970864,0.05360563957118981,0.026765455284455047,0.0824457215191459,0.06899330551405045,0.1558405018263402,0.10114333893050473,0.15254437081201805,0.05917345170818983,0.11305103102145318,0.1875331084765652
HALLMARK_HEME_METABOLISM,0.10139157636981103,0.060119237101743835,0.06341884600780298,0.1728732659412399,0.07178829085238198,-0.19727807032659106,0.02366710295049519,0.046457724837538884,0.07023871755234799,-0.030871066048512537,0.06808381689783846,0.05661293772047747,0.03430790992795152,0.13379124279855023,0.16852139454104756,0.13917249279984276,0.18480664205118616,0.0912568926309945,0.07515964423715181
HALLMARK_HYPOXIA,0.011901125251908444,-0.05288378376239476,-0.062566282186619,-0.14038215797020598,0.03540258929630371,0.274670326574053,-0.07077492982665669,0.022410681060036537,0.052246177954546315,0.09776139416223316,0.08839715946679474,0.02303114954855137,0.13853257214891587,0.045884161747413554,-0.1137611825679792,-0.060879668288377306,-0.0191630259866277,0.0661201434977802,0.21711097915976685
HALLMARK_IL2_STAT5_SIGNALING,0.07749240657480028,0.05516066081510925,0.036656925732281014,0.07516345354211708,0.0169075568579735,-0.27836377330382656,-0.04053822132926747,0.03327116107192371,-0.055373124827329645,0.07573340981509916,0.14993297190380014,0.06650783451820522,0.009919385230792376,0.11185501359778578,0.18280980408983263,0.04098793171684953,0.16611031709742427,0.07785314228297938,0.010344944789037235
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0686787258570027,0.016625365544758557,-0.03242611369595822,-0.20364451597794953,-0.12244001843233136,-0.3438682491097822,-0.15464368427355857,-0.06709030108688799,-0.15501671863642857,0.004589174021470932,0.0900566236823034,-0.0006361311477798876,0.0565312917102733,0.0035185360544244177,0.09743188523132079,-0.05769685123712759,0.16356470008304097,0.11975465472387446,-0.17604273369111684
