,UKF243,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06759673972009131,0.025553996829472927,0.010044285322032078,0.024036391778665123,0.04001258705604444,-0.036642644475001894,0.07133359759828284,0.03348236213528004,0.023025386125589048,0.12839669672727044,0.11566539845939353,0.19263070476909167,0.15784506465089188,0.003680316959465002,0.10303937268785603,0.1434040348002814
HALLMARK_ALLOGRAFT_REJECTION,-0.05111489995195766,-0.009009667223827084,0.057979497302394094,-0.009693941739099375,-0.023668567520365193,0.01092490584052584,-0.16517285654288225,0.003280866994012848,0.02483403084396627,-0.04935525100161853,0.050787960522255114,0.0796315729172696,0.15351266906006422,-0.045090943935151805,0.07261168342408009,0.03287441168763181
HALLMARK_ANDROGEN_RESPONSE,0.032409545062856204,0.014655895711383461,0.06680068971092995,0.013204896245202337,0.030259645397935197,0.020521753488578723,-0.07906324352420868,0.07764576073056256,-0.038190865201730734,0.01584484106934471,0.10059081951239161,0.15961541042795346,-0.01176325713191236,-0.007946701182306995,-0.04924449445593214,0.01812431120028293
HALLMARK_ANGIOGENESIS,-0.08016317588126724,0.009607592912364757,0.021280149751100146,0.019553479845552182,0.1186187327067824,-0.030420386433210676,-0.19569072786246902,0.011145838472088047,-0.020244487816134103,0.14785372795426596,-0.0704635444499856,-0.08036240655131376,0.12793439681650567,-0.008617905680689316,-0.17947086854248198,-0.10924639245350579
HALLMARK_APICAL_JUNCTION,0.05384154933709109,0.03068674901387208,0.05594788185367113,0.0066741112969032484,0.10694998537762951,-0.058889373433744285,0.04635527456924792,0.09972072598785899,-0.0805365629571802,0.08096519977621297,0.13231521687817044,0.18216165564566061,0.13563911922023017,0.04605659337429101,0.03809127333585061,0.043226208821895325
HALLMARK_APICAL_SURFACE,0.08079557523445786,0.02824966081943689,-0.012713296830137763,0.016901402833879614,-0.04820798665886998,0.016601257387715236,0.20870203810177587,0.04494259418632082,-0.01761697005317951,0.010264998716855859,0.13550124544897457,0.17407665822750706,0.08946047690135782,0.02519811792525484,-0.0151442033394091,-0.00826571744435174
HALLMARK_APOPTOSIS,-0.008063559737939804,0.029299294880643315,0.050389399252697524,0.042590568021609536,0.0274357688518645,0.0012581792752125922,0.0150543980266757,-0.023432274038184174,-0.004828477697985681,0.15494223306109112,-0.07856296526586132,-0.06307115020036,-0.0019637037816380796,-0.020189099532442863,0.04500902042304539,0.024510301192384055
HALLMARK_BILE_ACID_METABOLISM,0.02440658833831786,-0.01020760436198977,0.019780921851509432,0.008757710268656363,0.09432925156490458,-0.0032546172642155782,-0.020263783144602143,0.06845104098109044,-0.009725335809468737,0.04866990242259996,0.12013428759390431,0.1896428127628678,0.020038665205862012,0.05863950604626694,0.14570363648829748,0.08830523219335763
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01796585793276667,0.018552851631040274,-0.023620552315561327,0.016539741380455573,0.11435173798616492,0.020466695752448038,-0.13746820808389565,0.08918576411603991,0.01920416075232465,0.13601168093858787,0.15388511443514638,0.19242570277613918,0.05859117024178537,0.044938183792134434,0.10300277462304992,0.054997362468062874
HALLMARK_COAGULATION,-0.0229975895487686,-0.01758724112875413,0.04437972227597271,-0.03631221293348263,0.07817638386732367,-0.011068512599851307,-0.1959615647390006,0.06481728237173667,-0.0845643370066426,0.043203538266201325,0.08344941111061524,0.14441915353992946,0.13532532182022625,-0.03180474312894178,-0.012326912824188931,0.03407756831574018
