,UKF248,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03002080175371959,0.062013236814042534,-0.012454786033237106,0.10095786616987122,-0.022112979851104428,0.10285506246686958,-0.003805742748711521,0.20213047267534245,0.09141640364607267,0.42942900533528866,0.3375273314194102,0.17271008842515526,-0.008376970858732695,0.13123880996979878,0.1105998136419949
HALLMARK_ALLOGRAFT_REJECTION,-0.062069547727019364,0.0007163084916925391,0.014255555869391992,-0.1399730393222738,-0.23945749663177004,0.05380339138738237,-0.01472387689192282,-0.343879736055119,-0.12320599180261482,0.2065367051522774,0.20430325876607022,-0.06406314285069217,0.00029576324049414884,0.026294285754209366,0.05235088146849895
HALLMARK_ANDROGEN_RESPONSE,0.025765588243725705,-0.002003126156841702,0.003808904509811195,0.06514770715255123,-0.21633873599127731,-0.035580740955148425,-0.03410946874482517,-0.16759603319744912,-0.151451312671482,0.25085777683220745,0.2435717178494871,-0.022966104759795963,0.03627745429276931,0.03835025659646021,-0.01495494074062885
HALLMARK_ANGIOGENESIS,-0.019946655544147564,0.08005151898844455,-0.021908365427507726,-0.079984704070862,-0.22504835683022947,-0.25390731368399266,-0.0676880921478988,-0.31171936744560436,-0.3025657953519475,-0.24993953925799015,-0.28136000078889745,-0.27109634799551946,-0.09611633384400912,-0.16424468434825046,-0.10100155766430165
HALLMARK_APICAL_JUNCTION,0.04882140057124953,-0.016228543839291554,0.05446946565292611,0.022682066004160797,-0.1629932347158467,-0.18527448875941296,0.04611108068399385,0.08299544245687172,-0.19863319297034446,0.35731784632921,0.2948446354473985,0.2683335683005269,0.029299868929440313,0.06762096860240838,0.11351344322167535
HALLMARK_APICAL_SURFACE,0.038004138421451956,-0.037441005340880566,-0.01628043238261123,0.16935836450813416,0.15448539665735764,0.12738155612882138,0.10835741689684357,0.20827267590466028,-0.04077111874772998,0.2981921516871989,0.284609986109622,0.07034454216828913,0.05782073904573482,0.16472734065625924,0.10445871374188243
HALLMARK_APOPTOSIS,-0.01519383291713368,0.0397939713871073,0.021299034096887225,0.06376921126990875,-0.03576782998909651,-0.2258387683204971,-0.05110161596894622,-0.029570158690774465,0.16384955158796757,-0.19414452981647515,-0.21403352765974382,-0.10880000098482992,0.02881543226478449,0.07255171996253773,0.04293565924595082
HALLMARK_BILE_ACID_METABOLISM,0.03385116916090286,0.0065243414665595864,-0.02049517918429298,0.018084312585130564,-0.22913159934571026,-0.13332941153950606,-0.03323783165532308,-0.07549397441607275,-0.09817181136262358,0.2579155450045675,0.29257568834259323,0.0558879861720857,0.013071121687375425,0.07207817391748961,-0.03381544625276804
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06306540746428439,0.0565171466844317,0.05000992327817474,0.011828760439758007,-0.21812266515319043,-0.274875501410909,-0.037181222495276875,-0.2360418042974383,-0.25238666229870627,0.4000216296133607,0.3776094600986872,0.14919852126891536,-0.04089406670080437,0.016529508667373575,-0.04578007101819879
HALLMARK_COAGULATION,-0.0020709653099864177,0.03195387556647154,0.00237170194624338,-0.10499320420974656,-0.23944659682367633,-0.08393519321215155,-0.10123332974857546,-0.37336136638292056,-0.21654388215917356,0.2487211517046149,0.17564571681082955,-0.15879291493281003,-0.06847779044638747,0.025376795055943834,-0.06231104388597784
