,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.09246067700097958,0.12217143388511939,0.0016249436360936268,0.10419996453038476,0.08322049410821544,0.20746163888237523,0.0554865402851567,-0.26770847082506116,0.06807168337140172,0.0261072561519252,0.13355628844325323,0.120066333896188,0.18136737373841005,0.19865971808485658,0.008371656951363065,0.07842897878826585,0.04302720926146981,0.09061976705730473,0.10701503748811579
HALLMARK_ALLOGRAFT_REJECTION,0.15500024486135422,0.00701130227938723,-0.023119164567678978,0.07722280014138459,0.07356389446360305,0.09356451526288702,-0.38390424767632164,-0.5737760275476697,0.08288611094300483,-0.06346308020486925,-0.27944637162811226,-0.050050765004177565,0.07127978139610058,0.08214943299139295,0.04366741241996059,-0.05037840920905014,-0.021627728723169475,0.1484356642772176,2.008679658392064e-05
HALLMARK_ANDROGEN_RESPONSE,0.020859163032398615,0.10269295284494084,-0.009722957940977623,0.09694967248804838,0.043744283538031545,0.26255425060695275,-0.20880996210623892,-0.5918381188471046,-0.017513303185944434,-0.024285703335311295,-0.012828166430295291,-0.007830856220171276,0.2174365501375734,0.20481722076967962,0.09610883576624282,0.05035659758042107,0.03995293728142765,0.08969667948191826,-0.003936540779626079
HALLMARK_ANGIOGENESIS,-0.2329794831612928,-0.1342265559399543,0.03694082022946109,0.058283311937654535,-0.06313099668752244,-0.2865050815286957,-0.3728940049289188,-0.6713821891096644,-0.3731762682225089,-0.04582113063612701,-0.23641332310658406,-0.17012887854033074,0.0031412054739863265,-0.06860009714030026,0.03508880925806737,-0.010253642769945616,-0.039106337358852376,-0.020013876986670665,-0.11628271922860554
HALLMARK_APICAL_JUNCTION,0.0771324276267932,0.11271066276980876,0.05637869351730561,0.06421145163941762,0.06341579360134061,0.07186104429063717,-0.29902778957442167,-0.5394662747679257,-0.2195366047143858,0.00696763984658867,0.08720512207834066,-0.09360788630282503,0.2231434281573113,0.22149019124431754,-0.004749784401462918,0.1152327919106618,-0.031937778697279484,0.08716034754165396,0.1563273979465296
HALLMARK_APICAL_SURFACE,0.17455475553008415,0.12184082551001053,0.04600882790023732,0.13048113613677886,0.0663428625661189,0.1294253035586954,0.22902185258003369,0.4672631444109713,0.18516980856457138,0.11921501489686998,0.25055421307160564,-0.04483098510738178,0.20549611633112622,0.12913381639465318,-0.05844515063084621,0.05673328620805954,0.02950710260264664,0.12032435933810741,0.09004015342009127
HALLMARK_APOPTOSIS,0.042863776393168095,-0.004961302924085766,-0.028593096769799504,-0.05321285257427189,0.01113419041529547,-0.14882355544507267,0.06003313882502119,-0.12350432236522893,-0.2356443780555136,-0.048877607179647925,-0.05623571280481352,0.12366449797109794,-0.06931291540252754,-0.00935843233063787,0.003459293265035052,-0.029952777867809206,0.0062219739668972615,0.002438155498139484,0.1388818519534945
HALLMARK_BILE_ACID_METABOLISM,0.05706962907612235,0.12492249311546601,0.044770068182897124,0.08403305458103946,0.04156069185558534,0.08540518528371602,-0.19680255269553026,-0.6741813529800362,-0.13969269939271098,-0.039867891634110246,0.03498408357836046,-0.06427629084312633,0.1876839923054888,0.14401430964606346,0.028748052446566474,0.04272133081529558,-0.052310207344179585,-0.005975140601956285,0.0229118014800179
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0033120004225898727,0.10936453116122151,-0.030377237604364626,0.006683841875596067,0.05621698193375149,0.10846569313234332,-0.4096129632417733,-0.4974282195891305,-0.3106571571251675,-0.0074970629039244115,-0.21579181285139912,-0.13949206947310588,0.23318096445550127,0.18725009478597024,0.018698084537444166,0.0943727523880466,-0.04381235184597442,-0.017194294300874224,-0.009630132394011712
HALLMARK_COAGULATION,-0.012165905897999832,0.013303342645717078,-0.06194680178021247,-0.03014051933195565,0.01582953187539421,0.02414257787392717,-0.41084938865448023,-0.6723434266142554,-0.20264404168347752,-0.06303085716128909,-0.30022334821581026,-0.10671331264769457,0.11521714834511007,0.14031057991749873,0.05578680203583895,-0.08264420314683711,-0.03448130959254236,0.03976783033775455,-0.0010427911789744576
