,ZH1019T1,ZH1019inf
HALLMARK_ADIPOGENESIS,-0.05870367583459181,0.05407809052253079
HALLMARK_ALLOGRAFT_REJECTION,0.01614354373035966,0.055352007529408526
HALLMARK_ANDROGEN_RESPONSE,0.025998678957330237,0.04840514178621736
HALLMARK_ANGIOGENESIS,-0.03632211235922341,0.040766975488963623
HALLMARK_APICAL_JUNCTION,0.03938071416762143,0.05548951504685117
HALLMARK_APICAL_SURFACE,-0.05986126049635615,0.027326905726164166
HALLMARK_APOPTOSIS,-0.06191242111400469,0.0423563253041918
HALLMARK_BILE_ACID_METABOLISM,-0.04289632155844671,0.012424549645325349
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01752858750565784,0.04978475331791644
HALLMARK_COAGULATION,0.07121895760536948,0.07709409853211681
HALLMARK_COMPLEMENT,-0.04921929666659051,0.07979119039848537
HALLMARK_DNA_REPAIR,-0.09577126628693695,0.09980347998565103
HALLMARK_E2F_TARGETS,-0.07819435650470476,0.026324000321392396
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.1609723366435194,0.08513985458059539
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04358913567584614,0.11069910825403073
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06749705688435652,-0.02421374281023147
HALLMARK_FATTY_ACID_METABOLISM,0.032568796940048744,0.05218531169821092
HALLMARK_G2M_CHECKPOINT,-0.1044341667531741,0.0846002490338411
HALLMARK_GLYCOLYSIS,0.00014747165615458944,0.08959043700614389
HALLMARK_HEDGEHOG_SIGNALING,0.16257494546794696,0.08430599022548253
HALLMARK_HEME_METABOLISM,-0.10799271104374601,0.07366071948555189
HALLMARK_HYPOXIA,-0.006295088040539758,0.07371592266416792
HALLMARK_IL2_STAT5_SIGNALING,-0.015587889733638477,0.07755091880818464
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.029310268235309796,0.046006253669273994
HALLMARK_INFLAMMATORY_RESPONSE,-0.028679740801840346,0.11474438210514908
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.024284647103808066,-0.09497931749026425
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04307168028220533,0.12008165990052316
HALLMARK_KRAS_SIGNALING_DN,0.008478733102861069,0.055759272326674006
HALLMARK_KRAS_SIGNALING_UP,-0.07593725740727968,0.07117917607950579
HALLMARK_MITOTIC_SPINDLE,-0.0857104848099402,0.06924474465667521
HALLMARK_MTORC1_SIGNALING,-0.045112925961895846,0.09543376560242876
HALLMARK_MYC_TARGETS_V1,-0.10897827675032705,0.07149950919356338
HALLMARK_MYC_TARGETS_V2,0.06323104524176092,0.06612117021588464
HALLMARK_MYOGENESIS,0.01765439241317995,0.059439317424709655
HALLMARK_NOTCH_SIGNALING,0.024646239672748753,0.07929757883513884
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.11165101004695244,0.07153012635561425
HALLMARK_P53_PATHWAY,-0.04697152804762278,0.055842895978575634
HALLMARK_PANCREAS_BETA_CELLS,-0.06184261995078021,0.05720705269996755
HALLMARK_PEROXISOME,-0.011890056219921544,-0.02029890547840008
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03610471429852277,0.041644208199492626
HALLMARK_PROTEIN_SECRETION,-0.03136704383887561,0.1200743224401208
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.07712477474490047,-0.053996631063998504
HALLMARK_SPERMATOGENESIS,-0.07132146762707862,0.028445338762567482
HALLMARK_TGF_BETA_SIGNALING,0.012187838335519757,0.06143998746261613
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.04612767289640387,0.041439487205096034
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.04527490473779954,0.15112830710039832
HALLMARK_UV_RESPONSE_DN,0.029422317471012253,0.017284112625044753
HALLMARK_UV_RESPONSE_UP,-0.06314231176542501,0.0742294019125897
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.15005649091702275,-0.02452315747125457
HALLMARK_XENOBIOTIC_METABOLISM,-0.0559143428675801,0.08846968379847073
