,MGH258,UKF248,UKF259,UKF266,UKF269,UKF313,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03949785157709706,0.04274262981621437,0.02600127810057991,0.043493160247830016,0.09145098746271375,0.20277514884483838,0.05794870111940607,0.14476658407043888,0.07239518067678924,0.10526101692988049,0.038834057134376515,0.05193488717766624,0.09240987917492972
HALLMARK_ALLOGRAFT_REJECTION,-0.039519027871214626,0.024765098119746573,0.03484020799204275,0.1464109175230698,0.10945041593434628,0.0731389107463632,0.09093521317630451,0.09060317887007066,0.042422255853923015,0.09046217739599471,-0.002551263891769593,0.020318109176823515,0.006389810781426818
HALLMARK_ANDROGEN_RESPONSE,0.059513935137150274,0.06237359281142511,0.025469395941994887,0.11789755478443807,0.10054642360147825,0.1351959803410147,0.023398436435295954,0.0902872409991352,0.02974751102534471,0.114116636051923,-0.004925004654175877,0.008559750648267337,0.04863483106065128
HALLMARK_ANGIOGENESIS,-0.04198032252804287,-0.03252560277860548,-0.01845303189721321,0.10659039098063962,0.13308332212437687,-0.15660701681754477,0.04586452723992141,0.0044772184805842346,0.03663447191491445,0.10630255292227253,-0.021448351493710886,-0.04316844033725174,-0.046350985644715084
HALLMARK_APICAL_JUNCTION,0.11288134526389651,0.09903741462223827,0.0677339170849694,0.14717227271563235,0.11612650441849615,0.16655464253961041,0.055314256625357446,0.16777073035413434,0.06099857798961436,0.13500799019272625,-0.049825473334357405,0.025038583562470445,0.06268606227285936
HALLMARK_APICAL_SURFACE,0.027779834213536775,0.03804235706567084,0.021079335606424165,-0.036063790776734966,-0.03503528794707729,0.10304897058866563,0.07110594655079074,0.1560699295649641,0.056181548690951856,0.10355282108744417,-0.02093506363308608,0.017076331025164482,0.04646962161904155
HALLMARK_APOPTOSIS,0.050334965516342436,0.006091364289004682,0.03306043928789864,-0.00206691566641357,-0.0018055800097493628,0.10040964977581966,0.027594827991316108,0.08986278574021102,0.026759439318519793,0.0554512228202936,-0.003306481370389686,0.018849317517645986,0.0356419566346221
HALLMARK_BILE_ACID_METABOLISM,0.09311582162438123,-0.014987215873871888,0.05083558631328861,0.08711425291881132,0.10829782912198445,0.11862917808000684,0.08389444064432586,0.0724427639060475,0.031162767231712952,0.08174161104863802,0.018155860685250637,0.06302656622619758,0.025723576964601536
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02005354210285816,0.042153746414690864,0.03209821318762987,0.10041600565009225,0.07291242833529318,0.16724254591642324,-0.00945852423547681,0.09410162865958736,0.06985103871001613,0.08671558378834954,0.03807613434684766,0.01876234924736789,0.08547448050895086
HALLMARK_COAGULATION,-0.025963211580776795,0.07804787962352447,0.04193166221517421,0.12454938168510513,0.09496130282472795,0.05032173632012422,0.024086040609864946,0.17729491410711204,0.05051252483704757,0.10814930608533727,0.01660547353927161,0.02026276485416048,0.12259308987281178
HALLMARK_COMPLEMENT,-0.053361043270679,0.04715732789035343,0.05253822120108474,0.046306099579365684,0.1126600908108239,0.1620500528102082,0.028071888281843742,0.11702355064813821,0.03934657387328283,0.13219031373809598,0.030502426527439307,-0.0009191708103844864,0.10536750219626616
HALLMARK_DNA_REPAIR,0.10292018058881597,0.058054966868385356,0.05827291386060611,0.13842813008191635,0.1459372910189822,0.2026205788278439,0.05851046488525544,0.14225759019487721,0.0638745522007841,0.1592686653671808,-0.01479292532544835,0.05825822809866775,0.04677204217058572
HALLMARK_E2F_TARGETS,0.06700001413143021,0.030901975126645203,0.057117253979474446,0.13387722414601372,0.13159013255890997,0.10906702754244711,0.10383561903242088,0.09201125835361049,0.014823761584976782,0.11380592833405603,-0.06073332846639388,0.032466661211349675,0.03829633904741067
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12168865739712907,0.09378135918284589,0.047156169055583244,0.14431925105586046,0.14203457149625348,-0.06313211767727578,0.08023620737679872,0.19191233375850442,0.05636937881812339,0.1374894185087137,-0.05928030617599513,0.011744102353307495,0.011626575922684599
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0014939851630864605,0.06339831885856603,0.016724347476571654,0.02293629214318685,0.10381611490457199,-0.1344025721651896,0.0218313306154954,0.16869739252227328,0.09919147826357086,0.13780205735780615,-0.02195935720593585,0.09900364786624384,0.0303367871874919
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04643265737312159,-0.004238570744674318,0.049891718141308085,0.03815477108800015,-0.01774570251723219,0.1662433164698073,-0.015779533562226503,0.06576413739822617,0.024199982218471593,0.09378460529187997,0.0009964860907169658,-0.03472975805058015,0.10010397177974843
HALLMARK_FATTY_ACID_METABOLISM,-0.04270835245162409,0.033288595644305134,0.016907518624428013,-0.007856367512287663,0.08399426537573004,-0.16086627150954047,-0.012870418496090887,0.08102515928368922,0.06108445644763365,0.08943792206951301,0.011079820266991223,0.007577196739798459,0.03999060572737275
HALLMARK_G2M_CHECKPOINT,0.13956430684963114,0.01973055064186822,0.05566140745342124,0.1425547924377642,0.13688088785284197,0.16943684270907294,-0.01616952733352363,0.1551714833482754,0.06308814118297879,0.13986866900401104,-0.027687933452334,-0.007355170475445797,-0.06432304470054433
HALLMARK_GLYCOLYSIS,0.07477342557401441,0.03713041200898015,-0.002297257992144523,0.05316976175691498,0.12131744128607815,-0.007482727385041294,0.05806985704319387,0.16101426804466115,0.08681553701134037,0.12759892821764504,-0.03009234167824373,0.003850559906544381,0.04960145819944012
HALLMARK_HEDGEHOG_SIGNALING,-0.05981661805598378,0.03461068045728513,0.07507117821991713,-0.07483790982960005,-0.0540147413025615,-0.01094773771709398,0.03734005435342953,0.12307912468432286,0.0704860138729815,0.10246457484993694,-0.03238355300884285,-0.03535176843902169,0.04316505718569646
HALLMARK_HEME_METABOLISM,0.0596332522476312,0.08833682435542208,0.03724018786673593,0.07048695317890183,0.15741717519889115,0.12212541842472868,0.03136171967576138,0.18157367422473,0.07064544548867577,0.12571014470964942,-0.023216454721529896,0.0829966439414223,0.09128989719916546
HALLMARK_HYPOXIA,0.06537059227253512,-0.024247367330657656,0.001472868941724306,0.044951032585242544,0.006982073384977862,-0.1830883960061518,0.0353708982460508,0.10954915941470943,0.015137677704827348,0.1023756567464356,-0.04168132034296235,-0.022719385264592985,-0.07724357113097144
HALLMARK_IL2_STAT5_SIGNALING,0.03793510401486838,0.07187806650323454,0.018361475581603597,0.06643663366469765,0.12325501995238934,-0.04161311421367415,-0.025942943810999534,0.033739116653600985,0.06136744168385243,0.08556987967289012,0.06058822235036227,0.00674327519197342,0.05417576982428924
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05759713485987102,0.02595742383101126,0.012322870471024056,0.056159761293467635,0.10420295880541136,0.13396172459183528,0.021379989228918598,0.125420846691423,0.03764591115615839,0.1052097693332648,-0.017836513122561123,-0.0232753818936998,0.05649956740793166
HALLMARK_INFLAMMATORY_RESPONSE,0.014184434148138256,0.05567083464483003,-0.0012265701938693244,-0.07919001007353854,0.08641210211825863,-0.095511818029178,0.010539583541434656,0.05900264283734612,0.0536199088494853,0.083954813844121,0.00815808664553192,-0.020041140335431952,0.046018500935845176
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.04888718912396338,0.10302890253773529,0.05063357947472688,0.11604476404072758,0.14857669675038496,0.1974681912430556,0.051364070947016074,0.01460243229394145,0.03599433071275389,0.05174865254955434,-0.020508662298336162,0.043390026226593346,0.06748369612341998
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07445659801520925,0.09015947082977363,0.010805459998402513,0.06347077747188627,0.1415319405473167,0.13265344214595864,0.04380565866978051,0.15512885647619934,0.06382117633092088,0.11475593193387827,0.03887071304866827,-0.04268288439522252,0.08481671048392184
HALLMARK_KRAS_SIGNALING_DN,0.01745466076494561,-0.0016906083837931705,0.07049816672941699,0.004454861319102456,-0.01486054674116636,0.21493702224083053,0.08208642083390984,0.07862386652791148,0.060638239403700334,0.13772337317396066,-0.05341160397500312,0.07836210642142227,0.10420905917051825
HALLMARK_KRAS_SIGNALING_UP,-0.004790962830240214,0.05459518442434348,0.020255102847275285,-0.06336501354221401,0.01355275087083919,0.05492576892038803,0.0399308490997829,0.10823981051583693,0.07172453991115742,0.14260261558930978,-0.0500829475347718,0.05456772905689219,6.742845855975436e-05
HALLMARK_MITOTIC_SPINDLE,0.02014651482139187,0.08136405325701476,0.06367199953253258,0.10869058889935537,0.11506136697460302,0.17427151408550715,0.07226539401401832,0.13426357692800878,0.04816776714962455,0.09119966242509225,-0.04650116815149712,0.06748581324562931,0.05202521536400328
HALLMARK_MTORC1_SIGNALING,0.0580754553093926,-0.009742176393925118,-0.005869512028614337,0.08807554755921707,0.14627648755108677,-0.05064274683361224,0.12187795019000049,0.12800235800260118,0.0318754976563413,0.07140942424730302,0.004398360972385019,-0.046460102547730434,0.010297425825150891
HALLMARK_MYC_TARGETS_V1,0.09299486196758362,0.03749143920008575,0.037621028955553644,0.15130215434793506,0.13685999099518006,0.16819055176513775,0.08900298379028902,0.1482634602294989,0.041819891109153864,0.08550193236349041,-0.010640581117905135,0.019741667944680887,-0.006114241863311838
HALLMARK_MYC_TARGETS_V2,0.021129940364301353,0.03817872553984452,-0.005818354414136136,0.05972411762340691,0.05882323517234338,0.020311812261266524,-0.0671692651691534,0.0769441380348983,0.04363979751277469,0.040296907213042354,-0.08350786937258647,0.008730359267138997,0.0014131103882958494
HALLMARK_MYOGENESIS,0.05969836886582072,0.09742232174793368,0.08196329662972117,0.02381743196448136,-0.053983302957326014,0.052670660068375647,0.06249691163878858,0.13332679555867127,0.05503530882924038,0.09683048605164572,-0.044706931114316804,0.08591875425884019,0.07951236431800528
HALLMARK_NOTCH_SIGNALING,0.05507891156331685,0.04924703873404618,0.044429074512849116,0.02856141087010498,0.14503691537148705,0.18627963127988417,0.05931866750494359,0.07863902218808501,0.06621519600879738,0.10859371371019311,-0.007993752991479435,0.07633582510733286,0.04866584227923325
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.1346671442944037,0.016683073145923308,0.04294608293361726,0.0702208992857295,0.028397517692708558,0.18790251823922866,0.04631876418734419,0.11099856142422486,0.038994711382038236,0.13182650260112644,0.03251420016803686,0.04617936540964328,0.05056568745972912
HALLMARK_P53_PATHWAY,0.0260344227707141,0.044908372320234875,0.04014396191418897,0.11184186705420934,0.13099715320317346,0.062412223750682644,0.04873503482811077,0.15390756776937894,0.05601472254856639,0.1152915626475561,0.029677222678166144,0.03592497832294713,0.035813979229186325
