,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.033004930502092314,0.13312524986278246,-0.07314207629561398,-0.0017064368395038913,-0.24009747281884514,-0.035151343144466225,0.06302132804929172,0.02354639149838746,0.22005132498535454,0.0557274682570289,-0.01559310608420446,0.050275157298905186,-0.6431910547849183,-0.07195826228612233,0.1797260782506739,0.0721527887563083,-0.018887151653054848,0.04914354665295373,0.031008237016528974,-0.04292864322648366,0.008044248666736092,0.08493103630059039,0.01967610144136659
HALLMARK_ALLOGRAFT_REJECTION,-0.024996236692526604,-0.013974958047390159,-0.04583926044390854,0.034829476840395814,-0.22489548038283808,-0.02609409882347428,0.05342730297426012,-0.015644100003827467,0.308738127164215,0.014292816097789719,0.02379987279882884,0.015246313275744956,-0.5917243881980702,0.0840957541942079,0.09951765794608237,-0.0012936353274710692,-0.03654674348992257,-0.04998807371134765,0.013290521552316125,0.0020608811435428196,0.057693681979854694,0.1289556430397656,0.0063538549884074045
HALLMARK_ANDROGEN_RESPONSE,0.09196590942867491,0.17709081572281904,-0.06557824563274019,-0.013471877614735863,-0.06777062318567077,0.04347089251602337,0.08909100411569006,-0.04067119501681493,0.2766757834032175,0.04655125946449499,-0.010728419502511709,0.0722185637671281,-0.4779058698027024,-0.009700121320473069,0.09182738369679357,0.05813899055227426,-0.015274715494556926,0.0929024331732517,0.06699490415264137,0.03345388611508755,0.029306783858974384,0.16121923854654985,0.011744537717683037
HALLMARK_ANGIOGENESIS,0.02061301731168679,-0.0037292778210015797,-0.05047278105691895,0.006122032730927932,-0.30547413201957224,0.02229413361405389,-0.10505060752994658,-0.03772893721129676,0.2801175846407712,0.05506552253449454,-0.02177107127580631,0.03802017857326962,0.5375776193650679,0.12380451287500462,0.027425704915455328,-0.11480395194457083,0.1374649705287599,0.006769630675752031,-0.09715574607871308,0.07437002430202005,-0.01196726124568948,0.09403126646115198,-0.006650313720368381
HALLMARK_APICAL_JUNCTION,0.04338756674424791,0.10162653612147415,-0.054019848759774274,0.03723044642901234,-0.2889781846109499,-0.03129701206403188,0.018149917418810686,-0.051546095330996494,0.28146120680569553,0.04768998785245395,0.016906121252424678,0.069836647986725,-0.5744372014239042,-0.016411874443792107,0.19493293022634642,0.05662444102964713,0.01056732800539073,0.07659284186890798,0.047768291876454046,0.01962858813116098,0.06521985687745896,0.15928737656676228,-0.021773155445731995
HALLMARK_APICAL_SURFACE,0.035892292988887464,0.044202934468861116,-0.10884778025587695,0.020520448836772506,-0.2652969783509896,-0.07667161088715277,0.030121998560123268,0.048236445442594166,-0.10024468204653708,-0.013090479505288532,0.00249177687418538,-0.039217776700655085,-0.4693687900722787,-0.12242762688887959,0.045903584081616225,0.07133853702783251,-0.09531232148494712,-0.03013480151798766,-0.06298095758936945,0.0763626702435067,0.04207939803163407,0.17311726915227602,0.002374729390708477
HALLMARK_APOPTOSIS,-0.007242624191727505,0.02412648138794696,0.09014340945060689,-0.0025385137321825685,0.21118131839581336,-0.003690228959377467,-0.052835059146947534,-0.012369752015284643,0.0992162600128006,0.004352007191313758,0.06609932415226544,0.1258233330551516,-0.2211063740741534,-0.030226094919378395,0.06815270736173158,0.013193360550904466,-0.03806454696839065,0.11186201880112501,0.06667824725588503,0.0029018127176299252,0.05100846955566952,0.015323277152501771,-0.01633268555896021
HALLMARK_BILE_ACID_METABOLISM,0.04769672791866532,0.06635700978010624,-0.12422549764890671,-0.02016542014081265,-0.3208439973824875,-0.012465493320332298,0.041082955192669496,0.017530977539734434,0.25443278178182394,0.029641838513833646,-0.030473323021710953,0.06573585559770607,-0.3666774096142202,-0.10723261862452255,-0.016225909329474132,0.13798485082473572,-0.05904035249944334,-0.013002199315907003,0.011512079258185502,-0.02356891987594888,0.024374410358811178,0.006922965890292823,-0.012481675535554224
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.09317488190805372,0.10767033630299537,-0.04261656149724211,-0.028820118153532776,-0.1971344439422007,-0.012015708678582624,0.027546297490286982,-0.004871315038733408,0.2067181402339886,0.05586278019336903,0.05370573266559849,0.043246331098247534,-0.6617850039952893,-0.024886905624606482,0.07520272510477476,0.05017775664621283,-0.03866482724227406,0.005260550806144242,0.1203414238912534,-0.03801492127729204,0.05619103794127147,0.0008888104965298687,0.027721843948558953
HALLMARK_COAGULATION,0.025941305145145192,0.029164338378597093,-0.07671776408561398,0.01540218368851241,-0.18524036500614818,-0.020358374971047838,-0.011345519868660918,0.008306620100236113,0.272470393584016,-0.006067559182500514,0.03493148232572424,0.03487500394277944,-0.06529038094031293,-0.02386503641771718,0.13546805142262505,0.09564932316384836,-0.025200174214993824,0.04001242689133555,0.037386054596175805,-0.01111934604444903,0.055583565267952384,0.15872385597353603,-0.03641113745688309
