,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.07930602814949946,0.12087723805277514,-0.010663889128623809,0.07269626382421675,0.002988445142375861,0.14508789262018032,0.06459403785716465,-0.013694218124044151,0.037198844279563624,-0.0023472951677307426,0.17195186663794426,0.1259486829186786,0.059588953434202625,0.08618155350969442,0.3456336502412619,0.4275185197173968,0.11781414715797493,0.01673775763250307,0.06876830666379449,0.10048116574059483,0.14967053899321014
HALLMARK_ALLOGRAFT_REJECTION,0.03142500800131355,0.06036372970056146,-0.06536193380968312,0.014067728478977103,-0.00991309823900168,0.14647819777891138,-0.17719139481616794,-0.19600619860464683,0.049978308766788146,-0.052808644822670385,-0.3343278190308747,-0.14349050097493873,0.09596238744539508,0.1435535248674551,0.19278236909072533,0.33375256871969533,-0.016540778977253298,0.013119047097514406,0.07070322589550988,0.011976430097831354,-0.018873163244972357
HALLMARK_ANDROGEN_RESPONSE,0.043781340803862964,0.11173322399950658,-0.004411065946789586,0.016175288325625394,0.038075761377455185,0.24583938615720283,-0.03707908619546735,-0.16331893340401782,0.017184358563824394,-0.06263319163054511,-0.16755923511725937,-0.079342735308747,0.09418868550107387,0.06771451317456527,0.22489864955286756,0.3399805883384147,0.021822381699131956,-0.0802122449737252,0.06273777862477885,0.058246083386681954,0.08538316736282242
HALLMARK_ANGIOGENESIS,-0.1971875364325981,-0.039292991358754845,0.08532497703203645,0.08138599486302468,-0.04159495742566118,-0.2755879331717015,-0.16135910095070347,-0.2677455802604332,-0.04800430677874561,-0.13064095923993282,-0.34852413491202694,-0.28390737392672494,0.07419749436628706,-0.04082506837681039,-0.2416313232152115,-0.2671420521261402,-0.11477287075677718,-0.0008754505916410269,-0.03812904343857398,-0.021708755149947693,-0.1413307123472713
HALLMARK_APICAL_JUNCTION,0.13185526416100474,0.11739822287468649,-0.01971036669915358,0.019532327182923376,0.03409281084576157,-0.0037515459521990147,-0.04481677273049857,-0.14390637421952437,0.014448931865237059,-0.008941961383868264,0.08958090871265824,-0.14859384720893162,0.058539303374171,0.1583681823131224,0.3363135458798229,0.4099214078233388,0.2255905998370667,-0.04613251848737535,0.0727859269955181,0.1013088422155408,0.15451981475723262
HALLMARK_APICAL_SURFACE,0.14586768310254736,0.1327340454455398,0.012607050284789924,0.04985548050337825,0.0009422688603832833,0.013048350883674297,0.21832586750470917,0.225342462161494,0.03769590334492277,0.07939405840203125,0.22456601523901285,-0.07683587365702153,0.0777560800551592,0.15437765709928478,0.24625564720994325,0.3498652564460148,0.09781601515521753,0.05237252165611327,0.09114529839265242,0.219877637811215,0.05567525842524364
HALLMARK_APOPTOSIS,0.040969270327442645,-0.03854154251795432,0.044116197938036804,-0.039896848464447174,0.004821271561482448,-0.011007315066086805,0.0792730858056119,-0.005488436969626764,-0.07002679604992423,-0.009075700286164192,-0.06918315775660887,0.13304722148127493,0.01279596545522201,0.02075648008388531,-0.19239400346619231,-0.19637724637233567,-0.07141680369605805,0.0033406586749518824,0.08796388877886485,0.0829192918133914,0.12883382250975683
HALLMARK_BILE_ACID_METABOLISM,0.07342645159474546,0.13751542803903766,-0.02672574702447313,0.0586754914730041,-0.03298832307716381,-0.017776474046981072,-0.06558584169940307,-0.2505340291843297,-0.025749850409131254,-0.06499812416929665,-0.04851654753960352,-0.06238670126339914,0.08022606938486265,0.07108319232859332,0.22692022628935718,0.3380319974310318,0.06503367502986755,-0.04490342114285123,0.06570308291342367,0.05116621954076321,-0.029533921314970107
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04162105833454303,0.0755532568811454,-0.0014627767850622963,0.022524111250686474,0.02938744809280573,0.008918460202490291,-0.13198877048606814,-0.17794820800645714,-0.07759328744740708,-0.022491874540633658,-0.2806636761278121,-0.1908794079671798,0.031421675248434366,0.09265255777302261,0.3259496511390663,0.43349097401868925,0.09190947885787053,-0.030954236555689442,0.10921661757780254,0.04754554799020119,0.04038649272313647
HALLMARK_COAGULATION,0.06891032785281032,0.06682383071996482,0.010733577582854443,0.03267507300859069,0.013876401772647397,0.06659925041400847,-0.22293773920328466,-0.2570917764402019,0.04493465306798963,-0.1135341489633433,-0.35599119019509284,-0.17839338754235365,0.015737862329400016,0.14697909636157275,0.20698674727338184,0.3257284258202533,-0.17429013471563412,-0.0036941775795020612,0.0708216890170821,0.04789894851471366,-0.06382737513631613
