,MGH258,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.08176476140537974,0.17774957869309943,0.02522074767998466,0.12118116362952132,0.11107579875723966,0.047670405024115535
HALLMARK_ALLOGRAFT_REJECTION,-0.00757424146374655,0.11364925417696653,-0.02153923406141258,0.0790584440296134,0.14078091855526703,-0.004298728904890372
HALLMARK_ANDROGEN_RESPONSE,0.08950481178301595,0.09110900279460345,0.09348022448138747,0.029028152596781646,0.12400171490594261,0.012150957532917684
HALLMARK_ANGIOGENESIS,-0.08017529323110954,0.13180512340686867,-0.08228824016385594,-0.02222628171453042,-0.005481472716627675,-0.04521120512549285
HALLMARK_APICAL_JUNCTION,0.09571554927149327,0.15880223438429533,0.04387998720100208,0.1550105268034765,0.1230521273566834,0.04411220116091372
HALLMARK_APICAL_SURFACE,0.07160789441751302,0.18736934691167487,0.0534931484804665,0.02707774406346783,0.10491493674942136,0.01823675831878835
HALLMARK_APOPTOSIS,-0.04096742281240691,-0.037944914213797754,0.053776068241829525,0.019017116914739698,-0.011335442345107201,0.052336620865703606
HALLMARK_BILE_ACID_METABOLISM,0.08239732177488199,0.1619393605239968,0.023382524700027905,0.10238520310210286,0.09214841651075388,0.06400167327682649
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.059300712358980504,0.21961135759150352,0.025984947931470135,0.014291401424815647,0.1141740305650977,0.06682138577470645
HALLMARK_COAGULATION,-0.02439195455422512,0.0545117957859442,0.02702205296718073,0.10352331462337966,0.12287236054976552,-0.027288906541837066
HALLMARK_COMPLEMENT,0.0068576787718091035,0.19451966330339468,-0.03587589445798388,0.020741850045640543,0.049235078690592654,0.05576650904928418
HALLMARK_DNA_REPAIR,0.05772425994839083,0.21373391542256573,0.06739227872762993,0.044138945401412735,0.1404220010473331,0.07920641015831302
HALLMARK_E2F_TARGETS,0.034969436418240386,0.02241732422425459,-0.007345537797763139,0.00877514984319779,0.06912784157308896,0.08485286205173756
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.08613514784664,0.08552508374831987,-0.007965797823761916,0.1277317108642063,0.060500532121652746,-0.0228629151833563
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0854947562864385,0.06890946765951743,0.09285146041605664,0.06979726520484623,0.06525454854071289,0.041603624974759924
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.021207172915019258,0.05997515693546399,0.028976123426340154,0.003612644819298964,0.09061872585278818,0.08649326058402515
HALLMARK_FATTY_ACID_METABOLISM,-0.05853502799255969,0.08215582030933721,0.07118490644502175,0.024083677903169266,-0.0024789414981855142,0.04822012230116958
HALLMARK_G2M_CHECKPOINT,0.03359424810660888,0.14467785543467437,-0.01058755571066664,-0.0019199659208947275,0.0711552383394118,0.09203794779723205
HALLMARK_GLYCOLYSIS,0.07989955163591592,0.20810111092212738,0.028403825647328913,0.04270237641924721,0.05477208332464049,0.06642436403510889
HALLMARK_HEDGEHOG_SIGNALING,0.010179947143039204,0.04001075916887886,0.014002448976595453,0.07464973177935959,0.03572582487719857,0.0804722200589962
HALLMARK_HEME_METABOLISM,0.07379735045375024,0.15953544301479933,0.09124387607515423,0.10710748478844466,0.05279679765517817,0.059800855983411304
HALLMARK_HYPOXIA,0.045859211679014425,0.2065540610197183,-0.035184794179813385,0.03467118765736222,0.0521481599289138,0.046101251875715704
HALLMARK_IL2_STAT5_SIGNALING,0.006185451610374249,0.17206196101128096,0.046230030334342934,0.062266593808041594,0.10482728135684002,0.06437812375329544
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.044246392317931926,0.102162178700587,-0.015604644751694693,0.08000653825501655,0.005098752745218503,0.017867508593033248
HALLMARK_INFLAMMATORY_RESPONSE,0.04621608166206607,0.11616031901485321,0.0049671077532557105,-0.005187553973143902,-0.002290459658365408,0.02064651521882616
