,UKF259,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.008595191059351527,0.07660049561782198,0.019595487519924713
HALLMARK_ALLOGRAFT_REJECTION,-0.07425250397091342,0.10153628217272757,-0.011571315360650106
HALLMARK_ANDROGEN_RESPONSE,-0.023352426206239774,0.06699645572594705,0.008841452977360258
HALLMARK_ANGIOGENESIS,0.018787112816514462,-0.012533404522180965,0.012584243567562391
HALLMARK_APICAL_JUNCTION,-0.032317698162370546,0.0547837196184481,0.04060187311512138
HALLMARK_APICAL_SURFACE,-0.04066440890455529,0.06733566776745896,-0.018939328504598372
HALLMARK_APOPTOSIS,0.0013550562313606807,0.050035568309588184,-0.013783714147488855
HALLMARK_BILE_ACID_METABOLISM,-0.0018055548488344832,0.037485140216614,0.026554519296959542
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.02081809620696065,0.019826909920139708,0.012152185115476607
HALLMARK_COAGULATION,-0.05811889601984154,0.08434735464633696,0.01742560762021861
HALLMARK_COMPLEMENT,-0.037627251429112475,0.02770369410912972,0.02050176794668772
HALLMARK_DNA_REPAIR,0.02790777182027048,0.056800719490550315,0.07518786395112079
HALLMARK_E2F_TARGETS,-0.0413254240312724,0.044035551337524674,0.028640744462776934
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.054110812639346,0.07786067139038952,0.05175694374576925
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0066616075259684875,0.04160609843883823,0.06856255309384074
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03694649712168571,0.018795163518767446,0.0841974187631409
HALLMARK_FATTY_ACID_METABOLISM,0.038351359384060306,-0.001980756311190455,-0.003215857008950314
HALLMARK_G2M_CHECKPOINT,-0.025948348761757768,0.0042914616572915405,0.05188002233372567
HALLMARK_GLYCOLYSIS,0.0315141857594347,0.03601793563003047,0.02531574251744186
HALLMARK_HEDGEHOG_SIGNALING,-0.02845894004514095,-0.006871206353709316,-0.06863478573906388
HALLMARK_HEME_METABOLISM,0.005289848361641794,0.04200282954168729,0.014866178551112308
HALLMARK_HYPOXIA,0.04025509743045059,0.005877811864437586,0.1075965746609547
HALLMARK_IL2_STAT5_SIGNALING,8.171590940526636e-05,0.04403944571052247,0.07465847883475701
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.060100034105137895,0.0023285708482796326,0.06443113776226789
HALLMARK_INFLAMMATORY_RESPONSE,-0.0067101946306187136,0.032618602434528535,0.006957754385575905
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.017669116697672387,0.10645808094912929,-0.028370405690279914
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.0165953232617623,0.07374660361916818,0.05315253473354003
HALLMARK_KRAS_SIGNALING_DN,-0.005117118569672763,0.056095235591893104,0.041778153757622546
HALLMARK_KRAS_SIGNALING_UP,-0.011353587858838986,0.0880749547753416,-0.05157720852460854
HALLMARK_MITOTIC_SPINDLE,-0.021711524958880304,0.06671398422344524,0.023859062444148784
HALLMARK_MTORC1_SIGNALING,0.023186250910516952,0.026805377980066807,0.04459031424665394
HALLMARK_MYC_TARGETS_V1,0.06292023625527335,0.03263326225653702,0.07884568880041058
HALLMARK_MYC_TARGETS_V2,-0.015583415866997628,0.04037066628991303,0.05704981765691862
HALLMARK_MYOGENESIS,0.001242410868811476,0.10262297956857547,-0.05998441083484167
HALLMARK_NOTCH_SIGNALING,-0.05941308590944013,0.04376731869133868,0.054056598934144044
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.036765021336686556,0.05069560728842791,0.015181420514724504
HALLMARK_P53_PATHWAY,0.018098857863203605,0.04061913292353393,0.1126318404941845
HALLMARK_PANCREAS_BETA_CELLS,-0.02293318551650118,0.04776498328376935,-0.051892625769379565
HALLMARK_PEROXISOME,-0.07717214537687866,0.050910364962106665,0.06737689130767414
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.006269241056322059,0.06412244368081926,-0.014457206788645928
HALLMARK_PROTEIN_SECRETION,-0.002021843227906535,0.034722192659839814,0.02763151396798258
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04914770937884234,0.03736105573495429,0.03533518812999165
HALLMARK_SPERMATOGENESIS,0.006099958819410952,0.042753395519439436,-0.0159468349175768
HALLMARK_TGF_BETA_SIGNALING,-0.07244304313074362,0.09204294216712094,0.03957617099361988
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.016858372855202242,0.012457412288523147,0.11829629605539739
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03330443940491765,0.0595278497361936,0.051932834786994383
HALLMARK_UV_RESPONSE_DN,-0.08358786539272581,0.08296847535525234,0.03337333575137195
HALLMARK_UV_RESPONSE_UP,0.028138444530139306,0.03917163446318264,0.07076948214807907
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.014678532634820276,0.022060400646847795,0.059042798048458335
HALLMARK_XENOBIOTIC_METABOLISM,0.021819797324914448,0.058894932220682795,0.039333797969848525
