,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017905906268169527,0.048221495301848244,0.12129240768307652,0.03693389228671609,0.07953893024046793,0.035884724550664826,0.0036999532286573827,0.002811668457148858,0.019952235918416394,0.01778922269612122,0.06255362998846935,-0.058051694876434905,0.13507302320201114,-0.023586674017637563,0.12368335893710539,0.019072082399403608,-0.02855955174673269,0.17666427544516758,0.2412207312187396,0.13787811551778226,0.03162340795145161,-0.0222583515922632,0.27532883640346256,0.1963351113909233
HALLMARK_ALLOGRAFT_REJECTION,0.03118921454896717,0.08170666164287167,0.09275459303112402,0.05884033229730878,0.07012435084655749,0.07081605445446516,0.023618261704854964,0.0654593769004778,0.11089147003254407,0.11421771215161573,-0.011070189478508666,0.15623142591346986,0.1279363948362717,0.018754721781792143,0.13179846832532283,0.06955964074911904,-0.029653719467657057,0.1037853146320015,0.2228016195761663,0.1231685938224167,0.0466154651754453,-0.0283084332151433,0.28545522442419663,0.17232616665386694
HALLMARK_ANDROGEN_RESPONSE,-0.04304234783267009,0.03498834781812226,0.11799021449473543,0.05032895269239918,0.07142100459670865,0.0003409974908201643,-0.007508508334587979,-0.010013893557237398,0.10326949590277175,0.12324094898540607,0.03543326139867847,0.05742359698997654,0.15928536050150693,-0.010329459995299313,0.05414503110901502,-0.023756830266699124,0.007593756035709053,0.14471854509188384,0.2144126827955602,0.024112547770811683,0.06426801397499297,0.003602400971029003,0.25628251360787024,0.16864224574045875
HALLMARK_ANGIOGENESIS,-0.03406377146672566,0.08783714728900566,-0.0071187324522784335,-0.010161910455181883,0.06081914130686846,-0.0315127791433675,0.06345986317113965,0.10769482104341149,0.1076030227488158,0.05943861594453559,-0.00984024644840536,0.14164397344524604,-0.041168200647840256,0.03393569098595397,0.04571091848400763,0.0659819766276509,-0.04036102954269425,-0.08184880688351058,-0.06578912006788469,0.09458631864115116,-0.03298611997989922,0.06867540902682241,-0.10968197178067363,0.03758542839625784
HALLMARK_APICAL_JUNCTION,0.05177116242753136,0.1085923673634958,0.16222143673234868,0.05189532700978354,0.05207288625765727,0.020669626947128858,0.10326645279751517,0.043443001836263345,0.0854743030543932,0.1298599411889505,0.08698069425915787,0.02987181156096375,0.15610126055150356,-0.014215566434088639,0.1065460184632159,0.01531705428294899,0.005985198748006686,0.17217686031321097,0.1888096264460034,0.1944015215114299,0.029720738497834312,-0.06762126203359173,0.2612088992208744,0.19766983305907593
HALLMARK_APICAL_SURFACE,0.06179941731581616,0.07071862741615412,0.06873120234966862,-0.01928990186269781,0.012807704269128976,0.10652040664365406,-0.017054674933386544,-0.040696037450019415,-0.019617037300541124,0.03681535594270241,0.02817031820553529,-0.08246965226418443,0.13013431451376206,-0.068195464661844,0.019907447936981713,-0.015117666406496977,-0.006496185008977452,0.22526253439584012,0.2005913997406245,0.17216823839301157,0.05835244238423585,-0.07456745109879048,0.18904322956946867,0.050564553860689636
HALLMARK_APOPTOSIS,-0.04115381512794529,0.04300287209011494,0.07302820855789473,0.03282033499162604,-0.08003449797604904,-0.03074483634580089,0.05860561959759134,-0.051673986758920175,0.0458436126288325,0.08091180334843508,0.03541983063940381,0.08961580738949408,0.0927130270856872,-0.013473340549404739,0.008297543221113687,0.04083022982545555,0.04892150096801644,-0.006375249175451631,-0.02149972285292211,0.04061391301989541,-0.039214946485344494,0.024263099349261328,0.18051419467502955,0.10564689644486841
HALLMARK_BILE_ACID_METABOLISM,0.004642549694041326,0.0571998966877148,0.011760829708150644,-0.05838330343779078,0.1602491518285021,-0.05480163039473414,0.022780915409215036,0.03299378127777747,0.061167106715387,0.11300258918453539,0.04245314326167925,0.06769404655828792,0.036583394648541406,-0.04561517117308271,0.03430604497808637,0.03518888433724731,0.006353501167814253,0.1567665712335338,0.18428672343469713,0.08282311089017888,0.021164835063753044,0.06252713240080791,0.24978637436482748,0.21766843790169635
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.024011131916365887,0.05033450171622343,-0.019368730605103593,0.11124684351540023,0.03377652446499167,0.01670178672708391,0.023373514292470626,0.05944058020565158,0.023168831588191174,0.054167380002298274,-0.01666299732833551,0.13369463411182161,0.15717534440476322,-0.023023304935170068,-0.015348915536962212,0.028006366271243945,0.028695399552888273,0.21990621330451096,0.23068011880996442,0.04418335617236559,0.0424172266600969,0.03590240309196691,0.2173041426469982,0.17020617122374895
HALLMARK_COAGULATION,0.01565249465294952,0.07102135975802044,0.169817974839435,0.04457210874108887,0.006958339249576813,0.04199374584553298,0.1224148776908421,0.0381471253799211,0.08692903398564926,0.13221288129461053,0.016520196727669915,0.18077012101361167,0.015983546989383625,-0.049833585502167085,0.10822928230258344,0.023867922967372026,-0.006372155599068886,0.1481410362619282,0.22356932978910127,0.14041876126908584,0.045771585788470764,-0.0030869440949025375,0.23229633000056185,0.17009020179711376
HALLMARK_COMPLEMENT,0.039888615241032106,0.14982100891027755,0.056299537630682066,0.038916843730814464,0.04980690814055295,0.02112184458890073,0.08095548418839689,0.06994548637607854,0.10552635558332454,0.1199055052645723,0.05728422916803352,0.13330291059826999,0.1391325644328242,-0.01846508175101707,0.07727850782348174,0.06655444780831712,-0.004046236370868945,0.20858917904734853,0.20794726309960126,0.18561099820146687,0.039080188499028286,-0.05132856160435344,0.2717098261090062,0.12756607052988228
HALLMARK_DNA_REPAIR,0.011084719137519941,0.10628067030072269,0.1027238767525585,0.06407430734402425,0.09191059107520712,-0.0160731646847936,0.07317351115437873,0.06945293321794396,0.08615218378464762,0.10592710872812064,0.05776595301561048,0.0021253224278339634,0.15063710788538592,-0.020061840974242292,0.07044514512786249,0.0009692629125203798,-0.0165287774479835,0.17743093511123534,0.21691628828686899,0.1859638911060879,0.04183118419389301,-0.034408310971916864,0.2814744078361529,0.17587552629784853
HALLMARK_E2F_TARGETS,-0.017120992055459906,0.0706244101694963,0.04680907635135753,0.035553404325037834,0.0775850555693258,0.016768782911721965,-0.024721778819221347,0.0652737708149594,0.05936771957162844,0.11198298591284778,0.041542409132987033,-0.027183427069872555,0.10668399825530064,-0.047671917297907776,-0.007395253145056326,-0.023510836612754885,-0.008955097974197806,0.11366305346678124,0.13117314701896501,0.0829974640628582,0.013936542198745894,-0.07309842055538054,0.2157077340874638,0.172616828620596
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.048956133524693655,0.12356361140821756,0.1479804369364798,0.012839455292733424,-0.060966470849555685,-0.03441998715478,0.15615610003809927,0.0809077841269665,0.09664112885003347,0.09177651946580265,0.0696112065659518,0.17812203764244422,-0.060258579394076875,0.026245886844643605,0.11916757504072,-0.0486596884911542,-0.012564877538935083,-0.02574641771413285,0.018231156427433733,0.17186951417962343,0.016721601094127743,-0.06745197004287153,0.16696142655888174,0.13924730410101807
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.10240466869354461,0.010327557574654221,0.05977495157313962,0.0171514123218031,0.03823250478752474,0.011872030237287848,0.042966150515286315,0.0006560343205140777,0.05291586215139662,0.0048392645530420065,0.04634764394088042,-0.13868833021902385,-0.0808272659879179,-0.011521176263490961,0.08652162647110881,-0.05128352513430755,-0.043233890418289504,0.1753519266084806,0.13487776048238462,0.12615341369643351,0.03943623906866445,-0.0239231924257563,0.20695878311250215,0.10855300579895882
