,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06782806485046952,-0.047307208633927095,-0.0038725042105069983,-0.0010411994972561007,0.08731692033294265,0.030231594803533966,-0.20844096304300933,0.052167063589684176,-0.047160316102457814,0.14539865888457493,0.08717436051487343,-0.0012002979518031054,0.0835672974609268,0.014284838342399806,0.010560594061538807,0.15125087927235725,0.17145726977210118
HALLMARK_ALLOGRAFT_REJECTION,0.13805692921598328,-0.15467077802276583,-0.04750201400575908,-0.05953091086397771,0.00010724741213972126,-0.18902719926366976,-0.3077405174184942,0.020325415815285137,-0.05891168344537794,-0.18635868905183303,-0.07579578374431759,0.02987241826448798,0.044658268627413414,0.05336012392098197,-0.025428902875763798,-0.0070949053627287284,0.004017082267103869
HALLMARK_ANDROGEN_RESPONSE,-0.06747746092591529,-0.06946227823177414,-0.04056067253284296,0.043216072806306745,0.06153492456644829,-0.07570979939517518,-0.2863955347948441,-0.0062142148476642175,-0.00023401834530845399,-0.038539389966444966,-0.10302771921800148,-0.0026346376644056967,0.05329668845689241,-0.04218803521438338,-0.019107818431229124,0.17909987027386007,0.052209541906000544
HALLMARK_ANGIOGENESIS,-0.26836367708698994,-0.08348408102533808,0.023841951231998115,0.04810772393497446,-0.16626003663271657,-0.16456693712353293,-0.423120800525327,-0.044220955793472565,-0.0922269084592552,-0.20610136760350736,-0.2382195464724406,-0.010268967834554292,0.02812369244727747,0.025783924245049484,0.003473868651750711,0.1941369480812429,-0.11563884382093727
HALLMARK_APICAL_JUNCTION,0.0031573929865820706,-0.0707793414115175,0.009421159343371658,-0.003428551319814052,0.020557714285199095,-0.14481208714441882,-0.30012058945717107,0.004697350683903975,-0.001282200152564807,0.08718369802226587,-0.12094106659761887,0.033558000118688106,0.030831021321463484,-0.0016382080243106522,0.0069251260634509175,0.12488688494927622,0.19844799021735626
HALLMARK_APICAL_SURFACE,0.21600009837390988,0.015158520125394075,0.022555968301359423,-0.006838514757465474,0.10730467329354483,0.12158718084174254,0.30553534012207745,0.0890002356355539,0.10468282905956644,0.09407300399484067,-0.09751230603149864,0.003419354668542543,0.06694998287069723,-0.05027041190017535,-0.0355992179125684,0.16256496066231527,0.0579226275813626
HALLMARK_APOPTOSIS,0.0476351917150975,-0.07393899689325925,-0.00996589362451488,-0.0026558472118520084,-0.13908184295193762,0.04154206754983164,-0.08326228795565525,-0.0670595963091628,-0.04656194020834849,-0.00013697502061090131,0.074000517796002,-0.03594530897344874,0.0549202553124242,0.025619599998234797,-0.06176218855429948,0.06524065771016654,0.10173361742039234
HALLMARK_BILE_ACID_METABOLISM,-0.025092579178369673,0.007588235430466347,0.0058007838541114165,-0.01530473593748757,0.026799957395464646,-0.09598689001983013,-0.4329300041845001,-0.034079309648157786,-0.08394228333250599,-0.03646334196694244,-0.06605498595498503,0.01068014899160102,0.06947745351317651,-0.011694006142805111,0.0005476843507394316,0.02390677346888302,0.03662071080857903
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.09176061063669846,0.04237195168597494,-0.04568988406827482,-0.055556661349672944,0.06464448992998416,-0.14279124025880147,-0.2241770921863565,-0.048524344669235615,-0.0765492606311686,-0.11394756548469075,-0.18830681689166698,-0.003071667591342175,0.0005253450792279097,0.02699200281317584,0.04976183433957541,0.08630317383919725,0.10237345392344452
HALLMARK_COAGULATION,-0.047671562345168325,-0.15511240334056467,-0.03427265299324958,-0.030778501720666603,-0.03243697676946776,-0.20856462069824205,-0.390929927830389,-0.022852793411917385,-0.11279039832572757,-0.1807128855850864,-0.12238316054451287,0.02292557929054679,0.08322962074325703,-0.020328332400434693,-0.09416866770064493,0.10998019680694149,0.02131408640866618
