,UKF248,UKF269,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.040690953368309586,0.05533966352748681,-0.1234318900323171,-0.01509678178238507,-0.014804313480435965,0.007923336911879925,-0.12790348770381996
HALLMARK_ALLOGRAFT_REJECTION,0.028631405376180065,0.07163619880686412,-0.06785221565406559,0.032035981710601194,0.029608694455093894,0.0063539934410190065,-0.0022830108725769857
HALLMARK_ANDROGEN_RESPONSE,0.05483223539918533,0.04459495572843178,-0.13638976998612162,-0.014712578502523692,0.041031545338411274,-0.026861859011416918,-0.10998893839148383
HALLMARK_ANGIOGENESIS,0.06448132810828759,0.06566784628085708,0.07851835480836761,0.02419149149866413,0.0485216574335742,-0.03530735491668653,-0.0548253508082575
HALLMARK_APICAL_JUNCTION,0.05239120534182658,0.054365404642296895,-0.14446141678666835,-0.022941479840294474,0.021782702037006316,0.00258678717865521,-0.11344301351237375
HALLMARK_APICAL_SURFACE,-0.007385067720423506,-0.028603613035007136,-0.11561746835607276,-0.03802953209184146,0.012017752224312528,0.0035494376716849467,-0.1251221841597509
HALLMARK_APOPTOSIS,0.04587596471379005,-0.023494999258956466,0.010517915879703627,-0.004245916493980641,0.030588044961138653,0.018400317296665362,-0.04409980792935864
HALLMARK_BILE_ACID_METABOLISM,-0.04991338997553992,0.04589417522601833,-0.11147502305335906,0.04011060937540627,0.022439857971595346,0.051050879655488095,-0.03741168706787288
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.034790859587378396,0.04140026131740509,-0.1593557774053644,0.001847835131485041,-0.029399120742406522,0.05805914328143065,-0.14061050536319686
HALLMARK_COAGULATION,0.08231199416400052,0.07943469554228692,-0.1557474076402171,-0.006031066579246751,0.0006370665390147421,-0.03296641278030786,-0.08972727988408079
HALLMARK_COMPLEMENT,0.06558227235766656,0.0702613595939752,-0.0421862335970274,0.03516953254139108,0.005070485772675884,0.018911074225213882,-0.06654680041947342
HALLMARK_DNA_REPAIR,0.020755504597815905,0.05840840116541666,-0.12562084917836042,0.03308392811274135,-0.009901095003748058,0.04889928787858503,-0.11186951541355719
HALLMARK_E2F_TARGETS,-0.01993955225531,0.07166437113739003,-0.04687260153536783,0.005640043353418128,0.016071845623557415,0.047279150014344615,-0.10334563621957982
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12349044174327511,0.04857668103880476,-0.027555316973740886,0.005837269695604204,0.07825886192565931,0.00984347108190229,-0.10099338426979308
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.025101156232285746,0.0530516717897171,-0.1436132690436946,-0.023827358345506356,-0.021479654018762673,0.0033158446852686253,-0.08767833651694143
HALLMARK_ESTROGEN_RESPONSE_LATE,0.039249514384976404,-0.006771521527929388,-0.08526055061112958,-0.009789688191087817,0.05925486377896723,0.04230525667658745,-0.10731820533995519
HALLMARK_FATTY_ACID_METABOLISM,0.06897918992595216,0.04634643045244828,-0.04678040243137845,-0.003326353950877203,-0.015550847340494401,0.011521910602858251,-0.07952897697945925
HALLMARK_G2M_CHECKPOINT,0.0020459109706964917,0.057067970143532404,-0.005362137797182217,-0.008122023041684107,0.0003339645253935272,0.00017897660544768639,-0.07031580659674966
HALLMARK_GLYCOLYSIS,0.03859128792784178,0.03856237257139788,-0.10511250437200118,-0.044577660993578155,0.026269303602456794,0.03943412818408326,-0.12260269519459042
HALLMARK_HEDGEHOG_SIGNALING,-0.01404180823223752,-0.03580376992231159,-0.05689754234762213,-0.03800737701022787,0.010361251918387847,0.005648842674815436,-0.07365179333304445
HALLMARK_HEME_METABOLISM,0.04682863580571014,0.056527002113962124,-0.053671851140712046,0.01312312839058432,0.002537684100427731,0.041792252918631936,0.02153827963213369
HALLMARK_HYPOXIA,0.006052105287158871,-0.03486557250786182,0.017089244455282742,0.011451267350614094,0.08610203006567764,-0.051098011063094945,-0.036142809194709524
HALLMARK_IL2_STAT5_SIGNALING,0.07981180347550815,0.07022205813878701,-0.07879853926802104,0.01611612338258261,0.0528785475648825,0.005847578599459398,-0.09939512447801498
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.12233585149100953,0.023966724509346907,-0.0025303927941569284,0.05706003272738663,0.04657443147759112,-0.01984105207395028,-0.17512372219749076
HALLMARK_INFLAMMATORY_RESPONSE,0.10908866628645539,0.016957507957972823,-0.026898446228415026,-0.017123689209410046,0.03722193677857123,0.0021788598454336914,-0.06251238150747522
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0007735933392056669,0.04761800546433338,-0.0933389807914329,-0.003555140404925032,-0.0162682216199193,0.0301529321052738,-0.04249143481293706
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.08380589353199545,0.0526142453570794,-0.053167397730724854,-0.01172745567672759,0.03284442872001204,-0.026200173695050986,-0.058469155849580706
HALLMARK_KRAS_SIGNALING_DN,-0.04980053823647852,0.020464520067522605,-0.13267030862915738,-0.019021128081230177,-0.0010267844068680891,0.047159579162338275,-0.09045040538525317
HALLMARK_KRAS_SIGNALING_UP,0.11627798994145458,0.008883040316293805,-0.06802116540703323,-0.006204351663494481,0.061333985905138805,-0.03684072088306817,-0.012961516916579213
HALLMARK_MITOTIC_SPINDLE,0.031803976913295985,0.07617087723604984,-0.12832317593552833,-0.015809745428987446,-0.004357614915414923,0.01865013144036126,-0.10656909006308413
HALLMARK_MTORC1_SIGNALING,0.009359605333126596,0.04134494222872991,-0.05479410626196329,-0.004529314477259509,0.06003437427750442,-0.03811828859066002,-0.09902608181731438
HALLMARK_MYC_TARGETS_V1,0.0017973306452674124,0.05236058183885509,-0.11683024628215492,0.021816779817682954,0.006583372911479191,0.04578932974170801,-0.1276718763638566
HALLMARK_MYC_TARGETS_V2,0.009420759177507822,0.042251714647248986,-0.10805369514585147,-0.014973620053403268,-0.025460603410479354,0.019579448019860814,-0.018787546485766325
HALLMARK_MYOGENESIS,0.0695994991524116,-0.0028569339579167874,-0.14181431249181628,-0.013522679796465317,-0.046645310794379294,0.03422186288942506,-0.03272352553115595
HALLMARK_NOTCH_SIGNALING,0.038480274756172564,0.08763717744229445,-0.1197926962397197,-0.0290755990506996,-0.013961001213062978,0.059408242488469834,-0.12453336786382113
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.04408999839103673,-0.005805494168785795,-0.12602907506582728,0.0563033694651008,-0.007419877607787671,0.058284490463363245,-0.09668611069489892
HALLMARK_P53_PATHWAY,0.011909302026084515,0.04743414110226605,-0.11015289741663979,-0.05217909482642926,-0.008014562967272537,0.02373379101344003,-0.11639511930994824
HALLMARK_PANCREAS_BETA_CELLS,0.030949358811217492,-0.034128980113963946,-0.14451531278617188,0.033953464728378395,-0.042685665694232246,0.02477522467754813,-0.09638525574559648
HALLMARK_PEROXISOME,0.012731449868173083,0.05209809237473711,-0.12144801051794088,-0.03858851434887673,0.01861952406069898,0.015849578950407117,-0.09620166877097815
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.007956167346973624,0.031175770747328746,-0.133627377388437,-0.050281824829461655,-0.01585145310627561,0.018090544608166087,-0.09292611130173806
HALLMARK_PROTEIN_SECRETION,0.0597201634649723,0.02363659799219676,-0.13552094612001023,-0.008841377951935786,0.021617274737346332,0.038657838221979615,-0.13762242813600667
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.018372807171906553,-0.011405742297314647,-0.10175792894971661,0.056278713736632555,0.0067701180015532015,0.013403294395601431,-0.035381582743133966
HALLMARK_SPERMATOGENESIS,-0.001959737789553721,-0.02127066116868178,-0.10885591626729708,-0.03194607533719301,-0.023367526594323652,0.028489813226636677,-0.08108337522655179
HALLMARK_TGF_BETA_SIGNALING,0.05408394061842461,0.07922093423957653,-0.12296082744145584,-0.07465776014301326,-0.042268278310491784,0.017074832088373872,-0.09064738985628827
