,UKF251,UKF259,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.025890048312932044,0.04051577851775054,0.058274083446545104,0.11514351590648697,0.17868966842842174,0.026689878862765793
HALLMARK_ALLOGRAFT_REJECTION,-0.007688294282570912,0.03988371950626912,-0.059403816126796634,-0.010440923084277206,0.06225436882295296,-0.05538703818489059
HALLMARK_ANDROGEN_RESPONSE,0.0006800939827134753,0.05196333928386227,0.05648548277134074,0.12887777110732598,0.10146396294694963,-0.04800469649033094
HALLMARK_ANGIOGENESIS,-0.006092210641798001,-0.07660312534148601,0.00822006599837864,-0.05369371467153617,-0.16207930883175975,-0.04767877717139109
HALLMARK_APICAL_JUNCTION,0.009317647816801045,0.07531896065584381,0.03459910225772114,0.12760088035562808,0.1639240255088062,0.06918716591124653
HALLMARK_APICAL_SURFACE,0.10239240373369454,0.013384553345569015,0.020679865658735957,0.1268523612454124,0.08013777898479393,0.03169236466542721
HALLMARK_APOPTOSIS,0.045292414043149244,0.03579595626288518,0.06928509514970779,0.0033889284998416666,-0.10960356182036107,-0.06763793298423107
HALLMARK_BILE_ACID_METABOLISM,-0.02194292582818866,0.022481839069303386,-0.00155502506003629,0.08393655365133579,0.18667774572887524,0.010459918987446864
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.05589446483489062,0.03679640117116942,0.019265299049258604,0.10515243499643946,0.15671656765778666,0.0732132272130818
HALLMARK_COAGULATION,-0.015707439125981583,0.05577528342752459,0.02355933058294868,0.03139729872315593,0.045055771414351214,-0.13351592809936247
HALLMARK_COMPLEMENT,-0.004812033831246452,0.02071920332928498,0.04291940346103411,0.019292983215490042,0.056206329688306134,0.027012363317835984
HALLMARK_DNA_REPAIR,0.025023419487904437,0.019039341215850648,0.08486532014078921,0.10963980162911581,0.1951429436733009,0.09760994101934277
HALLMARK_E2F_TARGETS,0.03659350537309098,0.046859511665327695,0.03494289518171154,0.05236151097018977,0.05426557304225986,0.0940615754809766
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03538931281388398,-0.0370119981397017,0.07452266013324929,0.009119489059699618,-0.1131996813869694,-0.07117647440703444
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023426808931390014,0.03672216776532767,0.08297857615021353,0.11159041036737039,0.11361749630813231,0.06089456504644871
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05877134224452001,0.05400742999721191,-0.025610638892403514,0.11298380890361212,0.10310942421451247,0.024014265670693615
HALLMARK_FATTY_ACID_METABOLISM,-0.033154194599318315,0.006927901101701074,0.06349230196151044,0.05000238482911984,-0.022439378894627545,0.03514524098821671
HALLMARK_G2M_CHECKPOINT,-0.01673385098098498,-0.0026805710532760802,0.05523358514456128,0.048210478724895416,0.009609671649753461,0.0513251908651755
HALLMARK_GLYCOLYSIS,0.02706031566891468,-0.012948811131552964,0.11110026873177381,0.10437527023893078,0.0927627442438091,0.09944857033752719
HALLMARK_HEDGEHOG_SIGNALING,0.05522827325722412,0.05973380882417174,0.11464429467924682,0.09071867836427717,0.03759954055793958,0.14875128906251187
HALLMARK_HEME_METABOLISM,0.0011643253805241822,0.017964063363400125,0.060485393228516794,0.11988354769946037,0.20304767571080654,0.06146340144734592
HALLMARK_HYPOXIA,0.010339727624030882,-0.04925080281002239,0.12139772848127241,0.02181793403236487,-0.07053861238702884,-0.057517231435059143
HALLMARK_IL2_STAT5_SIGNALING,0.01780564011931618,0.02022403907970845,0.08616930441373526,0.09686989017590002,0.10733387807794821,0.030568685053652702
