,MGH258,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.006407067294922558,0.1402025520601843,0.02230203750514228,0.04547934613663562,0.03922072775582657,0.06969622714173307,0.05951841373024569,0.1552896507497784,0.032860335867432734,0.04036883825924844,0.12765587110441298,0.22699057575332796,-0.026753692437376422,0.2627097611172063,0.3289811648917603,0.3331752212441008,0.18017011745787215,-0.015252297021676223,0.09751052741892711,0.21999374304545982
HALLMARK_ALLOGRAFT_REJECTION,0.09417993236385078,0.07592511375946956,0.13497185012313875,0.006576714711262103,-0.028270857618663017,0.023948585045088136,0.16037489986605546,0.16264057262176765,0.11946912932143511,-0.04754138305808408,0.29744493985801007,0.28161245597012513,0.08920054896254583,0.27310368194101836,0.20807650129279368,0.22244748573169157,0.08281913162419646,-0.006926187295578851,0.06762012236037693,0.04822781619310129
HALLMARK_ANDROGEN_RESPONSE,0.024595812916891335,0.06699811892707953,0.05688807951517455,-0.002395795109004001,0.13410599707765908,0.08144362428219214,0.17012774902699407,0.12720342860043893,0.1913519705834269,0.014902514535612775,0.2215183435512672,0.2065759383914739,0.006183825849038865,0.1485807272971112,0.23387536674187423,0.08898026952799906,0.12896568717037754,-0.0005300821523949587,0.05265612164694486,0.3903127546873914
HALLMARK_ANGIOGENESIS,0.026297024702767183,-0.06296633377337374,0.1470481369847585,0.07975542233405587,0.11460763173159229,-0.11738519143081466,0.22527996476685416,0.14981013334454554,0.1485249920950724,-0.07691013997123225,0.16295008643832076,0.1331431907365546,0.044036274534069955,-0.0217962355963853,-0.1098269406572371,0.23999335405112687,0.017247480526421874,-0.013450732834734752,-0.03055974290897151,0.3470707317173198
HALLMARK_APICAL_JUNCTION,-0.01945796780006825,0.17483373949690478,0.018597939233375212,0.04347513742858356,-0.006341861866470821,-0.015846196350443858,0.2341937376701716,0.17741426488450265,0.12094520807729624,0.0843500983116334,0.25509028405220663,0.09456300116385899,-0.026108813919780996,0.1894448458314742,0.3081006824098469,0.3384484224723669,0.1662338760448019,-0.013185851069943523,0.07773909806909768,0.2980594342579786
HALLMARK_APICAL_SURFACE,-0.00318685051631859,0.06306999036483339,-0.1126874701493372,-0.04068060068538763,-0.060965937854120786,0.021022190988351824,-0.016458076938473294,0.0346983303908182,0.1709840418822222,0.06937331578412438,0.06466875241170314,-0.047863054219779114,0.07460306660142509,0.15969618498429208,0.30251701016556437,0.19236335276806843,0.15125012283568715,-0.03823572877090913,0.10091576328916307,0.35316258654214105
HALLMARK_APOPTOSIS,0.02810324956184525,0.2280903064459728,0.19596497603457036,0.010142928093122892,0.1307143669563857,-0.01157173442346143,-0.05848266459535968,0.06783815146464364,0.26051316188736623,0.059039912542946146,0.028970989873034363,0.22168971994023562,-0.032084011635167324,-0.014301036142796769,-0.14202063345605487,0.14329521618525415,0.02972073510971799,0.018087756832643766,0.032007874452778244,0.12090840994317664
HALLMARK_BILE_ACID_METABOLISM,-0.02696849408546809,0.06709254207958552,-0.10151211843016478,0.08601925157249823,-0.06342761546576087,-0.017487954022479924,0.1482537730635522,0.17609474375632667,0.1612873548628073,0.07558966326343192,0.1360649862437362,0.015007721252735567,0.03832086375031798,0.1353551918620961,0.27412971968809063,0.0818181290327465,0.02880444456615687,0.032487383805536674,0.057543015181586166,0.142293491873671
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07795553747416756,0.15481529802366711,-0.03923331133353485,0.021297903526722183,0.042717400195514024,-0.0389871266284838,0.19130418863636883,0.09932599973340611,0.09993175053171129,-0.0545763563406479,0.16114688375475017,0.16226093410677236,-0.015139883565083528,0.20690531424699402,0.3150865581207834,0.09537669732236849,0.055055997848906586,0.0546617968312987,0.12806310743227062,0.20938935576473933
HALLMARK_COAGULATION,0.10083795832643161,0.309109011645696,0.24270256529007958,0.038870678463576405,0.016640062666448102,0.04414730803572422,0.1503362679447296,0.1692662557059122,0.08149441620310485,-0.09511862603248905,0.2862276389464124,0.2656654433091848,0.0401364604957926,0.2309918376313109,0.2786061801160198,0.2952427614957688,0.015967096373831553,0.05009996781713957,0.05023703495043807,0.2036100715611197
HALLMARK_COMPLEMENT,0.06561851957679171,0.15543271191932487,0.1400679003389797,0.06791163290721657,0.0014023432522355893,0.0603745828593275,0.07753023089045076,0.20393817251669225,0.2662555272512599,0.041408818339161935,0.2430673954500534,0.3450984002094874,0.06888276599980644,0.24269773901830016,0.23572833811731675,0.3653818187371946,0.20829896420390323,-0.018076746644345176,0.14187841828189443,0.1992575998637333
HALLMARK_DNA_REPAIR,0.0679191734439976,0.041359279704526804,-0.03197086742490682,0.03160705472376804,0.16242775072936766,0.051946599641076875,0.21632109217521356,0.1671988675152729,0.21522502688271522,0.11039540453473455,0.26371677831721924,0.04590575904733918,-0.031155437679483988,0.1727865080962104,0.2976145890716897,0.3343104752585294,0.17046974137182103,0.006233572106274438,0.0995580201856292,0.22838740176797148
HALLMARK_E2F_TARGETS,0.043356465488718396,0.08249793900774713,-0.12242996984213333,0.015872769841623845,-0.000541877192708507,0.015136761581200527,0.23286888756948612,0.1580535722744453,0.1679534975511648,0.08178687158345783,0.181950800985554,-0.24764028202839006,-0.01972913735061051,0.13414571868001168,0.2287688936602287,0.28648238217305305,0.12818487439775192,-0.06888834081193496,0.09685304864494139,0.2989730260322542
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.032621131326043315,0.16029629966325537,0.261930918422733,0.0356070756927028,0.15128540055342915,-0.03947366880010581,0.21901946408965597,0.2068680605850551,0.1089577039611562,-0.02811475606494977,0.26622541094771957,0.07614415790713967,-0.0796311139676246,-0.139130588853042,-0.12039984675451237,0.38535299757643277,0.03432123497179536,0.014782292970704776,0.031639543115085995,0.2903597400288349
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.007735329672510032,0.06682706630043073,0.08833105036262741,-0.0573035084533723,0.027588425853866644,0.07542742732906704,-0.09377391138568952,0.1090190295968533,-0.10132992795672188,0.12445853885672806,-0.05987959172830764,0.033515309810716334,0.019910466048836627,0.13794653598867992,0.2068048726042376,0.2915522692971283,0.20524072473523985,0.046023542956556,0.013265309162375163,0.2207785120138085
HALLMARK_ESTROGEN_RESPONSE_LATE,0.13127682561925283,0.11390493866860832,0.0665489183975474,0.06884476028180853,0.01260780668988225,0.0788795774529539,0.09324126928273023,0.05289866242664075,0.14188910496256954,0.03987439916472192,0.08809086608969084,0.2452387432810369,0.0940392694610941,0.18842821903155135,0.286424039472135,0.23006569457844173,0.1399038973134862,-0.027423546849017252,0.11361633441476877,0.060047471681546956
HALLMARK_FATTY_ACID_METABOLISM,0.06936560790500783,-0.016363802531295633,0.12210951022643012,-0.039436618915314935,0.09874632182502721,0.11159555207833473,-0.05038696773934231,0.10162589175469965,0.13637126018188053,0.0548997309494572,-0.03506164320229087,0.2245835011969086,0.020196827543399572,-0.17395015107186135,-0.06784944474562893,0.12913152199238911,-0.08359967222562012,-0.03063618526491473,0.06624322940597566,0.04791935938129131
HALLMARK_G2M_CHECKPOINT,0.015505946396464963,0.08137134418150499,-0.031142297552365562,-0.0070088695589327725,0.01869490682017913,0.0685539172731605,0.2387022845204743,0.15886049089724202,0.24602822304682814,0.031998056806750226,0.24511847093789738,-0.02414383139736762,0.014723131022734572,0.11870824879746546,0.15474539995779749,0.27351771462073704,0.1273812724115257,0.032762780123140385,0.13185027522402812,0.3500544786334156
HALLMARK_GLYCOLYSIS,0.020254806495262186,-0.056150504238945464,0.011864752146999294,0.01548886303701575,0.07974647880126517,0.0423766845123406,0.07570099130224639,0.18036091493250508,-0.08199875569729496,0.13707305694711358,0.04068681327192711,0.027538382259668915,-0.03534006517953234,0.06299106340581008,0.19164312443489995,0.23869053161753026,0.13346862817615046,-0.013919674809664533,0.114090855638081,0.3064534628989994
HALLMARK_HEDGEHOG_SIGNALING,0.07089156945513349,0.1089130971895985,-0.1361898537651098,0.030020935984689495,0.024598712923298433,0.06636808595897459,-0.18854774998261623,-0.058098795378230726,-0.10104724888061553,0.1454781457061675,-0.061118963440154876,0.18473773858643677,-0.07910469681653748,0.22419041445750845,0.2541134455394823,0.2442347508955601,0.13173189747317487,-0.03764464805118789,0.08229918554234551,0.25693373786980467
HALLMARK_HEME_METABOLISM,0.009602909763356662,0.10844895146413795,0.07377903534244762,0.04503768637801907,0.07811233916254484,0.058785780984129336,0.08375924980621234,0.1867815555555505,-0.02136765653619887,0.08466026902586875,0.17864865287338308,0.2363715655076123,-0.04200868329791903,0.20196258981977655,0.296159650244108,0.3087822569130465,0.1847628906186725,0.03570614685994109,0.0748523888742199,0.1058311179459931
HALLMARK_HYPOXIA,-0.055919398447121335,-0.11454151108554075,0.018531860440244362,-0.023523353639556436,0.13739578221802803,-0.06175316266095952,-0.0025663079327635538,0.012949706240042139,0.1551494878728264,0.03729174467977235,0.011091371444499072,0.009205710300405182,-0.04533244484797035,-0.24433546536042974,-0.2553508919750449,0.3181926275077583,-0.09702805584135764,0.029321370527868294,0.010693629400631403,0.019444311485037887
HALLMARK_IL2_STAT5_SIGNALING,0.05640005645134653,0.11890731618158026,0.18030200382846465,0.04983230329951264,0.14947832023198068,-0.014176539717103021,0.09555421282473599,0.17123648197674957,-0.010772838526990243,-0.01303446547402949,0.194472410797022,0.3596410749472997,0.0228489885812324,0.1863638202112828,0.23820360953904993,0.10818074006704967,0.14599979373071265,0.048795490620231995,0.09023133274932528,0.24903788952998415
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.025108349603253304,0.07361533615214935,0.27733763555418633,0.07607545534619613,0.03626253698130981,-0.11130537996519613,0.20948472143879507,0.15872863122863876,0.2413780603696972,-0.03630281056097271,0.14555520023482127,0.24489030934382156,-0.012892459386500183,0.1751394795589127,0.25097517719780527,0.23127826227960535,0.02817413819773911,0.024300229028223798,0.10119800358743614,0.3605846017053846
