,UKF243,UKF248,UKF255,UKF266,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.14897237084118112,0.06106529388296458,0.05140235896515814,0.04964842302249474,0.0746198744684441,0.05897782431643735,0.23446881418681229,0.277427061200156,0.02724589531389816,0.02890307361833799
HALLMARK_ALLOGRAFT_REJECTION,0.0016856266873909026,-0.023288385449162348,0.02503361183831448,0.17520664135208458,0.02767170693179139,-0.02299291558450043,0.06381373032948562,0.16589494192308032,0.039839481996483905,0.042778010739430286
HALLMARK_ANDROGEN_RESPONSE,0.11505166723155605,0.043124292101413234,0.03330640609177047,0.14543528519813886,0.022970087274042816,0.05015196952276818,0.1832872359951818,0.24126773661724113,0.0717001583079735,0.05235751022276229
HALLMARK_ANGIOGENESIS,0.018854860188663933,-0.08243262261878434,0.03899871048793285,0.1594493932067349,0.1393694978531591,0.02901166030641553,-0.026409659602421552,-0.14470486454477857,0.02085851920498705,0.08531931085475314
HALLMARK_APICAL_JUNCTION,0.1400110142077157,0.050076408603225375,0.08438221441583413,0.1849498654942973,0.039023455940826776,0.031526103745123935,0.2385511024218392,0.26594083346514047,0.05534458620747345,0.07941044911146908
HALLMARK_APICAL_SURFACE,0.07792125772410927,0.04616957864824927,0.0549695560823134,-0.0788645771344229,-0.0894436133808898,0.0867854103157928,0.2449205864507216,0.23011282976145714,0.03834565349769078,0.02961215076761889
HALLMARK_APOPTOSIS,0.03367212961185326,0.009513928036199337,-0.04724391819399686,-0.0538968792357683,0.03607620555833661,-0.08258460050175052,-0.10596079364351357,-0.08330901598649605,0.013171471005626075,-0.017200288491377787
HALLMARK_BILE_ACID_METABOLISM,0.15400637639196976,0.04927494482685637,0.06875060133432376,0.1351407070790914,0.05151741061425674,0.0752251146232877,0.21590513614547083,0.21521597626156586,0.06449043516874184,-0.0006620035671539493
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.15891003710843335,0.07826877792619989,0.025352055190333213,0.19812669502774405,0.12183957029860511,0.0795622136337103,0.2664498960996448,0.29839441022149976,0.03378516558751322,0.018689260493886823
HALLMARK_COAGULATION,0.17408485695632836,-0.010056639454549593,-0.09484042789148862,0.1339273533384807,0.14033269742218354,0.03406936502094398,0.14806218679646274,0.2109993809743719,0.026630767948191584,-0.08720031383689952
HALLMARK_COMPLEMENT,0.06733689580107825,0.039127820554965456,0.036606941311742025,0.05890555143554513,0.015744098066564106,0.041136678120424555,0.13915303150142042,0.186845978385532,0.04713794118024334,0.0741491608636898
HALLMARK_DNA_REPAIR,0.08043673211586574,0.09369246419604678,0.08809896411305408,0.16709055381444565,0.06837853223639732,0.11900160248892803,0.2545611951354097,0.30106697363780893,0.07236624532591258,0.10005857022313087
HALLMARK_E2F_TARGETS,0.14086173571135638,0.11376066308300187,0.08046481787873679,0.20237110080585416,0.022035611663024365,-0.0002417996645149255,0.11990785463315283,0.21715017468989997,0.010401921624366177,0.05543324504846121
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07068564673454523,-0.040459085597942375,-0.07030121760513316,0.16173162572319347,0.1593902114972302,-0.027501672457314906,-0.014834780253362807,-0.027934477658928182,0.028006314737829482,0.017248988679226626
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05976629698316452,-0.017318859247467868,0.12213884307610597,-0.012091050840511671,0.02085183242989401,0.02989134511941592,0.24309647256287883,0.14225084313737693,0.06027704738748857,0.05718966106014639
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1611534146533683,0.10182409510889283,0.02532759427191377,0.08424114379319188,0.031292386669957,0.043757852137306534,0.22593482777241808,0.24533172893052896,0.009965068276978765,0.1127585451310019
HALLMARK_FATTY_ACID_METABOLISM,-0.028638308982117035,0.033305910049129084,-0.00038741677382000435,-0.00890779229313723,-0.01856462512838132,0.08087595259308537,0.053948701060848585,0.04718460695143375,0.04060068811111803,0.08209829621960878
HALLMARK_G2M_CHECKPOINT,0.06972283633758286,0.08102121221308631,-0.013785593636659616,0.19641263646906518,0.05507547822611134,0.001182707856258053,0.15058102485794495,0.15400114635592946,0.05512669764545903,0.06647991234285161
