,UKF243,UKF248,UKF255,UKF259,UKF313,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.1541894973210721,-0.13744854995292483,-0.11823526251283809,-0.19474236149301194,0.002265567000958915,-0.04895205669517039,-0.09022592402162578,-0.23669887913100443
HALLMARK_ALLOGRAFT_REJECTION,0.17915899156492443,-0.03894464416673059,-0.08071266441387438,-0.14695099070571196,0.04946077940879043,-0.016885176129929562,-0.07738067795465355,-0.0330085934329178
HALLMARK_ANDROGEN_RESPONSE,-0.03212387643640083,-0.05574017558661194,0.039557944921958826,0.14305537509276553,0.2584328372665544,-0.048072949763205426,0.0014208356462012842,-0.13823596654279485
HALLMARK_ANGIOGENESIS,-0.0445684004175819,0.0397027246888406,-0.11630449092684128,0.19382218101578977,0.2146817329339127,-0.028156559932061564,0.0017204853933224513,0.13649910014110897
HALLMARK_APICAL_JUNCTION,-0.14825189081505738,-0.1446059477390377,-0.1400553549814912,-0.18648605225920595,0.04088462406620617,-0.06516261991111544,-0.09024298182828988,-0.1572585141132615
HALLMARK_APICAL_SURFACE,-0.19549560979766908,-0.1868308087669704,-0.14031377806213327,-0.2825275802514804,0.12104957565219372,-0.04723537473208297,-0.14494080383966068,-0.2557933887173241
HALLMARK_APOPTOSIS,-0.06959272095493443,0.008132007478631085,0.030482599824579272,0.0029926800533024442,-0.1306716997127982,-0.010537483405271924,-0.07869603134274546,-0.13372359749302112
HALLMARK_BILE_ACID_METABOLISM,-0.20715445487564121,-0.1405948510704151,-0.17708967298616024,-0.1785923363975431,-0.060857977633632585,-0.08774816937745203,-0.06582784476972627,-0.24635001725379801
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.17523495482897458,-0.077437769649238,-0.14372061493528052,-0.07967639861104296,0.045702860043479905,-0.04430035754210086,-0.012022723400477602,-0.2342904556877588
HALLMARK_COAGULATION,-0.2858324283164743,-0.12166385191307034,-0.1789374741788079,-0.27268635429169047,0.17962584300228676,-0.10894315050304224,-0.15440357458024312,-0.2069316780084893
HALLMARK_COMPLEMENT,-0.10075324825323619,0.013904453072390023,-0.0930605461417402,-0.13573973310369206,-0.0053614538113240595,-0.018987352990418288,-0.0676330410341619,-0.17083241529544033
HALLMARK_DNA_REPAIR,-0.022515122123059783,-0.11018899331479637,-0.03167480358025545,0.1956861957757551,0.09401302535294452,-0.04198954357424424,-0.012869674431007453,-0.12431043828418867
HALLMARK_E2F_TARGETS,-0.15298141971115695,-0.18132783577718015,-0.17611925922123273,-0.14870500977456125,0.250375737192193,-0.07041343468061176,-0.09696536680471014,-0.2481966854652701
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.10404577403042593,0.024077798532364858,0.07293261547497183,0.2647039068730961,0.1290582073934137,0.031098979489847783,-0.11942502787738714,0.07347067670721118
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.11800414361091553,0.01398097345789058,-0.13684601340433075,-0.03298121242842484,0.06263396873488881,-0.031162493032120292,-0.005079074130053156,-0.07162593399944053
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.27013739813577836,-0.14492913681215952,-0.1891030035329873,-0.17604569394845937,0.04610315876641166,-0.04475224107297343,-0.03301959163599412,-0.2925225145674481
HALLMARK_FATTY_ACID_METABOLISM,0.023626758169381375,0.13351795036765482,0.11247653926333258,0.21854618739095444,-0.053731996000050596,0.03734898224310221,0.06462348235308334,0.1690014102264873
HALLMARK_G2M_CHECKPOINT,-0.020408922207899537,-0.13007075274935465,0.0046633996816900095,0.01830751871108501,0.1193657364975509,-0.12525769137415396,-0.024295732411914836,-0.0016079647123147165
HALLMARK_GLYCOLYSIS,-0.06930529541706365,-0.021949673999395885,-0.08611675749026368,0.15726463116761094,0.1790370723278603,-0.0497649788112961,0.023300769834747576,-0.1074143388022664
HALLMARK_HEDGEHOG_SIGNALING,-0.2644791484995751,-0.10385453753883116,-0.1849689503554752,-0.038439911077389706,-0.0990091336866804,-0.05097953529536679,0.002381294473173819,-0.25504319478728954
HALLMARK_HEME_METABOLISM,-0.1274030491767704,-0.07759455900922772,-0.04984915839176412,-0.01744350690138588,0.20348475500002272,-0.05125511657453045,0.0026222263899600873,-0.172503051196723
HALLMARK_HYPOXIA,0.21445891385700286,0.20773187202401666,0.1797839877839274,0.3395204836556993,-0.05179846581090836,0.060793338044514054,0.18088649664425158,0.3128532487320547
HALLMARK_IL2_STAT5_SIGNALING,-0.048337250791066814,-0.044733084627264316,-0.13498588140785286,0.12736053374375508,0.0002869619064018833,-0.018868283812001868,0.01875449239426392,-0.1192650367460108
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02652779619355674,0.05867821901453536,-0.13687024989911553,-0.033114304068264384,0.12163915854755171,-0.07140620872189633,0.007812556314011768,-0.07745278282869926
HALLMARK_INFLAMMATORY_RESPONSE,-0.09010042971040035,-0.01765134898633148,0.05300087440035767,0.08722248102192082,-0.15327853443543668,0.010722537189287274,-0.0557946361497087,0.17467780134467917
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.14634051907436835,-0.17171365040589048,-0.2006248226215773,-0.24253904115592728,0.03642737218624586,-0.05287924549202025,-0.1333489568350118,-0.25793340997781067
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.04721188358509832,0.0032626638841631245,0.09779857843746051,0.05498804365696001,-0.04717321039443242,-0.0360185797851146,-0.1034136099037044,0.10229801169986531
HALLMARK_KRAS_SIGNALING_DN,-0.2582556921625343,-0.13459173038853822,-0.06336435705903883,-0.2945146682663655,-0.013155205904415605,-0.03120258017257996,-0.03862880816548285,-0.29244955488932267
HALLMARK_KRAS_SIGNALING_UP,-0.13180923035274292,0.016133494233800685,-0.05335041334070009,0.04373509026161548,0.005354973496553035,-0.043755776669961964,-0.0976907743927331,-0.1582420244764974
HALLMARK_MITOTIC_SPINDLE,-0.1634594156557444,-0.11452100113608538,-0.1552749500979971,-0.0922233885904221,0.20102797552912025,-0.05105696435118919,-0.04978221819159102,-0.18512276521828785
HALLMARK_MTORC1_SIGNALING,0.23981595767948088,0.1370887373681476,0.13793441623574654,0.29487110982033743,0.20178441545409218,0.03725699555800421,0.1477276305842086,0.22918188025054098
HALLMARK_MYC_TARGETS_V1,0.129949314947226,-0.0915596814356546,-0.0489418789497516,0.2320633851644192,0.23209539170209043,-0.01008389898920459,0.07864903443716033,0.0275479704426384
HALLMARK_MYC_TARGETS_V2,0.049400984038040864,-0.0790591794893972,-0.09329914074324952,0.033573986997525035,-0.045007443194477956,-0.026799316676000606,-0.03937783347752297,0.006613805760665018
HALLMARK_MYOGENESIS,-0.2892077366173415,-0.1349612572427178,-0.2242708001958734,-0.2578046012317975,0.45846815530606905,-0.040340947522431135,-0.1451359457139311,-0.3264461970402925
HALLMARK_NOTCH_SIGNALING,-0.21756428893287744,-0.12865370817446262,-0.13039958404356647,-0.22614479054154477,0.04446914701651851,-0.038779933530429064,-0.04256277746205796,-0.2064997709264076
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.10089256390404176,-0.13866010962821185,-0.06940678495312401,0.10049277205414907,0.13241572958477046,-0.026944341037823755,-0.01482458236241761,-0.276182519483713
HALLMARK_P53_PATHWAY,0.26908639729945255,0.11014356036556347,0.09141855525049417,0.29842362780159204,-0.0032787501861382,0.006638221231402362,0.1018566797255949,0.13864061556764273
HALLMARK_PANCREAS_BETA_CELLS,-0.17525633723642092,-0.14345281498093315,-0.09317796333019321,-0.18953688488135745,0.16041215586832608,-0.05640474581004938,0.018429587470720047,-0.3296018850413016
