,UKF248,UKF251,UKF259,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.011015534036796178,-0.022247768595505417,-0.013179723327955079,-0.06012114165338712,0.05251385171542952,0.00888494788602412
HALLMARK_ALLOGRAFT_REJECTION,0.0536096730586831,0.031988560637769906,-0.024299817077737228,-0.03590331725375839,0.008828579300109453,0.024015957611827895
HALLMARK_ANDROGEN_RESPONSE,0.010638370194322476,0.014467830406051518,0.010664200946284775,-0.04353350756789127,0.055887709954344486,-0.006047375734321833
HALLMARK_ANGIOGENESIS,-0.0687145723826312,-0.014087305383094738,0.05875260905592906,0.03969039465712276,0.016974362551451114,-0.06550184224340432
HALLMARK_APICAL_JUNCTION,0.040095529014217854,0.006796175841667775,0.016529433709588526,-0.07644024181912114,0.057146273825898784,-0.003610924158697845
HALLMARK_APICAL_SURFACE,0.020968313724159967,0.00815553523075051,-0.007419265862048045,-0.03914226624426169,0.02408517794819136,-0.046153216402663386
HALLMARK_APOPTOSIS,0.034582681440256176,0.021363247733432966,0.01147971264741192,-0.03993719676545987,-0.023059437494640133,0.03380010360382139
HALLMARK_BILE_ACID_METABOLISM,0.0239709889395962,0.006776315185293671,-0.01322718649993377,-0.03166480275100725,-0.004648342471416793,-0.0400049305828322
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.014648043156511968,0.06165877246581789,-0.004176530108643791,-0.03305870158068441,0.027916833543947875,-0.0761980980089229
HALLMARK_COAGULATION,0.03644644811161379,-0.037175878772971814,0.010197332932958415,-0.056803696539153244,0.032875805264070884,0.02641236311017165
HALLMARK_COMPLEMENT,0.0588754247449435,0.02038569956528335,0.024812865891905553,-0.07454131955070441,-0.01215970133299812,-0.029310244694073683
HALLMARK_DNA_REPAIR,0.020697462576867755,0.00235066505757376,0.00525801501903339,-0.059926280319651054,0.01917658701269941,-0.06915121131884629
HALLMARK_E2F_TARGETS,0.003220828071912813,-0.02698244768749881,-0.0402947970973409,-0.0124636838774799,0.05098156957454126,-0.04678630333392135
