,MGH258,UKF259,UKF260,UKF275,UKF296,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.026628353640873032,0.006072601559265782,0.07327424056547875,0.0033872705099185114,0.00861044489439168,0.18477679833467628,0.020110148908990228,0.08597103860935058,0.020569359896631417
HALLMARK_ALLOGRAFT_REJECTION,-0.06403607411325789,-0.060524710602253284,0.04949904498930227,-0.005368424816296288,0.011397438810941714,0.08180526659126927,-0.0320314545777189,0.043644847232752616,0.04023790465600052
HALLMARK_ANDROGEN_RESPONSE,0.0833788441782281,-0.007818997878883375,0.025110143908656915,0.003129090694743125,-0.0011673771628621145,0.16438467694221967,0.04396132121147576,0.02580534604871118,0.020311657568047953
HALLMARK_ANGIOGENESIS,-0.02288098139982824,0.019968502920428646,0.010612548974666796,0.04219944029769936,-0.004192502057992214,-0.07929937505157651,0.0005680385827948313,-0.01286363829589044,0.034241180432874115
HALLMARK_APICAL_JUNCTION,0.06301317773740603,-0.014868790042108561,0.05349678475054286,0.02529478794280472,0.0038811584958387104,0.1307670418852561,0.017148093819452374,0.045655132011896804,0.026988742471588237
HALLMARK_APICAL_SURFACE,0.028736211101406235,-0.00966171820113777,0.030384778985086992,-0.012683820557644299,0.009816607337435746,0.10736041780616519,0.029401735128257254,0.07713607875177621,0.02283250180118925
HALLMARK_APOPTOSIS,0.05067510195156446,0.03774455519746529,-0.027277992445256822,-0.021000161415773516,0.014711344217850614,-0.061974254267935826,-0.04009447794728376,-0.013447599727046705,0.01201694252201969
HALLMARK_BILE_ACID_METABOLISM,0.03933186245520858,-0.008101394704189354,0.063845343939491,0.016564017272660013,0.03463545491336514,0.18879350616938353,0.031524807125718264,0.07504462794492617,0.0328967471313296
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04166883429634689,-0.0035855805471150344,0.07945885958231103,0.00492831908063258,-0.01769547274801146,0.1723981725485232,0.025763130940215203,0.05068599079420803,-0.006706395271307302
HALLMARK_COAGULATION,-0.08336007023109059,0.008096413694690831,0.06843867012496407,-0.025076519512101225,0.04539777174445731,0.06547847010493515,-0.038718564077998244,0.02850659210726657,0.01750830452602944
HALLMARK_COMPLEMENT,-0.019651227001333267,-0.056587449997775534,0.02066092111984671,0.06135306702086915,0.005606758962660548,0.07572108190631273,0.022891949491065502,0.08522352443116553,0.031980124132409395
HALLMARK_DNA_REPAIR,0.07191301591913075,0.011140206697192736,0.06602215287982735,-0.007991328373406404,0.021647938014987583,0.18059476953230047,0.061853244000102725,0.06953488436761487,0.017353413322925466
HALLMARK_E2F_TARGETS,0.06661443398467876,-0.0027179213573918248,0.08395711605745584,0.07315054915505041,0.010042015306197768,0.017924025845916916,0.0356066589697976,0.07566963450890467,-0.010558138761480627
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05048013758247119,0.013411826790270228,-0.0052058586916346435,0.04449638792873307,0.04464550221305742,-0.05856459391341022,-0.00858469132057779,0.04827200585884598,0.0394196163640185
