,MGH258,UKF243,UKF248,UKF259,UKF260,UKF269,UKF275,UKF334,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.05736981206577092,0.07933593204094266,0.050722422666522334,0.07559871577782026,0.00851611360976213,0.11513132685740592,0.032490599193830114,0.04390267215251572,0.1120289993359175,0.11919639828341588
HALLMARK_ALLOGRAFT_REJECTION,0.019408850361700293,0.011552493373672085,0.028246320992171985,0.06976931557329946,-0.030465042814793016,0.09492180456635406,-0.0084072799213443,0.05138087950467856,0.11943734805234124,0.09691616175058701
HALLMARK_ANDROGEN_RESPONSE,0.08268097968354875,-0.023337879500135716,0.016675172242569383,0.01989712224777197,0.037969925260231525,0.1254376397362009,-0.02192561108449771,0.06796114098231693,0.07036924002465805,0.11974754710971229
HALLMARK_ANGIOGENESIS,-0.02765768436796345,-0.1228726694252907,-0.009629927136064654,-0.01491109406978186,-0.057493907282969485,0.10514095862321338,-0.019132093018131957,0.04998888812476889,-0.04905249343519243,0.023023363545222938
HALLMARK_APICAL_JUNCTION,0.06539842276589836,0.05000783650280344,0.044165814133995875,0.03332853362692853,0.00988718528579927,0.11320567551259533,0.035814294124306346,0.05118554391024594,0.06457356183801455,0.13409411878577557
HALLMARK_APICAL_SURFACE,0.021320607258607654,0.07252440159985578,0.017048944661416054,0.005142984615371815,0.033592820555969134,-0.05054944830148889,0.02727955226453786,0.035273570708018155,0.09908424089329382,0.14144020596459142
HALLMARK_APOPTOSIS,-0.007354764080636264,0.0008940367625340078,0.04863226170724046,0.02472961579206488,-0.013499247908449754,0.0327194275166815,-0.01307552557005706,-0.014725261140892829,-0.05222626973410007,0.04073476151990225
HALLMARK_BILE_ACID_METABOLISM,0.06256238272613199,-0.0034690634648636962,-0.0023404020364729615,0.06096071028448169,0.01207440913382887,0.08083208670672698,0.030142413965765925,0.06133685253399276,0.09582182914810723,0.06573763377779543
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06703722051131772,0.029753885922037607,0.025999282680342652,0.05360985290287734,0.04859852245623901,0.09505309863754953,0.013888944934102856,0.06612219181986584,0.10047877098331327,0.07563787838809727
HALLMARK_COAGULATION,-0.021503533979647417,0.008621502571212246,0.04754750076705739,0.039416419601197634,0.02428381248111891,0.11143843758428014,0.023508650249590847,0.01686913503324587,0.07915963526060149,0.13662025628536034
HALLMARK_COMPLEMENT,0.043730830805473145,0.05151773246324856,0.05111988624617682,0.050317139638680196,-0.028573506022518912,0.12407222570387845,-0.002346448528500418,0.016707762571463648,0.12170939700360116,0.08740292150087549
HALLMARK_DNA_REPAIR,0.08119079009828131,0.08395323016805763,0.03577095788643997,0.02751174735096773,0.06641488127377566,0.14372208390620356,-0.009322376792730796,0.10361260039727312,0.10822016627140699,0.06932772307983086
HALLMARK_E2F_TARGETS,0.06386382946683969,0.05368700392820388,0.012800560118486801,0.037887284485585704,0.07281919367500111,0.15927195766509838,0.00791817878063644,0.04924772253897714,0.08533668338241514,0.028922140386344927
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.048855236920595124,-0.038498364887287397,0.05259067046274175,-0.015734302959200537,-0.04327617393370312,0.1321830617729387,-0.0019461253854533532,0.06329590723571621,-0.034988082366867804,0.09361324195838826
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.049233023580246234,-0.007143546527411754,0.01850642972487395,-0.004114236595487682,0.05703023020829742,0.08740448656542513,0.04331063413834001,0.05219904671401782,0.10247039576909252,0.09986215524130869
HALLMARK_ESTROGEN_RESPONSE_LATE,0.031003444404041246,0.08407801858759043,0.03240993081359799,0.05838737150619717,0.04468725711101309,-0.043680590425708946,0.031025700753262456,0.02385034395605673,0.09078770045664279,0.04156484930730831
HALLMARK_FATTY_ACID_METABOLISM,0.002080273993720201,-0.0025387505849365733,0.0020048804391541598,-0.006211470774400414,0.0670956980434526,0.04225013784921657,-0.02185052731023721,0.01438870478129235,-0.0025355605682348113,0.08455269560951217
HALLMARK_G2M_CHECKPOINT,0.04393803053588307,0.008277233552662867,0.033562157631504455,0.022449968822942378,0.0016503290668358004,0.14623871702752883,0.03545209639944296,0.05684563353504199,0.05203458021282845,0.039161846618638724
HALLMARK_GLYCOLYSIS,0.05548634639884078,0.08596860607031719,0.00985996658428297,-0.015647214716496112,0.003405704495442837,0.0629789839793341,0.01626723341772573,0.06631247695746682,0.0726375501919608,0.06628352947939825
HALLMARK_HEDGEHOG_SIGNALING,0.04592440964399856,0.1393184545647762,0.010492618546418085,0.022512160688215974,0.03259983304401126,-0.05062588475937507,-0.0184448136168024,0.09029701233323918,0.06815400913288466,0.08549522378681537
HALLMARK_HEME_METABOLISM,0.0921337433381653,0.03222125536290105,0.08366583061795785,0.05035650526545553,0.03264879222298923,0.1219035324515211,0.028508117849747473,0.08954862452620437,0.10338574536770523,0.11329617879312429
HALLMARK_HYPOXIA,0.006098138188316331,-0.008007091411142322,-0.025236600582238228,-0.0075417727867536505,-0.03489118204390537,-0.06702464230808995,0.015103214008503453,0.017311464646480108,-0.056418792009329644,-0.0006535083130968402
HALLMARK_IL2_STAT5_SIGNALING,0.03984755852056711,0.03290976966167455,0.06179366367027527,0.03077691883671955,0.0306021836747961,0.11729415673603773,-0.028422776433183475,0.053376759887683894,0.06635288069890787,0.12436531421211629
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.017338210065086,-0.08114037709766872,0.023228597594478137,0.02428850482764579,-0.0006587560670032283,0.09210776269113649,0.00594198834701481,0.06384170324015184,0.10358153972726764,0.08975658990021167
HALLMARK_INFLAMMATORY_RESPONSE,0.009896858874561426,0.019656148335606614,0.024866520333792237,0.007957433030281139,0.025133415377039225,0.0445637086883488,0.011294521411048655,0.02375056514605472,0.017887826228560458,0.08486611898208997
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.05843815976979056,0.016210205999551443,0.026983126423679494,0.05910189528568752,0.032402146800184835,0.1450567465203117,-0.03395413606193977,0.06526977853673809,0.08950756653734254,0.07627073682483321
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.032322336875216434,-0.02084640774635278,0.003964301229697359,0.0515570040152562,-0.0588841168104948,0.08850558582988476,0.0019321935815527352,0.03237627724460657,0.045332653488370823,0.09070964588823478
HALLMARK_KRAS_SIGNALING_DN,0.12595127805389988,0.03635443804094047,0.007533468425455436,0.07725057722553356,0.039833001215572546,-0.010174886678032312,0.004483722014741302,0.02532573754688144,0.08053272462617901,0.053202198367366366
HALLMARK_KRAS_SIGNALING_UP,0.0825341694263097,0.030539877697126034,0.027469055299658648,0.020352471552140435,0.023755509972573644,0.0016805837817188453,-0.005770089129512355,0.04112723710395586,0.09760549176061598,0.13127365145377734
HALLMARK_MITOTIC_SPINDLE,0.019006452760853994,0.0855303847167548,0.025400873444641845,0.04135405113715181,0.04559128673730221,0.13751766787246905,0.014293329870089683,0.07217361792755457,0.07166054558690352,0.13554534544553581
HALLMARK_MTORC1_SIGNALING,0.054004605109199265,-0.027554656690597333,0.016403939724673303,0.0012302152602843895,-0.03968590617074401,0.11660720915553434,0.014384583706648597,0.06436003696072895,0.012122878442940065,0.054412234079207124
