,UKF243,UKF248,UKF251,UKF255,UKF259,UKF275,UKF313,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.047253979403295114,-0.1611435717300825,0.05614179972906344,-0.20497674084087608,-0.11996664100651612,-0.14756132753331302,-0.12072001604484506,-0.09058539464534295,-0.05930594425588569,0.023696942512352877,-0.054884406855981754,-0.02031034198095618,0.019491977015342336
HALLMARK_ALLOGRAFT_REJECTION,-0.022695637099041436,-0.07227207169655646,0.06734864063264027,-0.19832270765068308,-0.15345318294098478,-0.1546258028379217,-0.11168204711896768,-0.19125339260011556,0.02418694672495793,-0.015601282302062484,-0.0649020652380097,-0.06934250613798806,-0.0324313975017321
HALLMARK_ANDROGEN_RESPONSE,-0.008115023832541101,-0.11977535687555795,0.05709618298426758,0.011628297811678965,0.2170940418760854,-0.05613598588973079,-0.08910269282841432,-0.08838687752846976,-0.008237730255804479,0.041475331863035494,-0.04572143059131586,0.04586095459852554,0.04524171651202128
HALLMARK_ANGIOGENESIS,0.013347700205575989,0.009908108162300089,0.030526236831928937,-0.21986635776850463,0.13839974642020644,0.10276832746650601,0.08948668894922283,0.22247558928069558,0.1118886510223931,0.0679266119164756,-0.012419905830856856,-0.08366354238202543,0.05381993846459783
HALLMARK_APICAL_JUNCTION,-0.05976634639624756,-0.15822170093672966,0.07927391110549094,-0.22372607958151453,-0.0984416259230288,-0.0737389388780044,-0.14859388879099428,-0.057599422202405305,-0.06563023892112801,0.04101338702795793,-0.04704674072627879,-0.0236753497530912,0.018915403800146953
HALLMARK_APICAL_SURFACE,-0.062155360306596234,-0.16313893464590404,0.02276881311553865,-0.15771477603317843,-0.2726670401859199,-0.15433911782227022,-0.16567569061209536,-0.26628765156647155,-0.13766401926676547,0.02429222582080574,-0.0635326582010286,-0.08808973075963607,-0.00830067449705713
HALLMARK_APOPTOSIS,-0.029689386810802923,0.0017658923710578843,0.017189349401923085,0.11523789556334604,0.10998286167016359,0.0984489007781081,0.004493902187440796,0.04605160590078431,0.04527397294763886,0.10497605038485257,0.017656984932357535,-0.005765150443713791,-0.031189101263841217
HALLMARK_BILE_ACID_METABOLISM,-0.032344515609693494,-0.12541015663311283,0.0032731514309968807,-0.22319896238346737,-0.1718059550410553,-0.12684475503958437,-0.036202687201573935,-0.23567954615971504,-0.09358291129915577,0.028489562989881152,-0.05251070118576376,-0.015490527166564369,0.0022839532058278856
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01591225046571321,-0.029389525802902196,0.0498709554754656,-0.1841995123284363,-0.07909473789476806,0.08836440058966348,-0.11185617911665517,-0.1409019232217506,-0.11315314362100036,0.0708655312023395,-0.05421582842085652,0.05753182855469043,0.025357384420521472
HALLMARK_COAGULATION,-0.040578716692483995,-0.14771821215429712,0.06480800598962301,-0.14744446727914226,-0.2578550770774289,-0.1277121223368932,-0.06281639377652906,-0.018185640975934055,-0.07121222918461953,0.026645390382609085,-0.05298305448756202,-0.09558969489223043,-0.02145854855397722
HALLMARK_COMPLEMENT,-0.050064003312309334,-0.058427015885061016,0.030341481988067114,-0.18215840423317536,-0.17008658798006598,0.03219014297720242,-0.106824922694036,-0.17492219683800758,-0.050565850961219544,0.10337479284360115,0.012759269556780055,0.0007389606318391884,0.05602736848256494
HALLMARK_DNA_REPAIR,0.01897943174416947,-0.08839273866533082,0.09017916121762849,-0.11882720695310799,0.24772741945576937,-0.10583908956546674,-0.1256750139258739,-0.25151441629062055,0.01480729198631656,0.061893334854066,-0.01802185659597692,0.04049598877713346,0.06480489200120593
HALLMARK_E2F_TARGETS,-0.06458164990622782,-0.15455619074338514,0.04359720168050798,-0.25473595291584317,-0.16205605434351164,-0.1554061398552118,-0.10340492786377337,-0.3023028609192932,-0.08949857473155765,0.04371503647656243,-0.07779304175807074,-0.03911262732217082,-0.01235557472980521
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.01850212535519945,-0.03749139100428491,0.013341934214309131,0.19028139709481226,0.28893600816620224,0.13004812983242245,0.017738404918819776,0.15784381859530006,0.07075474211480576,0.1460182593591244,0.1175398099308969,-0.07555331324664531,0.05103309995172821
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03918285203502379,-0.03568224169675718,0.03616137417549565,0.01087368377140345,-0.0021810501113248264,0.06706409856686633,0.13687349975238214,0.15107403821605875,0.0048488134383640295,0.14190600704389236,0.052513597198523616,0.047459174470695774,0.034152262200108634
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.09543640203075622,-0.15001486181458493,-0.007285906623675855,-0.23762091291698725,-0.1120987269010601,-0.1649412826130088,-0.1402848296213749,-0.10663831823893102,-0.03391121750579229,0.025072184500143653,-0.06001924827521924,0.033094870177785285,0.006558608823379181
HALLMARK_FATTY_ACID_METABOLISM,0.006792684102489727,0.03297652235493168,0.04399466278898823,0.2511926690245771,0.233204160855436,0.08502177131978808,0.11407972930901446,0.14208085615984165,0.026715477852171793,0.11520559855542187,0.13927595855613686,0.058197193401192227,0.10170589751756688
HALLMARK_G2M_CHECKPOINT,0.024450723356099963,-0.1594317271942734,0.02793555353459152,-0.10482090712830192,0.046472809827021455,-0.03984609092736115,-0.09379615891575419,-0.2168337778448467,-0.004927598431528746,0.06970850188302355,-0.025517514320690996,0.025285830155574687,0.0098150009775966
HALLMARK_GLYCOLYSIS,0.004738570510145081,0.03736101786391443,0.028960872605829264,-0.04121569415363942,0.24293750696269742,-0.058686508064732475,0.04463464291401398,0.2134382636624474,0.0893009696241534,0.1089918039724851,0.06960070162670065,0.0774996826224563,0.06477834021034677
HALLMARK_HEDGEHOG_SIGNALING,-0.07107007870355148,-0.09758516037096435,0.04124701500096144,-0.11835894671413685,-0.022077269769726834,-0.10654407490572775,-0.013414152900012523,0.0044620992317837985,-0.029903303228135156,0.06404683961191361,-0.019284777600509583,0.05996509307906868,-0.02751605676306472
HALLMARK_HEME_METABOLISM,-0.01920596060320373,-0.11362369811707913,0.0654712575215123,-0.07546308156392677,0.05797660253852592,-0.1260940765804164,-0.025505731260441148,-0.04952005195676799,0.005320638345656138,0.04207264302788092,-0.01360689973713613,0.04604705839610867,0.015593173775722207
HALLMARK_HYPOXIA,0.11509180962030581,0.19029063578640862,-0.008749104442169626,0.33092834530291443,0.31122838051487095,0.1518124450489324,0.1624985087815092,0.38658095098700357,0.17211003118400867,0.10759926881690599,0.17955492825861896,0.14134074975513586,0.09894529757708477
