,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.09032231875442642,0.046820783318580174,0.03939466318808263,0.017781359744466346,0.03717417736264541,0.09275315942109427,0.05816480527805795,0.09074291558504405,-0.01613096705791731,0.0024529498758788346,-0.03710070220510226,0.029508631130640228,0.007475915424879237,-0.002869950765996945,0.07754878652218929,0.00758876292212497,0.06336593938225478,0.04594447673174556,0.09592052841129622
HALLMARK_ALLOGRAFT_REJECTION,0.0099591398360241,-0.026316186257903215,0.04084352851053419,-0.09410423416635727,-0.026962508604566508,0.03902419838175923,0.13478876529484707,0.13352811327068165,-0.060230042928213066,-0.0076677302657502345,0.10372312949301715,0.017351426060249465,-0.02608847350894203,-0.0382216359187533,0.01614187718490219,0.044154147223180555,0.06736313623065036,0.054074238208654715,0.02500263261749154
HALLMARK_ANDROGEN_RESPONSE,-0.0597361948540255,0.0204164389037634,0.04138962532792059,0.00854368563585335,0.007959022036155033,0.02892477371627998,0.12453088881782932,0.14231243748829123,-0.007057827002712972,0.029251310046721823,0.015858569763625065,0.034870265009088866,0.04865822969696064,0.03641197465357195,0.017904629434372706,0.03692206325867581,0.05939490388088802,0.02778900232005788,0.004648031730259037
HALLMARK_ANGIOGENESIS,-0.009466240622142515,-0.022645445447156732,0.01471248761595414,-0.05758147695598321,0.06954602949875482,-0.015429458173411325,0.16099956727272874,0.11581203429391718,0.10291049590036354,0.02464826465834067,0.03240450627133443,-0.0442680002528382,-0.003943443918484628,-0.06889510049636917,-0.13050413557153695,0.001441293657113385,-0.028368033952609114,0.014063721794427175,-0.11051517965714461
HALLMARK_APICAL_JUNCTION,-0.04361340614116714,0.01734917901246654,-0.004563096740316036,0.021686974369298537,0.012932432212863202,0.0691590793644753,0.15107317027875314,0.11917332269870329,0.045421751817165665,0.024896304100885815,-0.011090736199333429,0.06792010015822787,0.05331413864314381,0.03542763373082041,0.048179555068937736,-0.01661069811801546,0.0587258108682429,0.08163666944817216,0.011408455143947026
HALLMARK_APICAL_SURFACE,-0.12307435599445254,-0.024904723018013886,0.014470851974626038,0.049610937433203904,0.020698558200887507,0.09591920646026948,-0.0844552638282052,-0.05932018284275641,-0.051434895647076435,-0.03423793862790981,-0.045322337346339274,0.03838739417164235,-8.277229465216141e-05,-0.09560941575038685,0.014819237649457544,0.040355219368797456,0.08540850643077909,0.04103504410721882,-0.020092498840977968
HALLMARK_APOPTOSIS,-0.05438103855627935,-0.003701250608775667,0.05245931092137462,0.12662333592543598,0.023023142799194842,-0.05733021735310061,-0.021416148320207346,0.014132241792877542,0.09347715651445268,0.02349481399074631,0.06525649127630762,-0.0003667415177952246,-0.02213028766641344,0.010140744691596055,0.04996863909418259,-0.06910357904641092,-0.014972381605663181,-0.020530704226953845,0.011218193960224556
HALLMARK_BILE_ACID_METABOLISM,-0.12360849593524854,-0.05192804506999511,0.017641896192233074,0.031812078202439066,-0.01684792025358408,0.08426120846283539,0.12052442558899996,0.12140124861694712,0.046992368712196524,-0.014801783940146408,-0.01744491391792323,-0.02981062816781803,0.05838696225249039,-0.05495233717344527,0.04634925692414511,-0.032589600052192795,0.06331286115478306,0.0422082780274221,0.1442862126813082
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.08238904479114613,0.03768124859096853,0.05696916681863498,0.04405390666589055,-0.008607060104897384,0.10429198910983042,0.10743341264919296,0.07333083869408388,0.09202959668277648,0.015874020053006147,0.051739630706414706,0.017615357530754324,0.09635372375712133,0.032721438649273876,0.11534721639116409,0.062094703227020494,0.05945612294079406,-0.0010939045327443314,0.08968963569082869
HALLMARK_COAGULATION,-0.06873846066368962,0.019418923556669757,0.02028624710998246,-0.014702096598973117,0.09336818588599605,0.017846283967858843,0.10896683602390746,0.14889556267154777,0.014909539114011633,0.06438058741766343,0.062036408239223774,-0.011552485573042368,0.04759560195230791,-0.0008049261658755607,-0.009072322792137523,-0.018155394267089505,0.045230898113375204,-0.013692331240034154,0.0024556078711415385
