,UKF248,UKF259,UKF275,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.022772010829358924,-0.026849501403218932,0.010660745430864453,0.06651232945693897,0.018192148789013072,0.009779831047087162,0.05654666986178817,0.11681436732760446,0.134427805917969,0.10849281865185689
HALLMARK_ALLOGRAFT_REJECTION,-0.027352532563327456,-0.01673762465039955,-0.027432375853793343,0.031372486296504624,-0.02873565323538228,-0.028582891420575213,-0.06304537000121638,-0.010716096364675588,0.04552276777471779,-0.05777541502553491
HALLMARK_ANDROGEN_RESPONSE,0.012676432022405247,0.023678155625918563,0.012139067799380702,0.038401186857742374,0.052418544052717994,0.11801680716030134,-0.042038043871861566,0.016859777569778786,0.076234313583951,0.10478933295823016
HALLMARK_ANGIOGENESIS,0.08712879293429485,0.05800061740081162,0.0697699678016501,0.053956745673343874,0.002502664106179755,-0.0557506907756504,0.046055899155806025,0.08651539123323877,-0.06049457726711392,0.01035811064809839
HALLMARK_APICAL_JUNCTION,-0.009787826779108284,-0.033124615712818495,-0.01725493668184998,0.014546017982619047,0.03745017572900013,0.0539834102583083,0.055545224392562015,0.1186608619752457,0.10804021376692506,0.11482850607548621
HALLMARK_APICAL_SURFACE,-0.01927763423845551,-0.07920818935510952,-0.04220100945543325,-0.0353962155787077,0.07026750608751772,0.05803045895049132,-0.07400932803136126,0.053097612875929165,0.08543311241428421,-0.013810583007339249
HALLMARK_APOPTOSIS,0.04878448097326169,0.02624146735723451,0.0682442300446782,0.005317629932319342,-0.02169477388026585,0.0448762445742208,0.006772298646969642,0.1699143157822908,0.053214347608834034,-0.015016341664411102
HALLMARK_BILE_ACID_METABOLISM,0.0019132127026834818,-0.06304254126190333,-0.04409703401145158,0.014336851042950785,0.05098151108976343,0.045871978851703486,-0.009791327145424458,-0.02714220436670999,0.06794489314153467,0.10896855685277936
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07999795548096196,0.021812562938669882,0.030136897712524913,0.07068809942086252,0.10093005417861146,0.1458543558746351,-0.00999847777912759,0.027651904199359992,0.13758167787637698,0.150280320888038
HALLMARK_COAGULATION,0.0178557956266344,-0.057828436887870496,-0.03193241492249228,0.0463741857910429,0.03441095751628059,0.009719769470030835,0.006902928791862972,0.10682225688456894,0.06431853755327956,0.06104506976083072
HALLMARK_COMPLEMENT,0.007590596371720376,0.0383028690501461,0.04082527240266685,0.046132766988280234,0.023350774853557077,0.05312264240398152,0.012073583580321066,0.06219126053061486,0.15466745137018598,0.013532141384021347
HALLMARK_DNA_REPAIR,-0.008371600080752663,0.05430325751525875,-0.01741336252709582,0.03340702650810829,0.03279681806013229,0.11004732843581548,0.03314027634884093,0.10177065229268477,0.11786345403004832,0.17078574249035994
HALLMARK_E2F_TARGETS,-0.0438854213609239,-0.03062475323811356,-0.033875932244143404,0.021514684546975752,0.0408143573360198,0.016412018305887694,-0.05927843758137215,0.03359117224615993,0.08694049871128415,0.14981120655303032
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06487643384266455,0.08062769754446833,0.08445136816804623,0.06812096732565577,0.043607055034848116,0.043966471657022714,0.0839332861137474,0.19188210412812862,0.033502974355013426,0.0988526716260492
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03832218233983196,0.03440079559489816,-0.035099754909330774,0.026080582554211265,0.012264061621298486,0.034937430573165604,0.12668488697649186,0.14387515698527215,0.07524109378202033,0.1280485676729625
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.019219093512255023,-0.04767869092387393,-0.06838338056225576,0.026119835017407604,0.0494823571309765,0.055012354578397975,-0.0335616686587247,0.006573706052179941,0.12284345398684665,0.041249463673012264
HALLMARK_FATTY_ACID_METABOLISM,0.06437909345908611,0.028739198951481856,0.022413372543712243,0.007232288388882066,0.0017152537732642113,0.10277560485651839,0.08334162051416522,0.0872352714074919,0.07439131192823491,0.06230056117740884
HALLMARK_G2M_CHECKPOINT,-0.016100445250110194,0.008104711654348317,-0.022609948701508606,0.045544679258795136,0.04460486947415132,0.04278792014499367,-0.0007345260763834527,0.06758441633255784,0.06800209253011934,0.13081996198792267
HALLMARK_GLYCOLYSIS,0.027928312522358455,0.07096453913362394,0.005781187008056519,-0.00527120636362999,0.03745720915356452,0.07952108252200311,0.14704817383153437,0.1688024889583895,0.09672308113860921,0.122690948892099
HALLMARK_HEDGEHOG_SIGNALING,0.03748976547085943,-0.09544621575764005,-0.012353063354002571,-0.006162522197817847,0.011898239270718147,0.031011679536602065,0.12191729371176198,0.18288378462092886,0.06886982800523987,-0.04856910702282998
HALLMARK_HEME_METABOLISM,0.03892977101692852,0.00937901872107771,-0.04889956850076354,0.04188045583709258,0.04340133051447761,0.06371362874174476,0.020780187190576786,0.10041024508091001,0.1394540071096426,0.09399178364713436
HALLMARK_HYPOXIA,0.06017744948588254,0.06777222793633941,0.06808115203683343,0.024837728144696123,0.03245794183329968,0.024764080771211425,0.0936578809590101,0.22224620242124904,0.026880858533376763,0.1040658503437629
HALLMARK_IL2_STAT5_SIGNALING,0.037416374436730425,0.06487814889033523,0.0519949561234332,-0.0014843178510282639,0.036530999838989185,0.03375861581079882,0.06512170177794192,0.06838840343792159,0.1111800449446978,0.10831850667391604
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04896568326206258,-0.031247617601153195,-0.003636667329795485,0.007417618601699297,0.04770116972462807,-0.05608542370509783,0.04321107687655651,0.14997170908159912,0.05547236008139862,0.09046636811511277
HALLMARK_INFLAMMATORY_RESPONSE,0.039405924973311135,-0.005185868364647515,0.0436672015496738,0.005141032815369617,0.01834769683335609,0.06812189739735687,-0.09144039526342393,-0.030295126956190428,0.07201122731572451,0.0210414278429942
