,UKF248,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.056208587002904806,0.03238815310654914,0.09634382986311214
HALLMARK_ALLOGRAFT_REJECTION,0.09077889144055773,-0.015927519117525178,0.09239750079741388
HALLMARK_ANDROGEN_RESPONSE,0.051484668735802194,0.06078854098150628,0.1258247991117253
HALLMARK_ANGIOGENESIS,-0.019288879975472604,0.02807207777398069,-0.04328150732030244
HALLMARK_APICAL_JUNCTION,0.07985780498295532,0.06939182777504796,0.08257603583776832
HALLMARK_APICAL_SURFACE,0.04949101694168578,0.027384792448194403,0.09813347384997745
HALLMARK_APOPTOSIS,0.04990226718902059,-0.0445899035141021,-0.02474568343150531
HALLMARK_BILE_ACID_METABOLISM,0.000516398825934622,0.09981036137255349,0.07930701207362904
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03920589925364561,0.0704576849138768,0.14754303215037384
HALLMARK_COAGULATION,0.0770632841368387,0.028397843406917162,0.07339662664541632
HALLMARK_COMPLEMENT,0.012147248471914597,0.029078808409584565,0.09651239094495637
HALLMARK_DNA_REPAIR,0.04391808783739029,0.03252361564350905,0.10275755544167307
HALLMARK_E2F_TARGETS,0.03824135176122395,0.031733577246185134,0.06752605321403941
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06504195555780358,0.017923033620028107,-0.01686773344215766
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009810217939860302,0.08230660906167189,0.07986329869992453
HALLMARK_ESTROGEN_RESPONSE_LATE,0.009807832323566797,0.07100841579316056,0.11184224584893421
HALLMARK_FATTY_ACID_METABOLISM,0.005910780519289633,-0.014523988952645627,0.037074699729957715
HALLMARK_G2M_CHECKPOINT,0.005833177824565635,-0.0009113001326229599,0.04897763099992439
HALLMARK_GLYCOLYSIS,-0.03205424259682985,0.09380779987086038,0.06511497991495863
HALLMARK_HEDGEHOG_SIGNALING,-0.05169419649545482,0.08999054986358872,0.03349657428200072
HALLMARK_HEME_METABOLISM,0.02836858034909969,0.06966547863775296,0.0977015349500243
HALLMARK_HYPOXIA,-0.03807413360818849,0.027633877338726444,-0.034410551529657135
HALLMARK_IL2_STAT5_SIGNALING,0.023407018648775837,0.05926472940887322,0.1066573899205843
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0197404703652634,0.006391484537498115,0.09082592834426872
HALLMARK_INFLAMMATORY_RESPONSE,0.01008486745950057,0.010374383997004279,0.03512541595105389
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08300534986047231,0.04755072782087372,0.08546959857548449
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.045580100254883335,-0.013619333926454402,0.06429215654519826
HALLMARK_KRAS_SIGNALING_DN,-0.06903362390444766,0.1093596662400874,0.09426151292417621
HALLMARK_KRAS_SIGNALING_UP,0.0311561996024402,0.06365344462152421,0.08397451825611096
HALLMARK_MITOTIC_SPINDLE,0.04188285228339916,0.07851480771987131,0.08193320419407157
HALLMARK_MTORC1_SIGNALING,-0.0022624485695234404,0.04830773595453382,0.01995327145875644
HALLMARK_MYC_TARGETS_V1,0.04471782577821683,0.04341274731828266,0.11596648131175853
HALLMARK_MYC_TARGETS_V2,0.04120273025649395,-0.020673846660593402,0.10396225177324853
HALLMARK_MYOGENESIS,0.0632267483463391,0.03893946291454263,0.08392647836067368
HALLMARK_NOTCH_SIGNALING,0.057747931320924546,0.059621451075849694,0.0926644203237554
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.057879603549237886,0.03176351509450201,0.11148037039255465
HALLMARK_P53_PATHWAY,0.01341255661079143,0.09404578833029248,0.13358213769647964
HALLMARK_PANCREAS_BETA_CELLS,0.017025968073778566,0.07004150598275553,0.0880192044774753
HALLMARK_PEROXISOME,-0.00832908774032927,0.0629596277638389,0.08597778602010592
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.022670849155908116,0.0483390984658488,0.07466999061633833
HALLMARK_PROTEIN_SECRETION,0.026550366922376934,0.11324199644714113,0.10885297579257026
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.051079078883313894,-0.004629409535511651,0.10413208106502757
HALLMARK_SPERMATOGENESIS,0.02719103554959652,0.07009436795386013,0.07933484309530829
HALLMARK_TGF_BETA_SIGNALING,0.06673775372166832,0.01156085529704211,0.03135672391675367
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.005452047797553172,0.11077356157547905,0.04523134143014342
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.03567798406870657,0.09425157542089603,0.10573851511423653
HALLMARK_UV_RESPONSE_DN,0.03688177185718285,0.01329285895082237,0.036526517274465174
HALLMARK_UV_RESPONSE_UP,0.0341685361682636,0.12073018058297535,0.08450837793009375
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.005422254208264921,0.017241134118135368,0.042822171734796084
HALLMARK_XENOBIOTIC_METABOLISM,0.007773552467786555,0.06323100713588957,0.10406702215313779
