,MGH258,UKF243,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.09912918640169435,0.05604829720620232,0.07201195917163933,0.029568739838119654,0.018552664266022208,0.056759801988463324,0.042295310164581344,-0.002234950386149204,0.03592508329160895,0.14218347414731514,0.06868416981976021,0.05686172991732912,-0.10764002980346196,0.0215456354073147,0.1205441561239678,0.07850673850684246,0.14428127635694438
HALLMARK_ALLOGRAFT_REJECTION,0.022183786256064996,-0.11924595664057809,0.0973839854371984,0.06873001239958962,-0.011593155718735374,0.04411445144531913,0.027776333392529596,-0.026462631391574887,0.05145926696162014,0.1332551381804588,-0.0019105991284862516,0.043464361914034286,0.01676768716973757,0.05708507355715752,0.07371008035219913,0.031810063879417906,0.12207945311996692
HALLMARK_ANDROGEN_RESPONSE,0.14838739532472547,0.07435140904965407,0.07368023716341186,0.012874762691525165,0.08304130292525566,0.0511436072718429,0.03383213295699699,-0.0024710524307584693,0.1151987788510158,0.15259427787576463,0.05412653977965251,0.08732042649552842,-0.04262679110490292,0.032743347839231066,0.048686020414471794,0.09958474211259448,0.07646805791162486
HALLMARK_ANGIOGENESIS,0.018787303329474914,0.01595507561036964,-0.008856606957545044,-0.02654405307480035,0.035833650167579174,0.050000752273138646,-0.05400142835311955,0.00958961211694956,0.04628387466522044,-0.06598278638643428,0.06607973669569422,0.07725126583512716,-0.045038278498977256,-0.0706583878871271,0.005081872762997579,0.029906246756806046,-0.15135829408425186
HALLMARK_APICAL_JUNCTION,0.14730641913018974,0.058331423786823794,0.09253025246490355,0.028571772803336542,0.04166461230257754,0.06603299285732839,0.05489439647758211,0.0647323694772919,0.10008081437057584,0.15244437514207942,0.1254080668068075,0.057798648546096905,-0.09453214469142147,0.08728862737427488,0.12145330952667745,0.09798536136791568,0.10748361313095323
HALLMARK_APICAL_SURFACE,0.1281374558723244,0.05327137917309157,-0.015973957932606843,0.023173299838884564,0.05491394520190516,0.0324246936981563,0.02236957229050549,0.007602820722029126,-0.04722367384781938,0.16003874692359105,0.10960269241579798,0.011277660452088813,-0.11362706204875168,-0.12714539798002789,0.07644593914869517,0.12567888167743738,0.026268307435379924
HALLMARK_APOPTOSIS,-0.010558544824400773,-0.06846299028157461,0.01347188002247437,0.0051602972462394345,-0.0016354464174775343,0.036311892012336644,-0.00680093473811285,0.04648985259058205,0.07709979291610908,-0.00992264604767018,-0.028474525852868852,0.05078997069605686,0.023134405945450316,0.024275435263714916,0.1151886397099657,0.06580370995716417,0.06662635391173889
HALLMARK_BILE_ACID_METABOLISM,0.020510822824518972,0.06735286756489892,0.06402905674531259,-0.02740905651226956,0.009278795946218978,0.039888065663414414,0.03154959093896376,0.07356274705984367,0.03112912871958064,0.06025626243311853,0.11290779705545927,-0.0008468254790680029,-0.17113613570546848,0.0517090510209085,0.017333922316887355,0.043367409112189524,0.1539873915839438
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.08722069914075942,0.07859456431723692,0.07038773081964776,0.0010367795947003298,0.04608482001561877,0.009333911934293986,-0.05811796306567838,0.010305396692428425,0.06292585639520794,0.142938892490438,0.13585069988124174,0.05849085306179252,-0.09043303246346658,0.06482714480279823,0.13962763733395314,0.06848895876085856,0.11281698838016196
HALLMARK_COAGULATION,0.03074411511796693,-0.013141908415730994,0.02264047187628025,0.04213460110353559,0.06966701076695064,0.012586389219783528,0.030239589354956176,0.032282484924300144,0.08252762015181529,0.06860696661636652,0.06108749227559847,0.08339692359254373,-0.17765939906246403,0.04168185281567887,0.13462914789318284,0.09208982699416035,0.06996709032750625
