,UKF259,UKF260,UKF275,UKF296,ZH1019T1,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04151544586274802,-0.0142523955752486,-0.027130816937226198,0.038002153559442496,0.005645589864214203,0.013545099971553688,0.06753293011906572,0.12584947823914389
HALLMARK_ALLOGRAFT_REJECTION,-6.196010497714309e-05,-0.014598465653298469,0.0316499314883574,0.04658535080608262,-0.06450595201327791,-0.03331168504091986,0.037438308854818775,-0.06555803900863841
HALLMARK_ANDROGEN_RESPONSE,-0.020102749257643607,-0.015490560052513739,-0.005153962287898522,0.02093313862717003,0.026980993869303693,-0.007298616827454982,0.023805904455186936,0.047755275115100554
HALLMARK_ANGIOGENESIS,0.03590362630310827,-0.02983648033578042,-0.032475596414662876,0.1416781676812731,0.026395144680304558,-0.03656205146514264,-0.05629631574558417,0.0156895445574629
HALLMARK_APICAL_JUNCTION,0.04671794827547137,0.02841632999378723,-0.004841064801071538,0.04630997260481951,0.058429367954490954,0.026107882328448805,0.05884460356242394,0.09225496129295645
HALLMARK_APICAL_SURFACE,0.029495578963522184,0.021429056925656147,-0.04602470823953898,-0.03828766895343306,0.14269215376954403,0.026225149769425173,0.034021458357104004,0.05418980495261421
HALLMARK_APOPTOSIS,0.0022779160590146756,-0.02322284585464584,-0.011513880708847176,-0.030714985901684602,-0.009214296816434752,0.003042065895995335,0.006159157384150766,0.0011754572261783176
HALLMARK_BILE_ACID_METABOLISM,0.048704614353355574,0.030521614158848662,-0.0036187098892290536,0.006962660671046534,0.04880181779598324,0.0047403031606257084,0.09003766365842088,0.11968869581317138
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04598214391306437,0.010680358260108052,-0.028385269235519237,0.04376895450934149,0.08549815781126535,0.05175638105382704,0.047975687469700566,0.1262238053631797
HALLMARK_COAGULATION,-0.000912766933142907,-0.045063918791733874,-0.02093283332535268,0.0920827103458124,-0.041295290356686096,-0.03864132378996128,0.03646088516773569,0.0995943346849066
HALLMARK_COMPLEMENT,0.01273177701123903,0.027769926050491243,-0.005932486426110676,0.04837054033376165,0.06827594214838173,0.036935595073084686,0.07644065970302201,0.07553075634298805
HALLMARK_DNA_REPAIR,0.07611354217514714,0.038881187479622076,-0.01944214457111579,0.08321897216248095,0.049678444747596986,0.02240330736692411,0.06963942001222592,0.1046380365041384
HALLMARK_E2F_TARGETS,0.06381051273206431,0.047233394312760045,-0.019223912791060966,0.028634758953451623,0.003009362879954819,0.011556378529018993,0.0593517237846091,0.06980548516749763
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.00987970433526585,0.017574415446377875,-0.00024487361288857393,0.08632360674021346,-0.015442940269885817,-0.03765748595278954,0.009694049085495213,0.0643896112656573
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02566739065404665,-0.003226439458804155,9.243864867849803e-05,0.01789268141484609,0.09259007539383697,0.0612281995275468,0.09842361001445395,0.15495497959814375
HALLMARK_ESTROGEN_RESPONSE_LATE,0.001868792237292057,-0.07399575920034947,-0.015728294914291643,-0.03452047369768966,-0.032130028595997104,0.04706658323027176,0.04018576108108475,0.07543213164597606
HALLMARK_FATTY_ACID_METABOLISM,0.02176315738388883,-0.01515921525046767,-0.009819547501422774,-0.003248331490542918,0.11633330470303059,0.00899842538926794,0.03967980723435603,0.06377474818067372
HALLMARK_G2M_CHECKPOINT,0.01712958561157139,0.021803781964783293,-0.00943433454125624,0.042097373433871633,-0.037759092573009044,0.008824325360998342,0.014529790053020266,0.01892004928874566
HALLMARK_GLYCOLYSIS,0.04581777846152627,0.020261996890708303,-0.03062017117295967,-0.015177465660350569,0.1233077835040278,0.020254089784538062,0.02988698217745373,0.08519341679432253
HALLMARK_HEDGEHOG_SIGNALING,0.09202884914637359,0.003372080505602655,0.014989247580868661,-0.04394651911569218,0.02517974293893414,0.06416725232192097,0.00019497136348153925,0.04705600822526414
HALLMARK_HEME_METABOLISM,0.06856180839402232,0.026738554476445884,-0.005331097876531894,0.04419338250111209,0.10484246960930202,0.06969374786884859,0.08359326419983008,0.14972414160139833
HALLMARK_HYPOXIA,0.00631637649833664,0.004543246816319871,-0.0026175274762048153,-0.030876351132382206,0.11135081458833491,-0.0025204162621234962,0.011219074448896148,0.03345652523826204
HALLMARK_IL2_STAT5_SIGNALING,0.02966935848451293,0.05853901689521888,-0.011551967449109473,0.0046758823625372495,0.11903446745391988,-0.00020359715205280171,0.010731799482894754,0.09442638817892059
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04668065200387099,0.050402916512030084,-0.014544890072990622,0.042866471881484965,-0.027289795583128204,-0.06319022694433148,0.010099721007695864,0.04255305273474437
HALLMARK_INFLAMMATORY_RESPONSE,-0.005285013233653003,-0.011106803553498702,-0.016404459813920913,-0.015013136757916205,-0.006525118577606506,0.02799839469267965,0.037371395181481595,0.09070299808870251
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03832667133724707,0.029576594997810873,0.018081088969392787,0.11327245559623283,0.01832518003322477,0.028494676740010084,0.07553947647457153,0.03706131423087821
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.00746701521126739,0.053428330674122206,0.0036984536001789586,0.046032145545119536,-0.03885525077852813,-0.04859191471257915,0.03163709374839951,0.046198639876282616
HALLMARK_KRAS_SIGNALING_DN,0.021712356232164682,0.005182969506749435,-0.042078708813702584,0.013771116894096895,0.07768269890456823,0.09615591414828159,0.10482564874127787,0.09866038259300303
HALLMARK_KRAS_SIGNALING_UP,0.06311542996712712,-0.030697710084270018,-0.0031973391923927445,-0.023272486301986445,-0.05089228944606184,0.025538010695668606,0.03119810841363703,0.02073641107289023
HALLMARK_MITOTIC_SPINDLE,0.094664145415067,-0.016967306851246564,0.004779760642944433,0.010436757211722644,0.055179371170948524,0.040558723963246696,0.08008520862528487,0.13089050352073558
HALLMARK_MTORC1_SIGNALING,-0.0006324175187083501,-0.003578100915693321,-0.009549548664918547,0.046805238223139395,0.04170314123170791,0.012143333136522282,-0.020405590967899283,0.06304773483480275
HALLMARK_MYC_TARGETS_V1,0.03575693089820884,0.012390211490475273,-0.012508263111205278,0.09492744405441711,0.02834807754039142,0.006849703531614447,0.05409721184466242,0.06477416828800453
HALLMARK_MYC_TARGETS_V2,0.02147538353845436,0.03422061837625236,-0.02801014066676095,0.07091272435685698,-0.06201001223565417,-0.0031684531698545604,0.039091378198706804,0.05155433216266108
