,MGH258,UKF243,UKF251,UKF259,UKF260,UKF296,UKF334,ZH1019T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.08839632953105821,0.11811318252046044,0.029638056483747288,0.018420763299827583,0.12126293291560844,0.03595026086468767,0.009037879268996862,-0.04855026997769669,0.08355438312045944
HALLMARK_ALLOGRAFT_REJECTION,0.006990135239182601,-0.009035761547757492,0.02124022185788117,0.04268684027515798,0.05509659600133998,0.016459783891671485,-0.010958879073320674,-0.06289049232592824,-0.08440203312953526
HALLMARK_ANDROGEN_RESPONSE,0.0685099820253743,0.0769572266062317,0.005791831323313478,0.04473198242291588,0.047325214401610916,0.03331625404853664,0.0199555816996805,-0.0664771075653882,0.010570397821169905
HALLMARK_ANGIOGENESIS,-0.021055036770019346,0.007469768480827603,-0.02983747054273552,-0.02572669759528637,-0.035543556923303306,0.030054858828979365,0.029990991242058868,-0.06323807200410726,0.012229834701727029
HALLMARK_APICAL_JUNCTION,0.07128732563151902,0.06417964041890456,0.021112745124904873,0.04260027561240251,0.10151592318439613,0.03899869974381249,0.07002023626038155,-0.05907811656989519,0.0759894484766894
HALLMARK_APICAL_SURFACE,0.06860433249701252,0.05679802989759692,0.020318628245865108,0.005131571129048079,0.1314698328470432,-0.01843155837394176,0.04958796049060145,-0.06056045809981919,-0.0015800886923490166
HALLMARK_APOPTOSIS,0.044603882325869815,0.00043723161023663504,0.05801254602973692,0.0118197185687227,-0.0939810768530167,0.007920787228068413,-0.007052666411162541,0.018020536449271818,-0.034442223493099194
HALLMARK_BILE_ACID_METABOLISM,0.09201134042739685,0.0688187006780724,0.05793838679705136,0.03434591170013217,0.08533077629858704,0.05383503990286171,0.05172735295731023,0.036650022385239296,0.05005499794287055
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.030836959714655623,0.07608057432701103,-0.004219361538790085,0.036865222248972034,0.10616525238521336,0.05302640114228848,0.06687276419088421,-0.016203930482571658,0.08648465149137771
HALLMARK_COAGULATION,-0.08123847692373812,0.09087506874247345,-0.0015638939681520754,-0.005796957941959456,0.07158287441018495,0.012447244074493602,0.012530177025131945,-0.07212517757125142,0.05743698896253311
HALLMARK_COMPLEMENT,-0.04594974777068819,0.04265276931010772,-0.015633397304650874,-0.01348300799703262,0.07693578658064483,0.0828955272754557,0.012253418705639198,-0.0591031641219048,0.058641082958883504
