,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.053695048263034714,-0.01372425659157942,0.022373771046638218,0.05736387306455417,0.038813151126329846,0.08253700146462227,-0.010937675178828573,0.15605149230521104,0.07250596192676352,0.116355553975296,0.07217574293032535,0.10651412536846756,0.08511316233097987,0.08157674017186328,0.08400997759721175,0.03186799584620767,0.03474606036490457,0.03809673849986785
HALLMARK_ALLOGRAFT_REJECTION,-0.010278437782368692,0.031104416387665722,-0.0037762552907011663,0.011909912343660853,0.014375149017239908,0.033013489476441414,0.0895357449252699,0.17805745981649837,-0.011792642839914136,0.14411185576494526,0.07259987588280763,0.09149972127965832,0.03767795225308952,0.01742241097274063,0.07315090025618941,0.02036611685587372,-0.02140635096943195,0.00293672059278476
HALLMARK_ANDROGEN_RESPONSE,0.056708109637756146,0.01833231072565174,0.0035892038415755207,0.033390023564568,0.019703539851559385,0.04025556631278785,0.03902058607025077,0.19760500044400905,-0.019144257241353716,0.15817372834247012,0.1140552417059645,0.058633553278364954,0.028376603955792175,0.06188917984763427,0.10670956896100953,-0.026722552584090925,-0.020364715611060173,0.07496011112120472
HALLMARK_ANGIOGENESIS,-0.035607592789487816,-0.021206500037611823,0.06514338515384031,0.040840447513176836,-0.025258209272541347,-0.05127909398082639,0.0720318204696061,0.1487951267034557,0.05500341892137951,-0.028308013516217465,0.12225410651296777,-0.019413129765839764,-0.08765398949877133,0.004981710146994829,-0.012148689851852112,0.03683846195992127,0.030489542835320016,0.0016071939914255472
HALLMARK_APICAL_JUNCTION,0.10051530445046467,0.015542887314994768,0.033415290848057416,0.07398086474893185,0.06090764503587543,0.029042281451792648,0.08204636118083942,0.1706843053877763,0.05447570887452564,0.1456681107608661,0.09640801484837956,0.06137267354696734,0.12305713460734528,0.13038784147480545,0.1035422807661043,0.05549573588176856,0.020529226432913706,0.03538345759838106
HALLMARK_APICAL_SURFACE,0.05998617029417426,0.0007251776057488999,0.0331552003868035,0.10912566778374891,0.07714340538842544,0.035308051837354484,-0.10638435452566838,-0.07814087188743081,-0.013555277864199427,0.14902264707997218,0.05190235663951868,0.029375123477993353,0.05189926424932759,0.1295158006241377,0.11198406569332851,0.02074487947791204,0.04090537522538918,-0.01650420076101318
HALLMARK_APOPTOSIS,0.034111542299708336,0.02119601706506974,-0.06761101617895116,0.0013596067454758598,-0.011251095956390669,-0.07899186429963163,0.06468220680875784,0.05886566998080668,-0.023127424996883684,-0.006423040284819755,-0.08264608428322029,0.11764185864777622,0.0548912219110272,-0.10158205985398594,0.016494940275325665,0.007487848634566051,0.014603627390560944,-0.03298044814453357
HALLMARK_BILE_ACID_METABOLISM,0.09646441285561441,0.0097483495196562,0.015293062028117463,0.06379460884274171,-0.001598603334314258,0.03937442085405311,0.03436957210878122,0.16847073406904256,0.059358765601618735,0.048180928241181524,0.08713766524074461,0.0620212273506103,0.0126607391306642,0.12337244435937404,0.08170663227212122,0.010410578941903144,0.0005366995630444831,0.04210774745831143
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006479023400227112,0.06070820708702712,-0.019027155048562137,0.06754493569992258,0.07056549176562889,0.09034521465743915,0.08905063789461529,0.13922267300917604,0.016024051986632395,0.12154432879166577,0.11331623690039211,0.04178427237437573,0.10422539126551603,0.0836571330758761,0.10224497770224378,0.011789357670872469,-0.004426381478153948,0.036862385695163404
HALLMARK_COAGULATION,-0.034175081582375026,-0.004316832517818815,-0.0195778084436715,0.09370046842039088,0.07041484700674808,0.002080125779893641,0.08703515236053869,0.18083584574898084,0.010701861608077352,0.09605909204154593,0.06235790798780989,0.016442862633239415,0.16098443165358503,0.044934152818509335,0.1087967168128079,0.023067925758166775,0.01546622466262616,-0.0107088559013185
HALLMARK_COMPLEMENT,-0.013262564817771164,-0.0022248887193029357,0.001353168864509945,0.08425923154637989,0.04398191331901922,0.045780628452003834,0.004722922090610784,0.16343110102959352,0.043457985428241294,0.11547714937783365,0.03605107262449986,0.1526382292854915,0.037989835582643225,0.0545419272355098,0.07919766080407703,0.03101995437083061,-0.0007896624333140353,0.00018193259341885008
HALLMARK_DNA_REPAIR,0.061721806546241036,0.03686296041264021,0.01976187773057055,0.03752092850738343,0.06838117117867663,0.02689671658819716,0.06166965268803033,0.19947289420771555,0.036891190428387205,0.1694324282346009,0.1857451191537083,0.07900367210832412,0.08654921053892042,0.11679735500616047,0.10958986289671498,0.038895678987260235,0.01896965448284698,0.0690758906510652
HALLMARK_E2F_TARGETS,0.039472979585811994,0.01368919607664138,0.039534365403785535,0.06936988765883619,0.07581550863298896,0.023992160846110475,0.07724744560176851,0.21212584111240532,0.06864163734271898,0.15256717211647908,0.11183456078939591,0.15176203473010508,0.07230243605723623,0.0716567886137379,0.11116520960726761,0.03561045511652686,0.028860509326157236,0.04951555221621739
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05420165329974974,-0.004082094259781918,-0.0004225603289985515,0.05875550920226886,-0.01982412832994366,-0.036771404937913234,0.10798069380388385,0.17369517993334438,0.03705066816810875,-0.029218176360875984,0.10640672866169304,-0.04266709433707249,0.15774627668053856,0.035125180798177155,0.06501144579899572,0.09229342603251729,0.005245101667579295,0.002491583366580955
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06063610706850505,0.03540608175349798,-0.015459270806875591,-0.03652251445125523,-0.0058328015042298864,0.04428914135429801,-0.03182659629945,0.15243213131141392,0.02947233365208,-0.06781705166460451,-0.04450346427073843,-0.07912558219686112,0.08691696488220024,0.08430912245550626,0.09730965994886298,0.025405776050099714,-0.016498666520029244,0.08441544655374437
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.030548256841614684,-0.04625930684568066,-0.004681918943575337,0.10644891526317445,0.07008103803857921,-0.002534202521136035,-0.006265487010445102,-0.08383410085875087,0.01562459134702235,0.11326530738451653,0.11543175962032905,0.07726749662885501,0.0067832857734062444,0.12391877605339166,0.10091332230430633,0.049790232035235395,-0.06087783371938344,0.001995899942439698
HALLMARK_FATTY_ACID_METABOLISM,0.01985278836083203,0.039537163750351545,-0.04956883035557057,-0.016377977376216313,0.0163421767947336,-0.0007964782139451651,0.000943866033446188,0.12623522634371792,0.003818509145738332,-0.01078430113399655,-0.025908373871575744,-0.06161752845473107,0.07119468947168497,0.04513813458716976,0.043697610082719954,-0.003546389284187859,-0.05290307229262169,0.052142987301596076
HALLMARK_G2M_CHECKPOINT,0.030680426519849494,0.012336856035722852,0.04744568003564529,0.12301575881044631,-0.001321480237602597,0.061297143645319,0.059621133069116546,0.21243098646857142,0.009347697587002322,0.1348154080173274,0.13460612718706727,0.16251002184627808,0.09263578515656785,0.06870133983712721,0.09490333843295715,0.03036907686861903,0.04238481405538462,0.06766396015095212
HALLMARK_GLYCOLYSIS,0.07065246861748202,-0.018171811808132453,0.03858786823567496,0.007826644753358826,-0.006861665795151666,-0.07325223926827797,-0.05608386352465049,0.14777389737517632,0.02344728685268892,0.0042224417816455586,0.11014297547528248,-0.10483470615005488,0.0902331003227835,0.12450906770446309,0.10550014382185663,0.08853814600186831,0.0026571113782604978,0.05229265894464312
HALLMARK_HEDGEHOG_SIGNALING,-0.06320388526729329,-0.012306394858826925,0.03505885413647844,0.01690300438978062,0.09342632023229512,0.054659190332036325,-0.10368885476501266,-0.1082224748726656,0.02074066155921922,0.05221566254059393,0.004345917774485788,0.04073323398690266,0.15082392359888092,0.09861769098658713,0.06504247139647262,0.05860238396253916,0.05698450506233641,0.030209765802667616
HALLMARK_HEME_METABOLISM,0.04893960879625356,0.01056848022188424,-0.014168102780155975,0.07567856609141757,0.0551716475110334,0.046314753962218985,-0.012142613813779247,0.1805426258222589,0.01908725022657577,0.11760225262983887,0.13604373733545946,0.06425864861007351,0.1381419742949213,0.11446846840350663,0.09436749439912678,0.09465120800050186,0.005951241608503524,0.0383665696369604
HALLMARK_HYPOXIA,0.120918943915037,0.016782090956675353,-0.014522512431375917,-0.03650183144095811,-0.01784334832739542,-0.08421156389712901,0.02976832986945783,-0.10006487611013734,0.029067406274285647,-0.09852534446985417,0.07507455342753562,-0.14255642060066032,0.12702233218324352,-0.01611795314263823,-0.03675676700009456,0.06985790155109682,-0.033129601661015855,0.12303765471813988
HALLMARK_IL2_STAT5_SIGNALING,0.027141644213400488,0.045805413126628884,0.08099243878658939,0.055715410684932846,0.046907573786477676,0.05865091489117903,-0.00955188646708762,0.17633258909589963,0.0701716052700389,-0.013890448206551958,0.09383203757645701,0.08815014411008078,0.0839259578884739,0.09624169054383569,0.1036672765711042,-0.027883515935531237,0.004661526141412219,0.08657907760648337
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.027273967447643804,-0.019896800195817164,0.015892506781937255,0.0861962371194631,-0.00956850728050114,-0.07035296152648984,0.08967111907514809,0.1487057598097981,0.003119655590501694,0.0856890913886081,0.06322154040231417,0.10602722899423703,0.14064527577149777,0.018449929405070776,0.07234987954880541,0.07886345567158905,-0.0012354548515451558,0.020742225415980687
HALLMARK_INFLAMMATORY_RESPONSE,0.015525468529936975,-0.003983366888439652,0.02870877409049176,0.05757591614181366,-0.03917227379727297,-0.030456822522923466,-0.05575948744601248,0.06573211646335156,0.04800866725052939,0.040248013834175735,0.07004869905435133,0.07951822401189873,0.026830830678126444,-0.016979043058730738,0.0456612047629338,0.031702413551369546,-0.04666540492256494,-0.016287566029205024
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10159714126336739,0.032184743217171366,0.05081308382240976,0.06808360032710821,0.09553823741550183,0.06610232082825598,0.08822562606606435,0.16524333486631088,-0.014129884877791632,0.15025323257981912,0.12093733406463666,0.0848336441166018,0.04861333178719228,0.07114375581477361,0.10544130263590282,-0.03580918329922357,0.057005569031032384,0.030580194393637992
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09632801307495455,0.02302052286100867,0.026523635300478497,0.05245672190988672,0.031467664730866055,-0.07740325116976479,0.061102712209448726,0.14673648657091132,-0.05220685695597435,0.10535221063999285,0.08401239859677893,0.1291192624882716,0.10795094343096429,0.058272302607193044,0.12312880989122756,0.06110009390953227,-0.013582136247387612,-0.015439272911928719
