,UKF248,UKF269,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.02572264166576537,0.06534405303236324,0.07091875047943871,-0.015870465787561457,0.12653765374665565,0.08806558164348204,0.029672536627012133,0.02391855774900782
HALLMARK_ALLOGRAFT_REJECTION,0.1002182918280183,0.09788023950386938,0.12127554615370922,0.017780183337748584,0.1165563274181653,0.06468544563617487,0.04638549540649565,0.008303448604951575
HALLMARK_ANDROGEN_RESPONSE,0.0204066006873264,0.09553789472240355,0.076941202778609,0.0017289559828816408,0.15153250966472026,0.1100063134207087,0.045290386006351095,0.017317481944895585
HALLMARK_ANGIOGENESIS,0.03347283977360005,0.08999801379707945,-0.06147527778771075,0.06425349829710554,0.06480059264386741,0.08567361175760381,-0.019049067907857015,0.011259119723213527
HALLMARK_APICAL_JUNCTION,-0.053835580089096106,0.07668326735523892,0.1081320623294859,-0.04347944887045287,0.1433596718419925,0.10143292967310624,0.05815949874620373,0.019367433269615403
HALLMARK_APICAL_SURFACE,-0.054469902053526496,-0.07337754992885022,0.11192210477602745,-0.08162074982632844,0.10081031494557632,0.0831834745194495,0.04547971354184924,-0.016301171711815866
HALLMARK_APOPTOSIS,0.010812880856058213,0.02325770764789329,0.01766464717215666,0.0036197346028504977,0.01312476242830265,0.07017370406247567,-0.0025554549806894853,0.0047207983426269294
HALLMARK_BILE_ACID_METABOLISM,-0.008232019748579247,0.10204894391373077,0.06124802838764671,-0.004692119961576324,0.13246058282694245,0.08128757025888898,-0.019343483953976438,0.023772687480253643
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03340354544649713,0.0984768945935025,0.10771032283921862,-0.03367398609599011,0.11631245261327623,0.07806415776235893,0.02643299027958268,0.07898064600644064
HALLMARK_COAGULATION,-0.010307609812606453,0.10316870451631471,0.043377905514091396,0.013002627757632067,0.17197721114329764,0.14273312176770162,-0.014385997714729148,0.013921652226495298
HALLMARK_COMPLEMENT,0.02440200774009742,0.08817399380608011,0.12367810623547636,0.0678516214762514,0.10232900128779576,0.08500398318463556,0.024593038478634536,0.061066964946452834
HALLMARK_DNA_REPAIR,-0.04635860558572633,0.11086799467254974,0.12300461946509986,-0.06752675569324068,0.13959861871583948,0.10410251944020775,0.0607704069833649,0.048930311620324206
HALLMARK_E2F_TARGETS,-0.02909711478333037,0.08889924018577296,0.08913407898378543,-0.0005176640926327057,0.1862576255146353,0.15205598287024458,0.062390790720236046,0.04343818612288615
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.02812470602798258,0.08657028332940754,-0.05302605393613005,-0.005108018869169526,0.1024987881804629,0.14715611140402285,0.002653335107923258,0.011716990095235408
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.009155968678506952,0.07255605505139555,-0.08702087305341633,0.009902051318575938,0.046461984823316094,0.12604853695630922,0.06436178827293498,0.04243679708789394
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.029170794047531753,-0.020183065872142286,0.12439845057161547,-0.05628913101567237,0.1447183759771927,0.10306382092689358,-0.006080972288947285,0.052743930699313664
HALLMARK_FATTY_ACID_METABOLISM,0.01593578768702663,0.06854768554846115,-0.03327396451152315,0.04272807837892672,-0.03139626733762607,0.06920249673832479,-0.005828169029381372,0.05242589318963821
HALLMARK_G2M_CHECKPOINT,0.001369527184408853,0.10038181277837162,0.09514984675088131,0.0351736547636959,0.13559212320763586,0.11829486990138767,0.04490503966157937,0.04755572380342994
HALLMARK_GLYCOLYSIS,-0.030265131776348018,0.07097903799867405,-0.035314326984019664,-0.0017985249865500848,0.10287739226411724,0.14805488668007594,0.04009630862073714,0.06485443495368638
HALLMARK_HEDGEHOG_SIGNALING,-0.04183194899236853,-0.03912710352858151,0.015995449886064824,-0.09412416842666273,0.017096595357632666,0.11612255344444755,0.06814813857696377,0.041476174150201356
HALLMARK_HEME_METABOLISM,-0.007034925320191153,0.09788305150708135,0.06167244103233134,0.020811758941042816,0.10398958337462852,0.08990368523614975,0.03146465059698035,0.03216172856467775
