,UKF248,UKF259,UKF304,ZH8811Abulk,ZH8811Bbulk,ZH881inf,ZH916T1,ZH916inf
HALLMARK_ADIPOGENESIS,-0.029046157139370473,0.030286393602385133,-0.06080235405512404,0.16093056650302318,0.18462645556699053,-0.01980269143769527,0.06520438867146532,0.04485369098209246
HALLMARK_ALLOGRAFT_REJECTION,-0.021676362921689115,-0.007008814436066566,0.07898200128625557,0.042905368950737904,0.09894438610725438,0.041907349794682504,0.042713021712898834,-0.06625541366997673
HALLMARK_ANDROGEN_RESPONSE,0.04164505446695865,-0.03276959028112404,0.10230353831488041,0.139946336174641,0.1510866046511122,0.011957382112708496,0.04825219818875426,0.0521835342444508
HALLMARK_ANGIOGENESIS,0.03915325296182002,-0.008973321863281631,0.16669187352849887,-0.07249237712722635,-0.16611173351564013,0.025342406446617304,-0.09498622866811879,-0.03828009472917055
HALLMARK_APICAL_JUNCTION,-0.008726087697461617,0.0504215307770318,0.002860324772515207,0.11580986664123044,0.19557658667112487,-0.002387925759162195,0.07279830805617026,0.005847398793529302
HALLMARK_APICAL_SURFACE,0.034056513596897146,0.042695695534947654,0.013089206635789987,0.1177488854099763,0.17240215376964907,0.05477505154268943,0.01563927853496648,0.005480388207993962
HALLMARK_APOPTOSIS,0.009294577333147662,-0.0010096359823871487,0.06893243581289345,-0.018292044927900146,-0.07308366432140616,-0.012329573948884266,0.019533633333514124,0.03180227803305503
HALLMARK_BILE_ACID_METABOLISM,-0.0261239545799922,0.03433239576176343,0.03356593191451134,0.1178517374500503,0.15957951853253058,0.07102943392090091,0.12479156510653168,0.12257116712045499
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00610598421264963,-0.02846266885923751,0.14300377031525766,0.13532750886826914,0.19328559604820936,-0.0024139453552438294,0.06007122173354373,0.09847735668031057
HALLMARK_COAGULATION,0.004350464783306723,0.006006045120225265,0.12645064259937125,0.10738377201774871,0.15228079371357553,-0.013060023534594232,0.015075743983592078,0.08815731247192392
HALLMARK_COMPLEMENT,0.015806820790448234,-0.030029265971387137,0.11630361060246341,0.08740131327167729,0.07143376859296838,-0.006427642444911596,0.06827515103708837,0.01691995412134694
HALLMARK_DNA_REPAIR,-0.042223351822781585,-0.004248867729952486,-0.03494874581122876,0.14641697210098742,0.19949482692674161,0.028173711703620975,0.07690655870860083,0.02027592035624212
HALLMARK_E2F_TARGETS,0.003592783645425143,0.00973311886823549,-0.1026031708635794,0.058118971240113046,0.06454299101536029,-0.03968340678482032,0.08447841897152321,-0.014672680924735627
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.003921221719350607,0.004393774946400599,0.09942170400928528,-0.061714554664931066,-0.0886170420397577,0.02507647292071325,-0.03478828019096198,0.0335413348305917
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03168465383914938,0.009200594694152449,-0.07667556039156996,0.08837827829020402,0.09723010241424444,-0.01150697453361977,0.055085120324449156,0.011488240770090644
