,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.046663272356874834,0.10726114348642196,0.07637245790690839,0.04428149789473443,0.058945472074978925,0.05398066462408774,0.11465908582668413,0.02612536428012719,0.0726731538008266,0.06781168930745471,0.06783106198826563,-0.06913804914465882,0.07394076658160742,0.21533810472750764,0.1836661921341979,0.07410914551734936,0.02750850077775892,-0.03730461273637604,0.18921071595525873,0.161054961655007
HALLMARK_ALLOGRAFT_REJECTION,-0.08728951522451033,-0.02743751455700016,0.0371578455877764,0.029618834472537523,0.02060711767103082,0.017810636133027413,0.12412027975126927,0.038272339508060575,0.018642359999861725,0.05986801511832122,-0.030442008582500738,0.07454184208930914,-0.07720636806329381,0.09703673787097532,0.1174460276846416,0.025456248729123037,0.002761758331471869,0.006173526641196934,0.04958758645887317,0.027690130302054035
HALLMARK_ANDROGEN_RESPONSE,0.023687172547994927,0.06321399171005898,0.03582067330865169,0.09445943071889461,0.012163118743125279,0.059715074176348935,0.10408248753269816,0.0005584226409230939,0.02673902074266916,0.06428264295595212,0.06286058573437553,-0.06302945502244114,0.06282873319986965,0.1979323731869532,0.18598897452583196,0.04117899421816044,0.015726924983344638,-0.07057993858916697,0.13372601478667934,0.10460146496738161
HALLMARK_ANGIOGENESIS,0.010094613795112372,0.030239250212622526,0.05587432420741507,0.021211486474749332,-0.07490556939033774,0.06656650720180529,0.12549780104757002,0.04877094348222889,0.03397609821648163,-0.06988004961521717,-0.04303929951340658,-0.03289950336890667,-0.07467135284913891,-0.02271113216932209,-0.09391158787514119,0.059679181879161505,0.011634648314191863,0.033558174598115345,-0.06699603924164484,0.11246093744443031
HALLMARK_APICAL_JUNCTION,0.02101611590568981,0.10837738524420266,0.14136928514293762,0.021693253735921056,0.06425118438065851,0.05755324065802561,0.145294398945336,0.07895441271576256,0.03929188972218957,0.08431230624736194,0.054283389052556225,-0.05818109927070834,0.040903606962951554,0.22417173201656596,0.2525882743377797,0.097913308099794,0.06687231453222683,0.004059809741517156,0.1769345444912942,0.11546425486115264
HALLMARK_APICAL_SURFACE,0.06476843047957338,0.12304236610786955,0.06536762765352803,0.009596428009072944,0.014768023436729253,0.06471656730198375,0.0009542922260790508,0.010774422188207275,-0.0038863096281542826,0.07492283998078089,0.1042245340098632,-0.06534567003440292,0.13104384797202245,0.17466766099148137,0.17695624062850215,0.02833549872887071,0.043202848440767716,-0.06614283540528478,0.12499113045525762,0.07452941583438415
HALLMARK_APOPTOSIS,0.022514101560582506,0.026722563376614415,-0.030116079282393553,0.042345617644675135,-0.04152279216817207,-0.011626363023284996,0.04441018402270427,0.06742464708058324,0.016729132358172444,-0.025594321235526334,-0.00012297359418846185,-0.08174547509898929,0.06427322243929348,-0.02213663476221689,-0.07989516945513454,0.06700965263663788,-0.01266297897239778,0.013653154775023432,0.09485982203218825,0.007889534732529064
HALLMARK_BILE_ACID_METABOLISM,0.02275670953820082,0.007070538878961439,0.051504571622884736,0.05574008317580503,0.03719674448705309,0.07930880686857622,0.11315679852646396,0.06371500900872075,0.053217382163736636,0.10538564099951657,0.0944879724660501,-0.011366728831837352,0.07547887171856167,0.21548852395165782,0.19511921252669237,0.03725304774166893,-0.019321750363304625,-0.02617762891006121,0.20151765145147937,0.178895546110375
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.041124102643404034,0.06365235464417902,0.06807478603200545,0.06447576526626055,0.09505132294589384,0.08565706535121143,0.09962359464968953,0.055958316630319895,0.09533761103572339,0.08664878430550557,0.04314928618287885,-0.07025273053010261,0.11656453465183705,0.2291948659541531,0.18262119732935334,0.043626272039381984,0.06575834014694905,-0.0034827515640526397,0.2939048448120893,0.15974863506169315
HALLMARK_COAGULATION,0.019574002224640792,0.10312807607109298,0.06918945135311906,0.08805981753296117,0.03644369567542626,0.03005842275959879,0.1438755859072385,0.12961693734448324,0.05019990369774177,-0.0006328090676307946,-0.014731492177687886,0.0016289503325922117,-0.012813323589893094,0.16363355448524874,0.16026769532918056,0.011085444375884906,-0.04574101646004827,-0.01263689460235642,0.103450123343501,0.055325178010615116
HALLMARK_COMPLEMENT,0.02134857917124144,0.06120186688572516,0.0990042607971318,0.05171753153325677,0.047188444954173875,0.019756201584235175,0.14252049085118987,0.04164941089035276,0.05999769026438431,0.05556934211264738,0.06482925782491566,-0.08131034314370796,0.0016678672353439418,0.12884944218269417,0.07479383700509969,0.06170255354954174,0.047562043744176975,-0.0052761402373783664,0.20426848985360146,0.04583431010372606
HALLMARK_DNA_REPAIR,0.033955108393873515,0.10436570984780759,0.0928167433627623,0.10065777180090274,0.03860089970711348,0.08496050249475674,0.13268190375638358,0.036231425181566745,0.06941284064671782,0.0913066059468276,0.06429182847588873,-0.0832681534425031,0.10534210059017018,0.19389240431027177,0.23172169776682489,0.07615943760772305,0.1165684455192501,-0.06995481320197908,0.23913579973130944,0.19244954816319237
HALLMARK_E2F_TARGETS,0.07653522609695301,0.044734044248203174,0.13013715271919324,0.036630818418630466,0.04687101399229429,0.05925092499340133,0.13031346854710968,0.058236916294472876,0.048479360712425694,0.04998775191869316,0.0750328039711287,-0.08642893511766848,0.06396782058904477,0.11727926919459948,0.18782524794983843,0.06522912436105656,0.11601336969655827,-0.0014923124969394208,0.22874041420065996,0.18876786811347943
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.018353313003850142,0.0632496224213375,0.009737413139268628,0.05763239987827193,-0.05348175711407484,0.052620266402147495,0.14292269279730271,0.0653397572189149,0.10555194497443875,-0.0709764078502494,-0.003499003289218662,-0.0507057720389503,0.015371911923029839,0.01679515431816808,0.07742763971598109,0.07700831233610908,0.01095829316133245,0.05452736002166515,0.06974719693728608,0.08204768123860742
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04673001392200077,0.09516859187608316,0.02557002070038957,-0.01331108828996319,0.04907140130042278,-0.018679909926097214,0.14102586899713998,-0.012241991812346897,0.007404471707496496,-0.10061662088724713,0.07714238638995938,0.022871987899437906,0.08198890905441523,0.2186146400983764,0.1743795972577444,0.05140601044058974,0.05082175618958768,-0.003028180285262448,0.16241815614241636,0.13154421183007117
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05779880955534116,0.0348271643917282,0.11071141363343878,0.0729593640797714,0.012168560043464094,0.045850662596880476,-0.08482457547959041,0.06124649988274574,-0.015646398406445227,0.10520221744471742,0.015323105271461213,-0.057771320312821464,-0.001956698553019673,0.18566062520687301,0.17565949712531922,0.10329116901296709,0.05188917318223147,-0.027801757730449243,0.21378622833944586,0.07588471226795197
HALLMARK_FATTY_ACID_METABOLISM,-0.010610462825690652,0.0030102297035059854,-0.02412709577921485,0.030192442606743513,0.0834117295386158,-0.026320942407322932,0.06808900141151504,0.08653677925732092,0.030993263186664923,-0.11680230105516982,0.05501580160246158,-0.02553806212544453,0.11504418969780383,-0.009209323322987585,0.04715597162118372,0.052573558480799136,-0.0205101269131971,0.015977134259645035,0.1606685245979558,0.06122487120393155
HALLMARK_G2M_CHECKPOINT,0.02554772487460931,0.1012570943465734,0.07179501496354872,0.07954419020494644,-0.016855496077374847,0.06611043524006037,0.12829194762990048,0.05525488325508775,0.06933194157235978,0.07782271015364368,0.014747811964135799,0.030903238324063522,0.13126566419947616,0.13042291505751966,0.13255914970344382,0.06926907868999153,0.07514738132127402,0.05134257482574073,0.2086357960992474,0.17548754266555813
HALLMARK_GLYCOLYSIS,0.09280196101609613,0.09022675194563474,0.038380336418052094,0.0868636204449914,-0.10276498869781488,0.03396409111387674,0.11044719989131013,-0.014267249903227825,0.029182789314493394,-0.07010205120038981,0.07146242282329114,-0.10857321909189277,0.10894692720380157,0.1451742135820914,0.20878699289068492,0.031129005634115876,0.10587788314271246,-0.032459405639872284,0.2428448278158248,0.13136838816640842
HALLMARK_HEDGEHOG_SIGNALING,0.08824790122320977,0.11686860022220856,0.06548697684705987,0.02404411137555341,0.0783739052064672,-0.04193625542485936,-0.03547622884482428,-0.07207952730410895,-0.027698854210376222,-0.07889450795052762,0.0885389407733563,-0.035612375340103884,0.05104084310476369,0.12049455379253603,0.17622197154586935,0.07158624605681353,0.08970690758496266,0.002057650472182679,0.2032074876580411,-0.018839942333136843
