,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.04210351270337851,0.0610343658859159,0.11147960251636112,0.06758424776286887,-0.045038455154732815,-0.0027074392007572466,0.14856085511743178,0.042295589225920624,0.03545538595949344,-0.056853282447007436,0.029700557405915314,0.050670933817278475,0.1030649203753394,0.004752239937464606,0.08923110493732717,0.08317460663011715
HALLMARK_ALLOGRAFT_REJECTION,-0.0764311454896628,-0.019589735884913414,0.0830538195834376,0.03228771065542349,-0.052642181840018676,0.007904378730912629,0.18935805629003116,-0.013465800117753357,0.031179338915369705,-0.09000377851110761,0.01883245299647258,0.01216097779165167,0.03117811456428759,0.04920846780675978,-0.026911976097496956,0.11507013010401813
HALLMARK_ANDROGEN_RESPONSE,0.08432229543802747,0.0836063856110677,0.09380784903694044,0.02454542706676398,0.011517119656252265,0.031281955189076525,0.1863549606511402,-0.04112928679446835,0.00034266082061480674,-0.02672869575487275,0.06378362806749026,-0.02187537884280723,0.03729679930371508,0.06386807410537257,0.07680871474909079,0.12560275154914927
HALLMARK_ANGIOGENESIS,-0.008055088173219751,0.10279232115518937,0.060415686579803084,0.01721210250740939,-0.050846432971021496,-0.01640587277927646,0.14590852526077092,0.07180529795374417,0.016263744454081876,-0.04080493288987997,-0.01892617889898027,0.1088591064586307,0.014792464349884422,-0.04288097051431759,-0.045584873715528565,0.03318685690988993
HALLMARK_APICAL_JUNCTION,0.09766951128295637,0.06783183539839348,0.08634216971103839,0.06360287142258497,-0.08066272134815611,0.0677651928749573,0.1499795186618383,0.06455436646318745,0.002601464156291492,-0.09136690738681506,0.06118598184095238,0.0033039573599043816,0.09451116388463625,0.021141386930977786,0.06268478324650059,0.15186985303079076
HALLMARK_APICAL_SURFACE,0.03699808552943765,0.055892129857734466,0.05181017327893895,0.014119509022178678,-0.0784303776191755,0.030177833616058802,-0.10217800059859028,0.014480148573774816,-0.006212986552405826,-0.07575832121157676,0.07917715142680136,0.031692465858245956,0.08731735150816017,0.060300893377523264,0.03652198354768171,0.08428803048416943
HALLMARK_APOPTOSIS,-0.016070854228248617,-0.028260629581693265,0.07744323602703482,0.016237902205746956,0.0074700495553585,0.015980152581130322,0.043615174316718026,-0.03432537123678433,0.0019227839935223052,0.01662847983508118,-0.06828611446978415,0.010778972264495925,0.07954040724454303,0.0002159940778185606,0.016543738074112423,0.03709774820469375
HALLMARK_BILE_ACID_METABOLISM,0.07693205694022141,0.03863075786539018,0.003258502800737408,0.021596311093587194,-0.022867651253164003,0.023874667899349118,0.16769813549337803,0.08497334132863794,0.006743247995986682,-0.01972219249499041,0.04554081912910713,-0.0630218248818876,0.07504053066460616,-0.008715646340911671,0.06567126586833635,0.020364502091925293
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05791873072944588,0.11305284653139873,-0.0703522839669366,-0.008616777230179947,-0.06767064940626161,0.0652205366311477,0.18632019853428652,0.039807482150144104,0.012322263864237291,-0.07146004837718295,0.07377476936056575,0.11054637325170558,0.058770134925223275,0.057930394990061224,0.05451236421178533,0.04194751981328773
HALLMARK_COAGULATION,-0.07536368435492516,0.0496020614311909,0.10306777911809237,0.04852228226945131,-0.041536485220755315,0.005976955377954918,0.1806516596081865,-0.007109965855204633,0.004360424556060044,-0.05204675819409687,0.06641147486261395,0.008534301694038971,0.12890072224469473,0.008709102443592446,0.052897510964177524,0.11274067060482264
HALLMARK_COMPLEMENT,-0.04935844881383938,0.010159235197987686,0.03760246128755174,0.0036075922597637046,-0.04363338548257892,0.017131658418980383,0.13993402368613145,0.08504190416981455,0.05987448366025435,-0.04897713519040867,-0.016216897974277455,0.06579473195499289,0.15160774294064014,0.018649948227799633,0.01981982733250627,0.06033542804528883
HALLMARK_DNA_REPAIR,0.0942748190285066,0.11909988640126923,-0.0008551593271533751,0.07118548504151466,-0.030091063074320152,0.05459249623172695,0.1869794896294936,0.03646110645126667,0.04325395656294453,-0.06529998996029111,0.05992925464818159,0.05856850532526986,0.1264651186061219,0.044358153846891554,0.02374014190134735,0.09091707243858381
HALLMARK_E2F_TARGETS,0.0823289098089883,0.0816951660996667,0.0073971790296629685,0.06550812486878005,-0.07052322333329303,0.010693842174435175,0.19127364882693174,0.04590796534933394,0.05709836697923558,-0.059043003391965575,0.08809854198975874,0.0626354356991576,0.054584695442636416,0.021251990162243734,-0.0011704224154898337,0.016936416873305438
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06513335459643765,0.08885952885143514,0.09419930680956343,0.019084166701207803,0.07799364011683846,-0.006489773831736891,0.15743250103140835,0.04191395399399724,0.005924614781572883,-0.02895996744748976,0.03146004804714749,0.034960307269141816,0.021042011705363736,-0.0015053302100259337,0.014804415827169485,0.11578626462376225
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07211016451625558,0.05642113754774535,0.036001046757559656,0.04654048132229777,-0.017928747773193712,-0.0046173707498487265,0.12457723964690662,-0.01263284798865204,0.052727750205014356,0.03741238504054321,0.015233882711081243,-0.0026999116787790028,0.037099762571515406,-0.005241255803734784,0.05946951819612642,0.10081063415143662
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.031125378451973728,0.0572154266490242,0.06699239967225788,-0.005873600621153879,-0.0990694029493835,0.01687679790589492,-0.09592591705767116,0.02097051833246301,-0.004568041752114558,-0.07149879922697834,0.03573045307656332,0.021959715159838796,0.04817448144152095,0.03974992511673402,0.01687851635944857,0.015960540612713105
HALLMARK_FATTY_ACID_METABOLISM,0.019987545833601534,0.0937079451635101,-0.046780307832220876,0.02787006374948678,0.047557327917824195,0.0194360669831314,0.12379900647457966,0.05453407419654907,0.01034391808290328,0.0030625631789166254,-0.04091036221706915,0.06409572962314276,0.01641994777460175,0.05932215042239586,0.01820566573336313,0.04153941838209967
HALLMARK_G2M_CHECKPOINT,0.031120040615875786,0.09618808644942674,0.045978642765500205,0.03336902052874499,-0.005409583792576309,0.02374978178836491,0.18900770283059243,0.004370744758638717,0.011895014440073444,-0.09512877015909985,0.06811907335782358,-0.04775130677365231,0.037213623134998194,0.02719326111399928,-0.05622122474280326,0.04319914420942066
HALLMARK_GLYCOLYSIS,0.09779180943562109,0.11363409132949062,-0.03951932421398832,0.0032880121482047396,-0.041225276024528384,0.002111502790526785,0.11682498661030345,0.09123861515001183,-0.008262304496875603,-0.03818424659600166,0.03025610562804219,0.01187584194529879,0.06740807633641387,-0.020665799856476843,-0.02209644078423208,0.08764981517779734
HALLMARK_HEDGEHOG_SIGNALING,0.054787848514964974,0.029343237892386537,0.016427894249539454,0.05742563921206824,-0.08344788614080946,0.06098933771630122,-0.13489975290710238,-0.004969057628979544,0.041540686152017156,-0.032749822614287334,0.019195346047567976,0.02891574988220487,0.024749559621889454,0.058941483958736766,-0.007434799293927877,0.06688488959818453
HALLMARK_HEME_METABOLISM,0.032374209320705116,0.0826570554037796,0.0812846371309582,0.08701370770165875,-0.031073656444553142,0.030063100766172725,0.18873170404465098,0.04530748805027996,0.018860966837868722,-0.051113526393521576,0.02100957726043125,-0.0033875644950676033,0.15531982106966266,0.014808712977331207,0.04364471659921142,0.07056661301362999
HALLMARK_HYPOXIA,0.07786187121240154,0.03734697678499824,-0.029576567084862535,-0.006415120964260807,0.09014495071213198,-0.005146124678626596,-0.09383744209772259,0.029217383008076504,0.06843170445555233,0.028476635284560993,-0.010900336975914885,0.1418486324456755,-0.015460441431399102,-0.0009558831569983588,0.01466834055802847,0.04763111779469307
HALLMARK_IL2_STAT5_SIGNALING,-0.005349201321673248,0.08915002583656775,0.06667411067695322,0.02436519877588338,-0.05564659703498353,0.020256329400329506,0.1437972864292458,0.01966599541365604,-0.01600756037241857,0.025739489041454785,0.041395733940764026,0.04637916664824474,0.10123544816427607,0.034887828894099464,0.045350721526758106,0.1159514215699276
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02586484992128561,0.13826864761655622,0.11642808833598003,0.037403604910666605,-0.0052803437503289585,-0.0003942352367518537,0.08839745091126375,0.03297691510269433,0.028051606178673638,0.06488406768401897,0.02415806545684852,0.023431255641816882,0.0320681454219115,0.11233956917031863,0.02113649108222859,0.08660147382495484
HALLMARK_INFLAMMATORY_RESPONSE,0.052585739173041254,0.11394261840898404,0.0025245456864612667,0.0011804034445718039,0.04595031612724327,0.01614822182088006,0.11520402045481762,0.032879007148547634,-0.0015679176770848418,-0.0067799946501850466,0.05236957299736597,-0.007922080597377932,0.07712354804796107,-0.02929126382286862,0.03029470324923801,0.04975971443212118
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10006934157061077,-0.0029613677504136122,0.10032380483637604,0.023350474735406745,-0.08102817409301838,0.034527588143325474,0.21636152301465264,0.009235912908622631,0.02292926260494614,-0.06123264203539923,0.06960853506565019,-0.02090481204021164,0.11418697721479551,0.016337542761055365,0.06599544471391013,0.09118509259157066
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09605176503981479,0.06066166229379421,0.09769625303026333,0.025482890616745146,0.03961128993333961,0.02322733075354113,0.14502842661199353,-0.05146201339670933,0.014600165833904746,-0.04183927046727253,0.03033563113103521,0.0490462651429483,0.2062233795512204,0.010557163998376291,0.03580500820030817,0.08229453929031338
HALLMARK_KRAS_SIGNALING_DN,0.04763491829320855,0.09116039021054392,0.024500218657499438,0.050098420908594815,0.007099725725868046,-0.01029870836003586,0.009140148949932316,0.07438098206895578,0.08990546013655831,0.002537757631762027,0.07803465154378442,0.08671248053940996,0.13509326595466753,0.00048819422556458704,0.051570491456746845,0.049933386560579246
HALLMARK_KRAS_SIGNALING_UP,0.061876348102324175,0.02196907979551481,0.06537714444377739,0.10050424260315954,-0.02680383665126918,-0.018269650372443803,-0.022945966021480052,0.05062239946052884,0.017706008301601312,-0.034790961325005386,-0.003400711748343747,0.06216820169375386,0.11755114602862717,0.017933344381264423,0.03539954752756984,0.12803821573133387
HALLMARK_MITOTIC_SPINDLE,0.06668682756437803,0.0830765605174336,0.058557680319731825,0.09203644871066637,-0.0815825065586505,0.03658391502989568,0.19205641668008444,0.08455076170683373,0.04890603006944949,-0.015878225721864845,0.07771718634543565,0.012085923530873604,0.04427721482836734,0.028971418256973528,0.04641654889246727,0.10986238887272902
HALLMARK_MTORC1_SIGNALING,0.06721118376705944,0.08585014970409022,-0.051793686679930534,0.06293784103784053,0.03356804328192473,0.003043742356033219,0.1257995218486744,0.08371983182900905,0.005903031867462277,0.012131588731612498,0.03858324929484077,0.013679906516461853,-0.011887479342005585,-0.027006946776925337,-0.04213511502967352,0.09212176264376816
HALLMARK_MYC_TARGETS_V1,0.0791559737913972,0.07910172145809091,-0.05186380304371095,0.01854455131287151,-0.04724259818691272,0.039150770139506554,0.19124192693825495,0.02406129115508312,0.08024607296083043,-0.08698481867987087,0.07252012859419611,0.04382909755410518,-0.009490630112362999,0.010027813042922596,-0.013689342798940997,0.1046205380936806
HALLMARK_MYC_TARGETS_V2,0.061399657591383244,0.025815102535850613,0.016326584073671456,-0.08518751706308049,-0.05068352326343758,0.06620899822013886,0.06795221305075523,0.03792482897110354,0.0326503064090565,-0.03760945110286601,0.06524921561443613,0.05629743837117887,-0.00016121687387463042,0.05422773447835775,0.026187345923444797,0.06361756887323305
