,ZH8811Abulk,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0379810885405915,-0.043045523687038255,-0.035214760666615545,-0.03608156232910773
HALLMARK_ALLOGRAFT_REJECTION,0.02047067094641749,-0.026523526420291727,-0.009898528128338953,0.08533343410896783
HALLMARK_ANDROGEN_RESPONSE,-0.027298232759359962,-0.04703392833474342,0.012420853483646669,-0.03609584301607429
HALLMARK_ANGIOGENESIS,-0.023927149997097545,0.08005650997402632,0.08691542680442156,-0.013121570739339826
HALLMARK_APICAL_JUNCTION,-0.058150582319579376,-0.05776514746334571,0.013656915635803095,-0.05645931847143105
HALLMARK_APICAL_SURFACE,-0.038834664460627055,-0.01348861796482077,0.03595913836562207,0.011657664010896672
HALLMARK_APOPTOSIS,-0.07740996620588488,0.015194054137023093,-0.01277710446474726,-0.045713707214597846
HALLMARK_BILE_ACID_METABOLISM,-0.03539794290598193,-0.0013830623983334108,-0.07142420483230738,-0.0724435134817681
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06071305885993772,-0.06313574206885468,-0.06018727985187797,-0.09248231059079735
HALLMARK_COAGULATION,-0.0452541242165814,-0.032034541961948014,0.03598486455959624,-0.040802685488749504
HALLMARK_COMPLEMENT,-0.07283797371994008,-0.02327901651020562,-0.04084123050040495,-0.04662393869624363
HALLMARK_DNA_REPAIR,-0.029562668774314575,-0.0640584840047344,-0.05247674369911876,-0.07465724199942593
HALLMARK_E2F_TARGETS,-0.04489920740409859,-0.01987287338442928,-0.061891889863593674,-0.0648080340447708
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.09747953021632093,0.06474202638571841,0.033114473462807714,-0.07569418120195863
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.08391487434158348,-0.03259338133268943,-0.01156005697395505,-0.03976610323312583
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03555559358526628,-0.05193978117935731,-0.04613337908374219,-0.07448036496888479
HALLMARK_FATTY_ACID_METABOLISM,-0.05222568506041799,0.008685286990924477,0.025397759465573804,-0.046541646975382794
HALLMARK_G2M_CHECKPOINT,-0.03717827561837224,-0.010795905695141012,-0.01822727729631339,-0.04268618471405366
HALLMARK_GLYCOLYSIS,-0.0881113925450656,-0.010509314424204887,-0.04919933655891003,-0.033444550989458595
HALLMARK_HEDGEHOG_SIGNALING,-0.08708243256983186,-0.022342668545460725,0.01621336468703129,0.02821059911395529
HALLMARK_HEME_METABOLISM,-0.042778826232173786,-0.027912108054702695,-0.0331963197943677,-0.04162419177335525
HALLMARK_HYPOXIA,-0.07808887246605908,0.05810421735401614,0.027284915078096328,-0.060089741164950985
HALLMARK_IL2_STAT5_SIGNALING,-0.07919731636413616,-0.005001637794878418,-0.016776068071542707,-0.052619859798290765
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04970655966625606,-0.0031505802567053614,0.00015918259406790097,-0.07198307726457684
HALLMARK_INFLAMMATORY_RESPONSE,-0.07134343262957366,0.05672416417569121,0.045678060220990004,-0.04962490940584645
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.008860232353222955,-0.06182051853109471,-0.04866227648498815,-0.025088673993093683
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.08036582528264487,0.014190843947449114,-0.02454333284722374,-0.059474437769538036
HALLMARK_KRAS_SIGNALING_DN,-0.060073905723612306,-0.047334550191166065,-0.06840589721712423,-0.0013806172426004014
HALLMARK_KRAS_SIGNALING_UP,-0.004693011800170025,-0.04312650825134897,-0.017752240274200522,0.028853162572916497
HALLMARK_MITOTIC_SPINDLE,-0.06002868673127474,-0.052238417106089625,-0.017792489254400565,-0.0320935968781798
HALLMARK_MTORC1_SIGNALING,-0.040483224720648824,0.043514834485858356,0.0009310048011204195,-0.056005433775853444
HALLMARK_MYC_TARGETS_V1,0.026442937825545097,-0.07487873250131863,-0.05602836748509318,-0.047656799710075595
HALLMARK_MYC_TARGETS_V2,-0.07833969964547652,-0.0332121236210052,-0.01556221664492409,-0.10999469368986337
HALLMARK_MYOGENESIS,-0.06971385221649617,-0.0547737930463238,-0.0024604316824405796,-0.013474481618747251
HALLMARK_NOTCH_SIGNALING,-0.01715219670325824,-0.03343936560864244,-0.040795478872083145,-0.11699430171979229
