,UKF248,UKF266,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.042831210898879736,0.03696551504160739,0.07050063481476528,0.0735712227961657,0.028231908054179775
HALLMARK_ALLOGRAFT_REJECTION,0.02653787876351058,0.04256520798965181,0.06917522018884814,0.06126738628187938,-0.035109354115675645
HALLMARK_ANDROGEN_RESPONSE,0.048460634821788355,0.026402782402457806,0.07853425593309667,0.10370893756507221,0.07099582562566842
HALLMARK_ANGIOGENESIS,0.02182068800438105,0.031564434692461674,0.033445205871641286,-0.10084569304693325,0.050616523623106355
HALLMARK_APICAL_JUNCTION,0.049859723223857094,0.044870931140329647,0.09730745807526534,0.05036041454653653,0.048566434257027016
HALLMARK_APICAL_SURFACE,-0.019524479018069717,0.035526461998967376,0.06716318240083947,0.02860029170231303,0.043448418030454336
HALLMARK_APOPTOSIS,0.05453256846249283,0.009655045718535652,0.00023897219033110572,0.07349191724407352,0.01820555917492308
HALLMARK_BILE_ACID_METABOLISM,-0.02315785134571565,0.08210715499718116,0.09544569876027781,0.09987903787467328,0.0022675640021025813
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0060080708747126425,0.02553797010527891,0.06253024194467609,0.10356063195045175,0.002895884881882464
HALLMARK_COAGULATION,0.05245407799581495,0.012522061317315356,0.04240057789853107,0.012728943610112134,0.017392989710986576
HALLMARK_COMPLEMENT,0.02672129240139163,0.038957688312328216,0.08311501622349775,0.08160867956377266,0.0015433054063892964
HALLMARK_DNA_REPAIR,0.027121627958819835,0.06589390136939956,0.09536138095014618,0.11375254889078212,0.09701202494375602
HALLMARK_E2F_TARGETS,0.02989925182867038,0.02575062098883272,0.10412265044351117,0.05554012866656011,0.08608548908213146
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05807688024842903,0.035867813266712824,0.03096559012598227,-0.002008445225049636,0.0753842919028533
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.011612449169259537,-0.02397413096780031,0.06572831810448804,0.07828590640905037,0.0672667714926131
HALLMARK_ESTROGEN_RESPONSE_LATE,0.017279703445516728,0.058569108885093764,0.10666250495627078,0.06861307544591706,0.05673124842148924
HALLMARK_FATTY_ACID_METABOLISM,0.026949867721655727,0.03428649406203413,0.0769495146495972,0.07498652844870843,0.055184859433130985
HALLMARK_G2M_CHECKPOINT,0.01792302376460658,0.04672533511778159,0.09131871715588061,0.06887278106684541,0.1005960959861292
HALLMARK_GLYCOLYSIS,0.025880928214840206,0.03965519427133952,0.11624348873447482,0.09069344834829458,0.0540630194699417
HALLMARK_HEDGEHOG_SIGNALING,-0.009136820413167004,-0.0028997111906083556,0.021836246182781734,0.0267318019578222,0.007990801612758749
HALLMARK_HEME_METABOLISM,0.03735778039996715,0.009476121350755342,0.07657176121299299,0.1310244953983478,0.04332270276556633
HALLMARK_HYPOXIA,0.0006273654952601915,0.02886947466221003,-0.012880023525750685,0.0748731592725692,0.1011886911055824
HALLMARK_IL2_STAT5_SIGNALING,0.07270067010167544,0.034469908586839806,0.08420130124196085,0.10373555777739064,0.05481650823319499
