,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.012409746592758808,0.06726012324799935,0.06707602310680522,0.044434974760740535,-0.04716975997835872,0.02926972362820159,0.005624236427202576,0.09787222897600156,-0.022050057196768304,0.02764844904638643,-0.05701846233397313,0.10871025736594618,0.019311486904978373,0.08075520953507866,0.09183329376181144,-0.02895500407034365,0.08091722639320384,0.05337801140910784,0.05896787889516675,0.10041326806863815,0.05708062529777718
HALLMARK_ALLOGRAFT_REJECTION,-0.010507222423757422,-0.02111680452942119,-0.008054876673286238,0.06591629334602354,-0.028072893080861194,0.055472162552613634,0.06469588719076683,0.14097194412586653,0.08987779873020019,-0.012026087646477801,0.04580280529456046,0.060731445585813955,0.0073336798023229295,0.010777542162702408,0.08790450754094548,-0.011555636173220274,0.00028841594373727174,0.0026060515806592987,0.022141916334221173,0.07655212276781191,-0.06366637417568109
HALLMARK_ANDROGEN_RESPONSE,0.04085893576288176,0.08387478186338916,0.06033363652226918,0.0720165658949464,0.03476300201079,-0.021528533000435758,0.06555358310306361,0.16355919132136348,0.0913884629312181,0.0784661959486544,0.041982406585286236,0.1094584363985678,0.0592120904917435,0.02946738302454129,0.07567522592211524,0.0474007672187555,0.06901260446970042,0.08228625907399176,0.009388523864854788,0.14402946389372165,0.06640245104344777
HALLMARK_ANGIOGENESIS,0.06846485320326993,0.04179492341540388,0.003504564393439227,-0.01978839479129889,0.03710516814587325,-0.005686255819747218,0.11729916782151127,0.156696778467846,0.09775103421141963,-0.013196389291374911,-0.005863703825757867,-0.01580640729041872,-0.02454732261044779,0.0262022938788504,-0.14835734218545063,0.029447215782755103,-0.02978899232435854,0.0105396847439435,0.010533442292191067,-0.09012159850939254,0.07919192847048999
HALLMARK_APICAL_JUNCTION,-0.04619894449041056,0.12436580014741158,0.06420879143038365,0.051503348232735245,0.02144812891462948,0.08075441236967654,0.09763962257511608,0.14075211574153784,0.06090952139844109,0.04596854036245075,0.00942778681150084,0.10465272053051021,0.04404046077896602,0.0443834575245099,0.16992773376305267,-0.050198039057266365,0.08374972968633482,0.05009164806056099,0.06223772181688414,0.08921360562218011,0.08846153395414415
HALLMARK_APICAL_SURFACE,0.020588050103392815,0.0611993472867588,0.0320383537417067,-0.06527399014734087,-0.055184805065198655,0.05752157863136937,-0.0019484622841174114,-0.10539858097388728,0.05629738089324618,0.07766644325362922,-0.015826385822267634,0.08075139819283715,0.05343274065642378,-0.035809188586378465,0.0837114647916467,0.0073013760422588935,0.026502487553727045,0.0494043747153481,0.07492010843140497,0.05928251406644895,-0.018490645929119975
HALLMARK_APOPTOSIS,0.03743332119693673,0.0980096551029361,0.03419106751331278,-0.016164282323871997,0.004624204155300966,-0.007144739959723018,-0.04571809685743036,0.05264474356011572,0.11666557538013658,-0.01384461564387295,0.028396096434807217,0.0027757141943420905,-0.08727040820278044,-0.04193501278779375,0.07513999706591323,-0.06626380808608832,0.009851457913820617,0.038597897758025405,0.012073075876863756,0.01875179925531426,-0.01808875447445236
HALLMARK_BILE_ACID_METABOLISM,-0.02143158551773008,0.07983080539075593,0.0197315095597428,0.039979833381959776,-0.020786045318347095,0.03703928837172157,0.08932429429415747,0.15380080382997233,0.09293330850116051,-0.023585699889935263,0.031082929423130796,0.008675328132202592,0.04454217081359677,0.006745766060642913,0.16881602185472522,-0.04445154620763312,0.05376366492739605,0.0568425241273477,0.003197742166689412,0.08282578352933441,0.061748492011066
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008391136746815377,0.0923706032485044,-0.009371518358593064,0.0844747133390929,-0.011741943290514057,0.05133432682579352,0.0776597009400647,0.10727452660793668,0.0478888253363821,-0.01405932586779193,0.023495116221052995,0.05449628537526988,0.04169362843942603,0.04489088240517774,0.012248833025989161,-0.052910151946797615,0.06879594188061734,0.06195592924692891,0.034567906944162216,0.0985828712538571,0.07840423016694037
HALLMARK_COAGULATION,0.039752783040864124,0.10002033676618992,0.108650777828662,0.03538955336071836,-0.0054689174456009106,0.0016000632866242487,0.04523994770867294,0.13447758507856766,0.030515573805251696,0.0007963739389993357,0.00528486476332719,0.05982088252191224,0.018225518166013092,0.02620933558252672,0.11835740138627322,-0.029647450724153174,0.042778256272973596,0.05580217223760787,0.04203638617316047,0.05376563162738724,0.07383454390033446
HALLMARK_COMPLEMENT,-0.002594055873672108,0.06889607133799817,0.02764314978108883,0.08477460353800716,-0.008034657648227871,0.04116839961593317,0.0727610885311687,0.14518528900351257,0.15821510314930876,0.056668331130583977,0.021317576206550528,0.10726181736663773,-0.005792927880605145,0.03292122417853171,-0.0183042454276206,-0.05235648870432821,0.04655991032003358,0.008461318863159192,0.0656824161706154,0.08916148502385558,0.07025197392693658
