,UKF243,UKF248,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0331886608291268,-0.025177420719471807,0.027699335079525655,0.02656063873704015,0.06759439601532283,-0.024009947703569328,0.009964233540342598,0.05346067352732068,0.1090010433083543
HALLMARK_ALLOGRAFT_REJECTION,-0.022975491671488865,-0.0184890809470042,0.03297305377419356,0.09851098406610653,-0.02436704924305608,0.043787393524830444,-0.018815486144194565,-0.04661285132162779,-0.11560969424445212
HALLMARK_ANDROGEN_RESPONSE,0.04482094315531185,0.04029006309972839,0.08486297825023965,0.06652439871204308,0.012842634228994194,0.023467245651830494,0.024840396412705915,0.052657395843400075,0.048447972528316445
HALLMARK_ANGIOGENESIS,0.0517825558590598,0.010323212474772372,0.03409534047641303,-0.05097546928475403,0.038534493940843406,0.02830054353938592,0.05362720997661252,-0.01810725162214998,-0.01628683862409536
HALLMARK_APICAL_JUNCTION,-0.03583066972333676,-0.008980271158712699,0.054718196217973275,0.07986714739363644,0.07145666881147938,0.03234901956137745,0.02868916441907487,0.03934555244990435,0.07266683298020483
HALLMARK_APICAL_SURFACE,-0.04366694861320874,0.024415019016118346,0.08498838791152517,0.06230303236373578,0.06122613607501755,-0.04787303311163782,9.564553004800184e-05,0.03848688805401863,0.009925187220986518
HALLMARK_APOPTOSIS,-0.05568248440311315,-0.02027753849607378,-0.08095987127031604,0.029001992632828908,0.0620308644258152,0.004839158774307874,0.02071106818486282,0.005541652141506815,-0.05529095651752442
HALLMARK_BILE_ACID_METABOLISM,-0.020765244619097484,-0.006926208434988534,0.0753511509365535,0.02397736566292173,0.04902562209167877,-0.01848200561367929,0.0429022661773984,0.06655796282476371,0.07417314861287216
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0030421017180513044,0.023005097566967603,0.10974522454071932,0.050502557599493854,0.0611955003141745,-0.04035760952580282,0.015841174149487405,0.10462544525667439,0.15279379076113087
HALLMARK_COAGULATION,-0.06339214394654341,-0.032871656997871916,-0.007737068732600197,0.06494046768631027,0.05200294174180158,-0.012124823632026245,0.03071938125044764,-0.004968250842899553,0.042984255155372915
HALLMARK_COMPLEMENT,-0.11025045113747942,0.005170185802347426,0.05195101046579697,0.06258369290524268,0.08761431031897438,-0.018159168697508554,-0.0038259565812973537,0.06690849498862508,0.08674998988708428
HALLMARK_DNA_REPAIR,0.0320227701461868,0.013997916098571397,0.07375247044159643,0.043799574155669374,0.08667753599033617,0.0351753637000108,-0.0234722118121056,0.06766549843105783,0.11644125865085535
HALLMARK_E2F_TARGETS,-0.03351163943212082,0.006819590492783116,0.10307531126492442,0.02206016887284889,0.07341689045840091,0.0456207913317639,0.034123089554010076,0.07736719270336646,0.07674863390548284
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.007722552431762333,-0.045218420440342015,0.035623398066156935,0.06470772201330749,0.07584929244893009,0.04488118584532324,0.028251185057700072,-0.013732901874210522,0.021398611074229242
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.013367036253361195,0.01927407480795834,0.03874515659627447,0.03792258835618475,0.09804950432796562,-0.006161143035620503,-0.005989522099290477,0.053390196506250244,0.11306599105189334
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06934879611781447,0.004791972220011533,0.08789158349514709,0.049303205971107954,0.05440442395639955,0.03419623029109235,0.030510490871305293,0.09806632090443507,0.06965710874979851
HALLMARK_FATTY_ACID_METABOLISM,0.0013575133629806018,0.004633964485406885,0.03120328251812731,0.028607746330685704,0.0419863039239576,0.036228440021374604,0.02176132785585984,0.08616545330955934,0.06841986928620876
HALLMARK_G2M_CHECKPOINT,0.006561029609797184,0.0699935024659336,0.05174959428202822,-0.012202832428440008,0.02160152911134512,0.05435780826703196,0.023008808203677702,0.09009126507750714,0.07953144111781459
HALLMARK_GLYCOLYSIS,0.05411054472227519,0.037178630462002836,0.10992519950064315,0.07488777945138507,0.056098271007857324,0.020217659513201442,-0.011268112936735125,0.08249320165090986,0.08757367465703245
