,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.032460363886987004,0.07376531344295689,0.05963788869653785,0.11194957562619555,0.1473197434951701,0.012415419929928687,0.053054537724768855,-0.00794899564932574,0.11455357905547227,0.045054049767733646,0.03441143528997602,0.10255581899867311,-0.01921150959374094,0.012558577655804393,0.1491783395305197,0.07038787260207513,0.0643912171177105,0.1326060274979307,0.019083457725902295,0.1174502699988214,0.08710732963902097
HALLMARK_ALLOGRAFT_REJECTION,0.03441787488937786,-0.052368109983193634,0.048044097808315624,0.10445916561595285,-0.035758515789781994,0.0006754110534036015,0.05539563456033985,0.13837587365178255,0.16590949883856584,0.028509225008703884,0.0009009244294542521,0.08362570837266672,0.10320709280454528,0.05841794377216696,0.0002686832187653878,-0.002446854630208674,0.12970367794053556,0.06914463151890556,-0.0023576814620311724,0.018729772323717624,-0.03053330523330079
HALLMARK_ANDROGEN_RESPONSE,0.01885868779551206,0.15282028923016522,0.12666828009404899,0.064737373163835,0.11218696411079218,0.018355632096150893,-0.004570891557009149,0.1294995059188265,0.18059608702616775,0.008481399918029773,-0.02881234105075274,0.11327418684185399,0.11900959582778345,0.005211251700470128,0.1057421568537586,0.012204548077385129,0.06798813865268748,0.10356413908926648,0.024792157775801606,0.06326504261537595,0.05350567560020112
HALLMARK_ANGIOGENESIS,-0.10183334444448053,-0.052780703588433606,0.04167703457215432,-0.06894894938495905,0.0459934884637373,0.03356499764186606,0.013239227249128053,0.17427344142121667,0.1746900035194881,0.038006665366559285,0.020593403655257272,-0.002320208049091272,0.17442551968731965,0.1356470206564426,-0.05001353564139466,-0.0898716860132877,0.11843697548268642,-0.0794943365061638,-0.07685902544328126,-0.11872440690659157,0.07062907645927502
HALLMARK_APICAL_JUNCTION,0.05706132155601872,0.09278712357965341,0.060066219452577736,0.13245572123585617,0.17502227666365217,-0.005949037987104973,0.06617022420729037,0.14274923873833414,0.17270673637816283,0.04433545853283257,0.020873967764794284,0.0964773678044786,0.057312100124331335,-0.017156778640601483,0.12457965919201938,0.09254178877113944,0.03247692088640328,0.14190484803959305,0.08846687128515786,0.052992842704213436,0.092513311005545
HALLMARK_APICAL_SURFACE,0.04928158884139441,0.04621469991133082,0.031122485188386985,-0.0011969604640508769,0.16559455384822103,0.0683971744900912,0.040244259644903684,-0.14998498971810087,-0.08675002904100369,-0.001993781607532146,0.01345850614919396,0.07756209738287251,-0.009994783437397913,0.07855194365496362,0.0963418872111864,0.1196861275605912,0.10076049737018215,0.14348486826829016,0.04480422834120373,0.051005671676830365,0.07486663004483582
HALLMARK_APOPTOSIS,0.003192552505294526,0.022819951678304494,0.03710523547912111,0.07678103128875609,0.027252241949556336,-0.002193025475486732,-0.05416536488438113,-0.050034508029990155,0.03816652060870576,0.010225976888385594,-0.030297722259869844,0.022594319653545122,-0.060998022822314646,0.06437977572077969,0.026458723023935458,0.015983407522357013,-0.02591395417170044,-0.07153526896556003,-0.012868750806492028,-0.017823194869121275,0.015256356351083529
HALLMARK_BILE_ACID_METABOLISM,0.02619880716894044,0.02873115456578683,0.05857495748685628,0.08501663288444694,0.14679223440772057,0.02116843235727526,0.018033348568944754,0.09417252965232197,0.17327831074170139,0.01642009616449813,-0.023708034436429038,0.03551493749159758,0.01078104882917553,0.10193500240491331,0.08206002219987321,0.05180865393293969,0.048052644173873366,0.16901072455002125,0.01222479670273226,0.1262138004327942,0.08253482367292105
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03786162942665388,0.052815446025159085,0.060673711658747645,0.11263266449882312,0.09303092628720168,0.04952813149743608,0.017912383713621135,0.1414418359483429,0.14373391378690317,0.018032288230486374,-0.03117364329686578,0.10339492966617238,0.03391812368925147,-0.012550043129977297,0.1414247297862474,0.05185756152324267,0.0440369162106431,0.1243733879140106,0.043104649343388764,0.10756368984449183,0.07052234803029464
HALLMARK_COAGULATION,0.014132974847366494,0.003362380201559047,0.06020542731458686,0.07726568661835771,0.10321204996548419,-0.020555693183419117,-0.049370523508218335,0.07340522862590683,0.17885951678726766,0.05527971923128519,-0.053938761894780696,0.014556109853601722,0.034223549261008686,0.0852275764729757,0.05286121957425772,0.10622472124416263,0.08185406834042248,0.06883364052085165,-0.08420941253257114,-0.017136984419800223,0.13803017602456502
HALLMARK_COMPLEMENT,0.04689812902550774,0.0003307615101744482,0.09415788839893403,0.02874424131180885,0.0895386347123976,0.021425646116895968,0.008503058553887426,-0.045447632159370505,0.15868467214136345,0.012883802272321119,-0.0006073586169084408,0.0884961032168896,0.01830466473033821,0.05798750748121289,0.01569611458059939,0.06019497806634998,0.07066152244694324,0.05955857451844746,-0.031081823077446936,0.07951681753414132,0.058584579410180145
HALLMARK_DNA_REPAIR,0.020561765466086537,0.127798350023253,0.0562094338111375,0.15221963408886746,0.1392970690068253,0.03930329714842486,0.06436918653762681,0.15463830578810167,0.18093662840398939,0.01881579245767433,-0.012387156508165874,0.11681176308698739,0.09321700640490324,0.01868122205618242,0.16271606865472515,0.08422994289601403,0.07370244262998801,0.17452251461233206,0.12169808051791622,0.14734532716887513,0.05360530620426587
HALLMARK_E2F_TARGETS,0.03505625883481739,0.08985434551024561,0.02034006062699206,0.09074670487445585,0.11264714099779329,0.006587620028635192,0.030475248281253472,0.17925915761824904,0.18815770682917982,0.031171323665997796,0.0064036448428523565,0.07568269967254419,0.054128112947544625,-0.01688465093337042,0.11540276660100346,0.0739760568682577,0.1242649356735472,0.09132341283158547,0.06276924291329532,0.0829923653349125,0.0760475638109675
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.056290660894391206,0.07360566373654485,0.06434475517288592,0.026740742602666265,0.03130689254620805,-0.003406548180962316,0.018975701755320495,0.15295348503291767,0.17218114009810123,0.030697245260883382,-0.045919624918320384,-0.05449032991058933,0.18022160681547333,0.07566498380219563,0.06096963444172034,0.04252620643250534,0.04600041399912087,-0.05467735128071266,-0.07345738702182039,-0.05211797133228014,0.08851332591601628
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06931577393834419,0.09874589796827052,0.04285014001051109,0.0403597962226512,0.07010785941457186,-0.005936991007669225,0.012763852504586184,-0.027551051632017674,0.07950474341941476,0.020767318487684254,0.006672335508953557,-0.09380451740733219,-0.019488332078420736,-0.04875679946594163,0.08564926482753266,0.03484914772384981,0.014191968463109534,0.09843170353255275,0.07987949093934998,0.10803025660888887,0.09378885365947473
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.01516078043629765,0.006798403789384302,0.09348836093959789,0.05437791763519878,0.10835516016298474,-0.011954624554984342,0.05173485964364222,0.0019818276668037878,-0.06697591948507288,-0.01812958819046199,-0.004234563523690504,0.10845836962869992,0.06664825437149932,0.006807040087768458,0.0685616935411736,0.06573011552144159,0.08745618817935802,0.11557333611377213,-0.05527212776714734,0.0580776477321472,0.017790078401757285
HALLMARK_FATTY_ACID_METABOLISM,-0.08088446012529613,0.057137945131983385,0.05972479412758405,0.014690075157158552,-0.03618356653731367,0.029572361158001343,0.00505949628026426,0.008203218443326492,0.1229512572071178,0.026120152323315764,-0.006397630257483269,-0.05510279869695011,0.014759064173097634,-0.021204983635424838,0.1054977254514553,-0.023255748846723868,-0.003640874677479403,0.03480646639096707,0.051683292774299394,0.1005320640365743,0.0478725535586114
HALLMARK_G2M_CHECKPOINT,-0.011482795801906342,0.14373402776499106,0.05751707716834687,0.09309298452067458,0.1032044014210711,0.054211082618133455,0.08732671151278756,0.16969376886645382,0.18493885900488424,0.02648213927136724,0.022723595134131247,0.11178670707582276,0.08249293336731027,-0.04771819805549461,0.0826054347191625,0.07868814032920686,0.12476539776090606,0.09459244219348145,0.07089078906691389,0.08806013989870076,0.025038193028037538
HALLMARK_GLYCOLYSIS,0.03962223119267372,0.0854897087272813,0.04991904801799809,0.05309336673461434,0.13623397262977746,0.06246070741377533,0.11178868164225796,0.07754503908635074,0.16247436816054708,0.0032036636299966354,-0.007326169565186885,0.05677705885555164,0.03402836414437537,-0.04987140243196519,0.09596856998457992,0.06199696658066524,0.07507407716153172,0.11557246608070273,0.08519201674210947,0.11931704792168016,0.10866563568293877
