,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.051891033415515195,0.02489466233703342,0.030371847503129802,0.02679807583918513,0.05281491423822689,0.0752828135727956,0.018921876785975456,0.02275706936168519,0.08078880354367138,0.06879566799089086,0.1116387576189557,0.08431799976652316,0.0653701956539221
HALLMARK_ALLOGRAFT_REJECTION,0.029444943213052945,0.03410778994731178,0.03445918725637066,0.006446078546429349,0.04369911141509585,0.018915887767105226,-0.024040979236603907,-0.015342294323588043,0.08809056344376655,0.07646578526955307,0.060937220956041566,-0.038074156584167185,-0.013847564329310455
HALLMARK_ANDROGEN_RESPONSE,0.10811020397576249,0.036382841922072064,0.041955994589189305,-0.019551772465313314,0.02101264211866909,0.010682514440840587,0.0105185448877777,-0.011116160811868859,0.09630405082335546,0.07611515997434927,0.1290498267150482,0.0381249133153945,-0.015182573301588368
HALLMARK_ANGIOGENESIS,-0.012392839998787595,0.022662230966137023,-0.10662853492670459,0.01042082035746037,0.002635690849459916,-0.07981300091980059,0.05378476638583603,-0.048398233190996,-0.010040434157099033,-0.007933449697778608,0.04288832908712002,-0.06469218437371259,-0.07515974822948839
HALLMARK_APICAL_JUNCTION,0.06340127714558055,0.0450216135207613,-0.0048948809320662635,0.013831798142970789,0.04663712632130096,-0.01959111140768507,0.04847255360736658,-0.012239673294309212,0.10970863089099916,0.10039591429793145,0.1370376815781332,0.031687350035364645,0.013339250832593037
HALLMARK_APICAL_SURFACE,0.07648962760043179,0.02177859986438472,0.029271342693956696,0.03477176318742678,0.0035318102259068894,0.12246947649214061,0.034590053336008286,-0.027746109081750875,0.09186193194440778,0.06808507524359157,0.1485921467444053,0.004749222293830127,-0.019217695959654623
HALLMARK_APOPTOSIS,0.03622862275171693,0.004513530164973454,-0.031156199798631743,0.05971348562809779,0.009425292186988435,0.003103615130964756,0.009880837788536396,0.009236658869873687,-0.023949442201837687,0.00865814702028499,0.0053798735406305545,0.05563222350297947,-0.05363539318998669
HALLMARK_BILE_ACID_METABOLISM,-0.01901480834866426,0.023256686659262588,0.0021207703048648605,0.008256702138486574,-0.008365254864043962,-0.004482589116057744,0.00032557753972194164,-0.015421452294325996,-0.008277961605297377,0.03595209573228632,0.1146707752472855,0.02151885189667877,0.09635604267670034
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.033210138585380175,0.03225763431806794,0.047677408808394814,0.0067834042751986744,-0.02082520489830474,-0.10986884672976045,-0.0185158472100738,-0.021751534721324652,0.07419396361550892,0.05249031258090351,0.1120455982105225,0.07981851912838853,0.025916060341964146
HALLMARK_COAGULATION,0.09881289211403152,-0.011931214455379004,0.04278643730458075,-0.0022662458831758238,0.02132945513896718,-0.058469736105236716,0.027335484789302956,-0.035794585054097626,0.10885808760037836,0.09339569976644248,0.0929583013763108,0.030877775814337205,-0.06168374636376872
