,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.010444892747768992,0.048264595445019216,0.02594557690819814,0.07421427791634712,0.1882530493557598
HALLMARK_ALLOGRAFT_REJECTION,-0.016779905213788304,0.00832228647663278,0.08122182567104776,0.019730253880620652,-0.03833007742995463
HALLMARK_ANDROGEN_RESPONSE,0.08459848567332974,0.00941678026548687,0.10687491953385485,0.06616478213632612,0.09528222765335657
HALLMARK_ANGIOGENESIS,0.03360573915835259,-0.04929395804158578,0.05381569422388068,-0.0014196221285082303,-0.23578691321030718
HALLMARK_APICAL_JUNCTION,0.011702129122674215,0.05574550360531226,0.07242334063283613,0.07009803987212812,0.2638313434095096
HALLMARK_APICAL_SURFACE,-0.025457990147453424,0.06635876477832253,0.07362318422101545,0.0692629073882422,0.1079133671440259
HALLMARK_APOPTOSIS,0.08845045525507644,0.012634666658145428,0.06732419701941258,-0.020320692523297525,0.0679090815387805
HALLMARK_BILE_ACID_METABOLISM,0.0417930964803721,0.031474490342667166,0.010727092170523119,0.055417229466272366,0.004977130113503688
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02415023477828159,-0.053799429705715066,0.015096205422755261,0.006106073627847206,0.10339775921383312
HALLMARK_COAGULATION,0.07684976338774276,0.01133303202635573,0.10083799401664488,0.05191916940619062,-0.1568550967596938
HALLMARK_COMPLEMENT,0.0490792825224142,-0.01022744390868887,0.050365137917948825,0.05433918151436503,0.12170797218053309
HALLMARK_DNA_REPAIR,0.058124097932977674,0.04418418313501422,0.019775583958818795,0.027546016596470504,0.15908841700286583
HALLMARK_E2F_TARGETS,-0.006735735422865847,-0.009856740880904886,-0.006462590573128624,0.030918198763096906,0.13615352911737244
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.02989187413854491,0.01123106452382728,0.11427748997871214,0.05878115473288133,-0.014895878018621697
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.023308841307161317,0.07204772726126303,0.031063884155479463,0.036423322836383526,0.15036779595776137
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0068021285347069065,-0.04241654746080659,-0.008856027580735169,0.062161225941039705,0.08406974102158375
HALLMARK_FATTY_ACID_METABOLISM,0.0043403276884181954,-0.014846809688993262,0.014435833862024603,-0.024931402663395986,0.08352008203938678
HALLMARK_G2M_CHECKPOINT,0.07689184036814231,-0.02300033290114228,0.0016134472546703593,0.027754283075428977,0.12335425810273208
HALLMARK_GLYCOLYSIS,0.034162512806771475,-0.007947955863941461,0.03612927879417729,0.008004970844995091,0.18886807493045002
HALLMARK_HEDGEHOG_SIGNALING,0.04180636362055762,-0.017114039046852204,-0.01445272529407424,0.05641726564573916,0.24104616388099673
HALLMARK_HEME_METABOLISM,0.06303737088030445,0.03126885153566075,0.024164963056439236,-0.002287025408063877,0.10196066018773763
HALLMARK_HYPOXIA,0.008342233699452693,-0.023445151313730518,0.03263816013565466,-0.03659307898370564,0.14780784975399938
HALLMARK_IL2_STAT5_SIGNALING,0.042430931729023624,-0.05321006975915408,0.05840915190151422,0.029262467720071985,0.03648787573194368
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.006146326279726258,-0.017506259580013516,0.023001803908247718,0.046721886652084064,-0.08660431799539497
HALLMARK_INFLAMMATORY_RESPONSE,-0.015331639243485662,0.03526385096487548,0.02408142736439592,-0.059564840918900394,0.07919618084685456
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.044697217099903326,0.02187249587627437,0.05654087430925657,0.040956970138351055,-0.09076820673754876
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.020763416246229623,-0.001723537188387437,0.05087344301818103,-0.013777961501026639,0.11632870642200759
HALLMARK_KRAS_SIGNALING_DN,0.0916075205305955,0.010197914610920615,-0.010402315779689688,0.04654188904336122,0.2157095022254416
