,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.023362971713237174,0.026031546280531042,0.03599497611785943,0.10277092764039994,0.05726554746088403,0.09361228019822741,0.088082223759839,0.013140746740744856,0.08365088441836223,0.031234486988603153,0.013573202979695238,0.08232011076589697,0.21432596005434928,0.04532170806381322,0.1226413843126472,0.00397859331803623
HALLMARK_ALLOGRAFT_REJECTION,0.004425738297549984,0.04236396954654864,0.04234820707668911,0.024993090945322417,0.10757758138961115,0.13842748414522693,0.022443139326348446,-0.026522860641876374,-0.14482333838724123,-0.09938489377666977,0.008800706003606967,0.052289962963790675,0.12696429292096542,0.059643869171529425,0.09415463500583371,0.05166635468559858
HALLMARK_ANDROGEN_RESPONSE,0.005585180639497447,0.021862822880618284,0.00658923523729195,0.09976248912873827,0.16108858811805227,0.13096940907565363,0.020995030203425268,0.05044555545629815,-0.020107244270343067,-0.04448669089634488,0.08119232718089038,0.013538339041734094,0.20595224241360555,0.094666265246052,0.07966740925379534,0.06225419889684398
HALLMARK_ANGIOGENESIS,-0.07518892293530871,-0.05775234959776421,-0.056819890745431374,-0.06821047298016035,0.17664602312265043,0.13198658940654656,0.027217784420592948,-0.00978926335783242,-0.19626504406073256,-0.09010980585190569,-0.10243596756293172,-0.048481708546541165,-0.16432536003788314,0.07709901473224517,-0.07852306915742902,0.002236173237229375
HALLMARK_APICAL_JUNCTION,0.033979948454651146,0.05436484085188487,-0.030844731842583725,0.07122014430632816,0.19570219148407766,0.1265809305199994,0.0010996000628028886,0.00804350832266566,0.09429668455408947,-0.028213557024936428,0.037890090164376646,0.04794646921129516,0.1923521419658281,0.046019418132354654,0.0921770186771308,0.034177721939603854
HALLMARK_APICAL_SURFACE,0.04893793341614609,0.01984007004029915,-0.0013049889473092317,0.11021885206659329,-0.07145272818592477,-0.03722069132280092,0.049771883658844315,0.03290238310930096,0.10025509612344982,0.0072110524499147555,0.16522702630186673,0.009709220204686795,0.15640026304877527,0.04289498255493917,0.12153599229974774,0.06124925459440688
HALLMARK_APOPTOSIS,-0.006321755625580912,-0.020389060960371786,-0.004138060050016759,0.005138095881627368,-0.0753514639408004,0.052462572307095355,-0.013743678106325017,0.03268543442805174,0.013792819885518845,0.055526655302645125,0.01864047423840717,-0.055765391562861755,-0.0658847205461214,0.015041682348670404,0.0952771955344902,0.038769269714815174
HALLMARK_BILE_ACID_METABOLISM,0.03645187998847303,0.08162837036005448,-0.010445265957171775,0.05979546707327083,0.12399768867493888,0.11149868839448707,0.08421563214833705,-0.05337182070031854,0.01537606818740556,-0.03066577783123853,0.019769277212408242,0.055296503405142645,0.22672212457466134,0.07084398472284996,0.08982840866017397,0.0020795519396780357
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04945978809365265,0.017547835540019298,0.0009590790452304115,0.10110830338420325,0.19167091668803238,0.0711326813838747,-0.03606032641018869,0.023560343907464493,-0.09060858855375847,-0.046294042572961464,0.07426564740146063,0.037638462609921104,0.24303732510309758,-0.008692496931802294,0.09746344084103527,0.014793780431259264
HALLMARK_COAGULATION,0.008956230017350577,0.00011629276913060631,0.03447946342549775,0.017813440103795066,0.12765927908836164,0.14149746148423548,0.012261017950369234,-0.005437011915817589,-0.1493241744305731,-0.06536483559056235,0.06316252775329753,0.0205622162898387,0.13141328464706864,0.08581123260901781,0.0880397595843297,0.05123357454151352
