,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.061268184638904336,0.07407971684458979,-0.012880191360349026,0.028613056255497545,0.07387526538527549,0.10514907155361503,0.12286402801708148,-0.08632705526832944,0.0549587231287886,0.0315924076899436,0.17351239615716316,0.04287528362792271,0.08905483070382954,0.11092847927540136,0.07251341300307937,0.00997321116579701,0.038868186511689426,-0.0011186247082074254,0.06322540483835237,0.1382334217696164,0.09745875818232434
HALLMARK_ALLOGRAFT_REJECTION,0.06038718256313629,-0.03117483208460621,-0.03914756728951433,0.08506119622701233,0.05736706988694339,-0.039897868760844724,-0.17593247681799987,-0.22215851220441962,0.007558593237004294,-0.03050964187582356,-0.2909317970743266,-0.0010416927913740105,-0.06367973686826137,0.02881407970016937,0.0806484524025692,-0.025041136132960613,0.00704714532234801,-0.00941691115987509,0.2515779564339627,0.09704734807125771,-0.058785541112411285
HALLMARK_ANDROGEN_RESPONSE,-0.07716314742462985,0.07012122139190849,0.014042777063160173,0.045386092532931355,0.06887742489110739,0.03744214038986469,-0.05012870616376273,-0.22829492116809183,-0.048212878242273716,0.009426168766992503,-0.09382457039551309,0.09733329928049728,-0.06544459555781504,0.08059949367883777,0.07617457243584345,0.001986264242409566,-0.005837142493340541,-0.010040709158553344,0.2327290092234833,0.11131890972403065,-0.0008886330433533432
HALLMARK_ANGIOGENESIS,0.036039983735231415,-0.05907000729362831,0.05064437822145988,-0.0014447157380812219,0.005296876088186495,-0.07175919735084987,-0.11223814187723782,-0.2623559814412623,-0.15402459414265302,0.0004867044929498511,-0.25775539373970524,0.06720119749325368,-0.24149804619997833,0.09021446058955264,-0.034355693953849735,-0.05967498745129586,-0.09484537480630029,-0.015370534516235719,0.1862172139734016,-0.00965592473351596,-0.024968207748027195
HALLMARK_APICAL_JUNCTION,-0.040227995610817836,0.08940154277682179,-0.002447710785051598,0.07217275328313297,0.03862486501228557,0.05665311728493348,-0.03789280290481195,-0.19956615310857823,-0.09378984615757305,0.026958243087858567,0.10508963115179151,0.042093225793492194,-0.14309178066322015,0.16740089952816833,0.12293195521691032,-0.01207327423282551,-0.0059099698857125295,-0.039389674450238533,0.18245636644628155,0.09183826873812571,0.12325265648103363
HALLMARK_APICAL_SURFACE,0.06125707163083226,0.09373588881843928,0.044847566789006504,0.018661856092602604,-0.028643790054124735,0.07009383321535559,0.19099336139822815,0.16631999776470935,0.12062468790459632,0.047111158172895615,0.16192714445871953,0.005578827040611358,-0.036032447884863913,0.1280867174170089,0.04235667686462803,-0.026765479560854014,-0.05330631992122857,0.03912031351397506,0.19142090969050884,0.15416521481474768,0.12768280494237771
HALLMARK_APOPTOSIS,-0.037502604092606105,-0.05336425084768793,-0.01833201877769747,0.016786964134431124,0.017358178280860535,-0.07713816166016728,0.0742915181677088,-0.05832639728274293,-0.10245462873649636,0.026719680236317628,-0.030875894722543148,0.02896032616537711,0.1420445766295971,-0.0782868961027903,-0.017501802200129982,0.035257009816547516,0.02074410278846474,-0.01751527235481875,0.16790364215757694,0.054073547855097305,0.05831671251883488
HALLMARK_BILE_ACID_METABOLISM,-0.05884816496599557,0.06926018779243348,0.014342899630755733,0.0008402556356321957,0.00481807489805478,0.08816802610715385,-0.0073600892846927635,-0.25899864692218005,-0.10501401543799577,0.02618027299405845,-0.049229434185538365,-0.013404566299972262,-0.046325274815559044,0.17718995542656535,0.10185637564253229,-0.06014848134544108,-0.004046522512580856,-0.060861782212427204,-0.02828272448519864,0.07872292103806143,0.10890693822692274
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03506055407397994,0.03163550373084962,-0.02733081008934766,0.07525221397154168,-0.029520851214778994,0.13842714438819784,-0.10377545260791671,-0.21144241097912228,-0.14144993146808826,0.01700336472632799,-0.21965291999633582,0.011366499934401853,-0.15630427218333465,0.09760475177106132,0.07253141870520773,-0.020233171255205334,0.044958578929652396,-0.03666378586800066,-0.05888208622053927,-0.019042821302479238,0.1590450007328465
HALLMARK_COAGULATION,0.09025190948631714,0.007573581184587811,0.035865569868730025,0.018296476049883614,0.0014635616671888677,0.019768003727107786,-0.18887487978903075,-0.2829862813887988,-0.054156703995473336,-0.06520131003375676,-0.26941906014782474,0.05635054334118331,-0.14114070861261094,0.10003631957985894,0.06987457030472456,0.0050738929428734815,-0.00044430837879230246,-0.08600049318485134,0.2736181663505989,0.02183514318266379,0.04623569839729419
