,MGH258,UKF243,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05316142194808795,-0.06152994957745826,0.020037183998645385,0.027975391914916967,0.13606524605805018,0.04325782052400763,0.038363575978786826,0.006893898007455124,0.036868999911447306,0.04395481335330395,0.04783965721393388,0.03565752205364534,0.08418860633139465,-0.08359131851261352,0.08585400876997244,0.1292488731232187,-0.031492492504478685,-0.015206354730723284,0.006589124556584089,0.07640045216015331,0.07645946687799539
HALLMARK_ALLOGRAFT_REJECTION,-0.054061061913926324,0.05690343645921995,0.007647530242919019,0.008149818080570843,0.05881415706445507,-0.01669728941775258,0.10653701011203544,0.009930830407496509,0.07787272385767685,0.00872481923967923,0.0051514290917579735,-0.017413304048220203,0.01724000956667238,0.002682585770027154,0.10306740656431924,0.026963945751834896,0.049841992418515016,-0.08076286989973794,1.2848295395273207e-05,0.04773583812870832,-0.007380181748244198
HALLMARK_ANDROGEN_RESPONSE,0.06678731642088014,-0.01603617353821069,0.06602761150673196,0.031952705730280695,-0.030572880732598572,-0.011269647911714592,0.03325819579527657,0.028219771417525144,0.07797489269485429,0.02766089956673432,0.037229908240723315,0.007465960398014596,0.009326325262179823,-0.07798842123088469,0.023673878027011944,0.07429407742910157,0.014613360872834054,-0.020776402588968516,0.013506287451934305,0.15607918607825258,0.07311540047004604
HALLMARK_ANGIOGENESIS,-0.0204276643044671,0.10722147061170706,0.0006991057583633477,-0.02199466007488339,-0.07311914042220408,-0.06272982765274147,0.09710936166933268,-0.060404269762624044,0.08093119347320564,0.005581172627593146,0.011560915306554573,-0.027608976932137146,0.02973514225665568,0.027342857770770862,-0.01493877477867888,-0.006927122646272673,-0.0007826031655144059,0.005253277726712894,0.011645488153130752,0.09628840132528801,0.03154515054469209
HALLMARK_APICAL_JUNCTION,0.04731249338365668,-0.048820183725852825,0.0437595817296198,0.05011121940090515,0.050349394889144944,-0.026829192034383657,0.13065453587490944,0.0050510383304384395,0.030965019847631926,0.05004170714499902,0.02510986417022127,0.023694176008162874,0.08530232196827256,-0.052328929144013,0.03429126650971825,0.13025211864874062,-0.051671003852669976,0.09392700460319076,0.04221963427092997,0.15652703279699298,0.06710355013915931
HALLMARK_APICAL_SURFACE,0.009348140708191085,-0.010972987253458247,0.013135442992927956,0.015188514038556075,0.05833709998525691,-0.003957599290418876,0.005381490193917468,0.09682061895703552,-0.07375362586323186,-0.011793415842465906,0.05116622565593553,-0.005121586678812001,0.050268735750708234,-0.038764652603657204,0.021949472329718347,0.17252948682950348,0.026285409817539632,0.019634879753528057,0.009426716360326177,0.14805190640919533,0.01527248018230938
HALLMARK_APOPTOSIS,0.029183744381624355,0.0027592901283190543,0.027712916117580057,0.022612260285842258,-0.10931028092334248,-0.011748368711227792,0.07192180517915278,0.04195000258294054,0.0023904087155396823,0.0605835632392736,-0.03206976766290842,0.06034495397567431,0.06337004203896138,0.045783813570405216,0.06012784216353344,-0.0188646391921118,-0.03266071024031845,-0.032355276042971184,-0.06060886723209031,-0.012088950440139164,0.007953786480468692
HALLMARK_BILE_ACID_METABOLISM,0.038365173332823244,-0.03300705941356378,-0.026585140248198816,0.05775943791119226,0.073922438085931,0.03696753848534129,0.08698129551974282,0.037790759949825364,0.0751715778391563,-0.008147596039843955,0.01651152771092634,0.004378996230434362,0.045957715606188776,-0.03569449598833119,0.00959671063867844,0.13135958166831585,0.019942380212553863,-0.045509402840890285,-0.028344305806666005,0.00680502148351045,0.1520176069246833
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.039430119707026146,-0.05009074160168806,0.022599385465601366,-0.025925817901528567,0.08761639345158076,-0.005155425206673687,0.004713917109412626,-0.018843713466968053,0.0783917203038542,0.03607486064526092,0.03328555714479679,0.054672417592469984,0.04882477062192912,-0.018038179880803043,0.012591817427256562,0.16856216992966794,-0.005210972950679262,0.03356651015292341,0.030902913317649782,0.023525166131444085,0.12868866067878945
HALLMARK_COAGULATION,0.024252313145805563,-0.055528659756069125,0.03192697206718659,0.04680343669327707,-0.051212809965164974,-0.01722869890511434,0.09397941251189085,0.05085318020159902,0.12429620047226685,0.016497954934108123,0.02226990372265632,-0.022083919538504505,0.06495475107871852,0.0003402462601339689,0.08330338390766519,0.10074207250530544,-0.046379712197837035,-0.11979979878570882,0.08364684399076627,0.15772227797583793,0.025108504826960955
