,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.06405567200259307,0.034826568541233276,-0.002240252407030598,0.02709791969645502,0.06650054283933932,0.05488418324706135,0.006704870539078258,0.10488838078297093,0.03696915141061934,0.043021262357395326,-0.014545066809092913,-0.022613108523822686,0.13192904265805344,0.06171458927573811,0.12721734430374432,0.07562016747113577,0.009678098894749429,0.23185339744455027,0.12055324734947952
HALLMARK_ALLOGRAFT_REJECTION,-0.08385369689521067,0.020762364426832096,-0.00589665270772106,0.07394481380861603,0.04128391798316634,0.01802415062105434,0.0041851246113768685,0.10579155449689091,-0.013250725719804258,0.09230010854947222,0.003153900898910129,-0.02467925548803166,0.06482959093074034,0.09270951830789004,0.08035352972025644,0.059805381631890975,-0.010133058784707272,0.06364457083686328,0.012290535872235697
HALLMARK_ANDROGEN_RESPONSE,0.13736452609453814,0.08400457561382683,-0.028788558940302033,0.0771635790500565,0.05349739652871456,0.007830395049110896,-0.008539807535202256,0.0707893405944962,0.009582392385056206,0.07244237496011566,-0.08714866265668259,0.03678833387541999,0.08122833147562053,0.07804646613634479,0.1066164299748955,0.0940673490691911,0.031432513999823906,0.04236774282336807,0.06796622119631475
HALLMARK_ANGIOGENESIS,0.010705421918235872,0.0555923360462711,-0.08528637658485128,0.003983212790550571,0.09050824939857091,-0.0324754406023431,0.046985997489292525,0.07764006227573562,-0.010878130285040285,0.08418581520238891,-0.1365801495086484,0.002580753570757225,0.021859956173917314,0.0623188915517693,-0.025528419750895023,0.11435952484031817,-0.0369115925061504,-0.18329725433710248,-0.05380489887302783
HALLMARK_APICAL_JUNCTION,0.11850958002583505,0.03179434642299654,-0.007032440562311836,0.0650315882063187,0.08444798137519681,-0.014986566981990808,-0.03350729249389928,0.09080290425511305,0.0008796774599814093,0.062083897774787164,-0.026071879848919028,0.04439467143961347,0.09373938213618355,0.09188296366724157,0.12386795278655895,0.06291491162115538,0.04925953975010969,0.1233288585316299,0.0391432555301251
HALLMARK_APICAL_SURFACE,0.13804526510420947,0.0007231493525012682,-0.05463604377275532,0.03808568147249453,0.08431042943613964,-0.06049435865371701,0.04294952864393702,-0.03125530051647212,-0.017376805904427195,0.027307097341248015,0.0018295930337218801,-0.02144321877227568,0.1243952448699638,0.0947907094804082,0.12616123006628832,0.010626357991929422,-0.00989440023826505,0.009540299387233258,-0.002858922358617441
HALLMARK_APOPTOSIS,0.04491506830841166,-0.05925861105306081,0.01846981674053435,0.034635447950824905,-0.07328134333085819,-0.0056561377764294315,-0.059182493219306194,0.014699366014488147,-0.024081635035157707,0.026153793734026844,0.00127599262851887,-0.012613066773271935,0.045739893228786015,-0.006409585994295704,-0.07271319838741042,0.0525758637742367,-0.023702545613843735,0.05111163012673663,-0.07222521050418179
HALLMARK_BILE_ACID_METABOLISM,0.050720752295113525,0.039934735091987854,-0.03990164062301512,-0.022000579737866833,0.022223663616624707,-0.006098996793252281,0.05489505133184582,0.06686517845618607,0.03984623081423657,-0.0027405794656623203,0.02992216186694197,-0.06023122161168739,0.110989447899579,0.09760387039891692,0.0996225616235319,0.024345922211446807,0.007424695114752741,0.24782288600428842,0.15519061250692814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10157882777045142,0.03439413612082975,-0.008892769998908694,0.0645849707797315,0.03639495513238505,0.028894065402631956,0.03203734027061949,0.07084968518446508,0.004786042768613704,-0.016347656511288094,-0.013746416881478766,0.008540135644868864,0.0993518145174409,0.08552254652591133,0.1252254106965363,0.019831937696273103,0.011424988617861388,0.2048514012461763,0.11216473474302775
HALLMARK_COAGULATION,-0.08891025735129776,-0.03642919913019643,-0.03218265517885158,0.008486097769683244,-0.030412615358867103,-0.05045932273115556,-0.07326660620432444,0.08402389439246717,0.03329355429532873,0.06581165164927023,-0.05891561828525453,0.01037067719317124,0.1076755196899257,0.08290856888400285,0.08590647773158386,0.05797883575008898,-0.0798416015754058,0.015061911539102423,-0.03228313407789351
HALLMARK_COMPLEMENT,-0.059765605870217474,0.003980931052988261,-0.04748255309735166,0.04204078642205258,0.05477426645584784,0.015727944470021637,-0.08222716357104798,0.11789408887328377,0.009077170224064526,0.050262737627586374,-0.040774337201707644,0.011839822143188444,0.14820221136213577,0.07983414727612514,0.07234983217512057,0.11112911438462617,-0.007723607314728102,0.18431009882303354,0.075633836574566
