,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.012206049443669575,0.0017845694517063105,0.0354643236678132,0.02736334430073748,0.08207874185822144,-0.0473122753696022,0.03307785269924337,0.07040811880523794,0.04038031014841007,0.006776219125201747,0.02968966095594
HALLMARK_ALLOGRAFT_REJECTION,0.0746473609841658,-0.04118779713443195,0.040464897492552006,0.01060102017958654,-0.01962635032158404,-0.08443206933958347,0.024193451869439504,-0.01854905630233634,0.011318603706897584,0.06553070386483881,-0.023204355375083658
HALLMARK_ANDROGEN_RESPONSE,0.03243892220316969,0.01725460403354317,0.0062285499340371435,0.13550259769644168,0.02003917090354941,-0.078640098330206,0.019123917256776573,0.014298071776769597,-0.014560355808869802,0.01952706110609973,-0.014298353124736667
HALLMARK_ANGIOGENESIS,-0.05077462305114487,-0.11880403245122835,-0.05008300748449327,-0.0949326354211505,-0.05171402662456697,-0.09465092164466671,0.060241490775443746,-0.07610150905402864,-0.0025924635618348245,0.07377546900973321,-0.09849674309726009
HALLMARK_APICAL_JUNCTION,0.05202127229785337,0.09400076675024469,0.019509113178610253,-0.03376347262441137,0.0385847264004281,-0.03806245853964917,0.05676813038490929,0.031038068867108522,0.034775446659556654,0.03378063813494549,0.0367485629187555
HALLMARK_APICAL_SURFACE,0.05678681426131646,0.060960046428730645,-0.0114702268914838,0.010751370086756687,0.04229421738451554,0.09509485264516455,-0.0405933906338543,0.07057904584043839,-0.012795631181181311,0.014460751039383398,0.02261143320351565
HALLMARK_APOPTOSIS,0.008600436806636339,-0.021474014903042998,0.0011376416410139752,0.036464344264422806,0.08391220373879413,0.0003162709581254629,0.027501686744859206,0.0006110891479557718,0.044258197414668646,0.06413928731294934,0.10991284268229724
HALLMARK_BILE_ACID_METABOLISM,0.028119855237118522,0.038208137549374126,-0.014584656433265012,-0.026293271309231588,0.030582630796241208,-0.06696057892067907,0.03999772151559373,0.02782431060541455,-0.02050665335558639,-0.01925194456807425,-0.01924720543179974
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.007851743839318314,0.014473759625209208,-0.031386492088457056,-0.019442796486571805,0.015781661992945704,-0.04530643593531742,0.0009597776931559094,-0.016887833635352983,-0.017694037794256594,-0.029996668418011366,0.0017628642924456546
HALLMARK_COAGULATION,0.057115609608602756,-0.024130512461454708,0.03169538899042739,0.024716052628573657,-0.002081866211557869,-0.06858536059526939,0.03624911063582378,-0.04577094025784232,0.017290124535579068,0.07904160183344967,0.05555519943671236
HALLMARK_COMPLEMENT,0.03974551222340451,-0.029724393573627893,0.057499547165189305,0.0740451928353833,0.039384225321389646,-0.0401957479146312,0.02411201690858643,-0.015504459120019715,0.009698773856419362,-0.02098842600077923,0.03144431364843633
HALLMARK_DNA_REPAIR,0.04516496053437403,0.055726689258730644,-0.012520341532701495,0.0977371718411971,0.07694016620154587,-0.08607156316380767,0.018546421033754153,0.07740750847159727,0.033535454145635586,-0.01993716952434801,-0.01974943915361149
HALLMARK_E2F_TARGETS,0.06197438846520542,0.0851852505026049,0.015099148935220855,0.03466520415631014,0.0026356642920266652,-0.05277598327015208,0.03075521520488242,0.1137487768920475,0.02598009489361734,-0.03807914285966441,-0.020517714279769016
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.014304880142619884,-0.006977431678306145,-0.031016813458827064,-0.05622428595963844,0.007825592844570253,-0.04806207918244781,0.032689592724400245,-0.03029305031386074,0.009047318376807625,0.1192695002801824,-0.011349912871575748
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005316021699100635,-0.050362042592917794,0.01631094877816232,0.07689087475877047,0.07721057968353094,0.03967839455628874,-0.03708821833745604,0.12557027906582263,0.01803853059100922,0.05008158605933858,0.013484410136075979
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04783956448045283,0.08181913763483505,0.04056832091906714,0.07530283995683258,0.03976476107225607,0.04284726502319048,-0.00748562413187965,-0.050635203792622326,0.04443712698448273,-0.01795963298547938,0.02825234453987064
HALLMARK_FATTY_ACID_METABOLISM,-0.013258592282716771,-0.030841386847698483,-0.04566385947642499,-0.0068403572668015505,0.05536639395527549,-0.03870846583451577,-0.0023166145398021754,0.060024009625402025,-0.04099249184661515,-0.03314241798866676,0.019934153918525006
HALLMARK_G2M_CHECKPOINT,0.044247306755613766,0.04196273595091301,-0.00452132646222877,-0.028498436268872013,-0.015291532858626947,-0.08838298856503948,0.02078082037598959,-0.027620822690457566,0.03313486849671596,-0.01885118130966899,-0.042071937255696586
HALLMARK_GLYCOLYSIS,-0.05608766710947831,0.08859642452205471,-0.020445506155063096,0.048495003029394336,0.08973615316341464,-0.007764621927556313,-0.014762412942203408,0.08107830332380937,-0.029414584814855028,0.007626936603545302,0.014693024134001463
HALLMARK_HEDGEHOG_SIGNALING,-0.005581574083377953,0.029662914413255827,0.023042700626865063,0.06218176481099832,0.07529497142551315,0.05214459754216125,-0.020648593896559687,0.08526219483454706,0.13666494340537372,-0.024044660747058112,0.08325100002725688
HALLMARK_HEME_METABOLISM,0.021375822766191564,0.038551442241364316,0.03914202294680823,0.0983862555455658,0.08933140949420643,-0.050257534749482205,0.021366864683298657,0.1068094335255159,0.022624887271427516,-0.013584686112195661,-0.0178283622964733
HALLMARK_HYPOXIA,-0.0934883007634468,-0.041290147672867476,-0.058693115560392486,0.0037400831754604656,0.030471261485320412,0.0905129087646564,-0.026935319534598105,0.051196635175274806,0.013710090287706372,0.00743837295228724,-0.12522136243029816
HALLMARK_IL2_STAT5_SIGNALING,0.037749228378823683,-0.013441462289912349,0.0015482619960376176,0.0303775399965358,0.08429234483911201,-0.07669593317327317,0.017628624804500923,0.0005320830597754197,-0.026608398195577504,-0.017178069349717093,-0.0034445282430688117
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.027135308951876505,-0.021071076014640058,0.005313636917828669,-0.04854542781008709,-0.05962954744260246,-0.049134483423643634,0.011969209957122093,-0.038355188012533,-0.035646556328243574,-0.0018803574244697734,-0.03357865078560989
HALLMARK_INFLAMMATORY_RESPONSE,-0.027442551207194018,0.037043758779112784,0.019239182376060475,0.049670810883135116,0.037360039837964584,-0.06101412530777011,-0.02438518960380989,0.08398576804856067,0.05273676073165572,0.028698531634742463,-0.04037700754541895
