,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.08137642431944064,0.14073519640986268,-0.02878679653429355,-0.002405237460391723,0.007581949408048701,0.044901221284771815,0.04170375482157446,0.10961021632433512,0.03061030929273356,0.06034877678194577,0.027710066687159862,0.09010690584833808,0.18838720067338924,0.1072562601050656,0.16803667355255583,0.1220269519721178,0.2763133477633375,0.1049292022207019,0.11846642370843465,0.028111793113640725
HALLMARK_ALLOGRAFT_REJECTION,-0.04793734687576679,-0.00975837706598206,-0.03388161538740654,0.01957163240323466,0.024707045296567344,0.02406158659455408,0.05216941788203086,0.08311293092222594,0.06755067137019276,-0.05457039366689878,-0.010046127145696688,-0.0038669185278584007,0.10513525401484819,0.05144939049480661,-0.04857712712526065,0.049236655308814534,0.14168845675034472,0.0482321806667581,0.050164303905879185,-0.008860981991194944
HALLMARK_ANDROGEN_RESPONSE,0.02020112522583815,0.08306536353893791,-0.03827985863795308,0.015402455915694443,0.0343384903306371,0.0860034008383582,0.04335508989407879,0.060326794897980075,0.044173348026920904,0.07396499334151636,0.02231043528755984,0.012378719729038737,0.19216335530010412,0.07650531826620077,0.024255329484912085,0.11466482001830162,0.22571657860314298,0.08366202218421284,-0.01177821546559895,0.02343874972290447
HALLMARK_ANGIOGENESIS,-0.02594923648923512,-0.027463513052961203,-0.06578556258856917,0.007792463985755466,-0.0695455111362446,-0.03411822401389289,0.03826625540594853,0.07021254729088577,-0.05053316295211509,0.044361221063470395,0.002406524373879616,-0.09832286612980407,0.15323406903471842,-0.141768149136752,0.016160916585782094,-0.013273281411441852,-0.16316674528621547,0.0917301184545749,-0.006804556592802588,-0.049719810111095906
HALLMARK_APICAL_JUNCTION,0.050920428992761904,0.1056680231559135,-0.0156328439618811,0.02321637402275418,0.04555736189674314,0.024787920317223374,0.06324993220967343,0.07938348343410259,0.010805440090779907,0.043551181669138135,0.010963577298920243,0.02593783700343174,0.18245932913582835,0.0872790289218658,0.09548905399137719,0.1303383777165834,0.24711687698242757,0.1154337380461032,-0.0005860549902314958,0.020443172218299225
HALLMARK_APICAL_SURFACE,0.021971300029094695,0.12214522621449177,-0.02093592777584018,-0.045413861352458756,0.06929068547902983,-0.011197021872108054,0.023540059601469775,0.012858447198419566,0.04168224523262606,0.06237029398592767,0.02862495855244928,0.07117849915035533,0.13256785906973406,0.14445907880888598,-0.010342210247077563,0.09699307251238505,0.24546516174219318,0.06787643561524166,0.02891890032017976,-0.01868391998560927
HALLMARK_APOPTOSIS,0.02881868721472766,0.006412321392618199,0.03744750998994076,-0.017965039432868247,-0.007630390397801764,-0.0013582781637823458,-0.01072170533350018,0.0312377823099806,0.006853332402670794,0.03377716590338441,0.01673855552421247,0.07620646767616407,0.03652343247353586,0.028486816380216693,0.07895925149759837,-0.09295612842666504,-0.08821206207676538,0.02820812719860952,0.06129015518295415,0.04047991463634675
HALLMARK_BILE_ACID_METABOLISM,0.000849904344831597,0.14630922311906527,-0.0006340929779325608,0.003360065800103845,0.057361070296918795,0.022200262766640767,0.06116627303729372,0.09660589135313623,-0.0030734169348512674,0.03394922449190231,0.046360990013610194,0.01570467494629794,0.09781074149011874,0.1763214051211717,0.09857388062014662,0.12274994450593339,0.280734529968599,0.1054748034644672,0.04453917722845387,0.04896879716303317
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.04958006521769759,0.12469584474879912,0.03171107169440382,-0.017336978918453337,0.033804045652860756,0.068096507695713,0.07429286830696608,0.05352689699377851,0.0007543081551260005,0.0789190864784365,0.011579292190325084,0.00028246830691174696,0.13505259148690507,0.06737565685619129,0.019675685930014265,0.12064160299505076,0.2732356331830343,0.08671205765412593,0.02183957085018099,0.04881561926667561
HALLMARK_COAGULATION,-0.017004547428911294,0.09974285924284765,-0.0011344939409774683,-0.023169592020392822,0.04576720831129234,0.03732381587362538,0.029453532365829094,0.08048012286207717,0.06308357416853337,0.08229051095109759,0.0225942413909641,0.006601892242766032,0.0896331676751427,0.08224902881715149,0.031771160564851395,0.08529775695803195,0.1590699607491295,0.0823637532093116,0.011352424311686654,-0.004186523748546612
