,UKF248,UKF251,UKF259,UKF275,UKF304,UKF313,ZH8811Abulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.03692216148212877,0.07054981501576484,-0.0005949921870034491,-0.06868255464687976,-0.1302847032671824,0.04530199187211246,-0.01405589440266309,0.07156533339849537,-0.12152378803263775,-0.10458496561379238
HALLMARK_ALLOGRAFT_REJECTION,0.08448636604136754,0.07070981434125735,0.017968271199397354,-0.0548953042495874,0.1727841425362902,0.01496126261127885,-0.027388938088138824,0.07489799741707748,0.1289437568848188,0.17358758534121896
HALLMARK_ANDROGEN_RESPONSE,-0.0020355831750696086,0.008727080020830448,-0.04313024205002487,-0.04523120319170086,-0.009794435593264655,0.05272232226027479,0.05787308417821454,0.029228295582528048,-0.09907660986617411,-0.15539063932765995
HALLMARK_ANGIOGENESIS,-0.07328863405309748,0.007440413139172451,0.09440152436518644,0.07176079380172563,0.10374660415792128,-0.06408722524262014,0.1203370210516788,0.0001896845167790367,0.11246429162984463,-0.41342705132955637
HALLMARK_APICAL_JUNCTION,0.1112505558784674,0.078258117000797,-0.025372506209377633,0.07526424347448532,0.017517559347816392,0.021210564497252903,0.08625731570796312,-0.045737450295688646,-0.11375552488954008,-0.17983989972714765
HALLMARK_APICAL_SURFACE,-0.022238013323076556,-0.030062139681028513,0.03280972957973113,-0.08963339234375448,-0.1391315810257915,8.683932891934428e-05,0.03138018763863948,-0.009344318343543349,-0.022241717151328284,0.09050997355819407
HALLMARK_APOPTOSIS,0.015353982929693791,-0.011470461727554681,0.02510562172091695,-0.03205730939379499,0.052844809492263715,0.07126329422734091,0.11426699029073868,0.09276942344324161,0.1301076759873511,0.14166234557878202
HALLMARK_BILE_ACID_METABOLISM,-0.030487932977191472,0.004171464594652296,-0.032029011638193716,0.08397638612433221,-0.07817417024209007,0.0810206455759883,0.0774766925240983,-0.02109313644343361,-0.11586115701938847,-0.1992175526985405
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011794742345775197,0.09511886894325929,-0.06543972081220893,0.10831173714321898,-0.022284719852516326,0.05173576816478248,0.025683853479226828,-0.04379044917230046,-0.29247095492323016,-0.2401134575291599
HALLMARK_COAGULATION,0.12189164079192802,0.03486789899628289,0.03775788371606587,0.07047143062409769,0.09649174665611751,-0.061809344990374035,0.08694232700540717,0.053951715965344864,0.11921207977571019,-0.023258749415798946
HALLMARK_COMPLEMENT,-0.04022302219099279,0.0626018492444042,0.046873018857695826,0.04020676707564048,0.05568813983402192,0.023916725426885374,0.08087562030641572,0.14690450097906219,-0.21966885640931627,-0.058203823294318766
HALLMARK_DNA_REPAIR,0.01879767477077936,0.08491217364077543,-0.043749527589735944,0.010076527738911859,-0.028687415549517304,0.07253803458808825,0.049068029653587496,0.015610705532607771,-0.23266563414337407,-0.339077958257311
HALLMARK_E2F_TARGETS,0.017836373092839437,0.03610250299822175,-0.045430564847564685,0.08566225789850392,-0.08133542371176054,-0.02847103633356519,0.07986233645151006,-0.060340419250653685,-0.22534657401626632,-0.24455071625655628
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09142348790202384,0.04433887489088461,0.12370987745285335,0.07789008957291343,0.04869685383747065,-0.13971578264435044,0.26965465768628394,0.04062322230546091,0.11297431286600196,-0.32336444221827615
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.0011894156226158964,0.010491435805627317,-0.053263672967199256,-0.01607111858910206,-0.18557114019933185,-0.10846155340446614,0.16473043027674766,0.022271292743016098,-0.12422608887009257,-0.274179271393972
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05163281164120719,0.034321075521767254,0.02674549674717593,-0.07010306919191116,0.14141222411405838,0.0720518997110395,-0.009725561031917015,0.1354803907887425,-0.2522962030397181,0.007868782065131457
HALLMARK_FATTY_ACID_METABOLISM,-0.02971887857155326,0.02657702038308486,0.009172145295315107,-0.021578918487398215,0.0037861448529843324,-0.08454677518720109,0.17715750550915282,-0.03683565687464573,-0.22104165507000847,-0.20563410792602824
HALLMARK_G2M_CHECKPOINT,-0.02880152633237435,0.06859088446506711,-0.017328885601489895,0.11453983961642564,-0.014169298022326379,0.05688838520780478,0.13581537178182626,-0.02418697730357163,-0.31384668828168855,-0.4499854575267633
HALLMARK_GLYCOLYSIS,-0.08980036208777013,0.017169249863115986,-0.07731936723895862,0.10800742053924135,-0.09511706470609743,-0.07585011299077159,0.18018854299257883,-0.008780999699971462,-0.29874501810936044,-0.19733873713618788
HALLMARK_HEDGEHOG_SIGNALING,-0.042434315085916385,0.003964247723754979,-0.1152284862238282,-0.09118104376206176,-0.18378489368938455,-0.029834001902459106,0.1322669462858489,-0.02487002699281264,-0.36949668806520475,0.2830211147294513
HALLMARK_HEME_METABOLISM,0.026113441095666396,0.01788627493313191,-0.02419876011023967,-0.04683344802929549,-0.1334537842432692,0.013668945782236718,0.043187301647822134,0.06979729157028265,-0.19826597442338784,0.04013938447346303
HALLMARK_HYPOXIA,-0.07946388688353251,-0.016349022376866716,0.015683947313661448,0.01679468679168543,0.026408992982089236,-0.06424301339056572,0.17462057388301938,0.045539241141767516,-0.3350116846775036,-0.5825778344089085
HALLMARK_IL2_STAT5_SIGNALING,0.011288967683480415,0.044096279125064086,0.0008868854528429255,0.07977529360965938,-0.09056688113375763,-0.033237095477053606,0.07390612719755658,0.03415835545322406,-0.2627162935814775,-0.30621848708788246
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.024147354035579462,0.0375861507173673,0.012268712659332303,0.07642152119084691,0.12503771252812987,0.04854086672310092,0.07531736473020398,-0.021669780848466623,-0.2041635377107975,-0.39600247597394256
HALLMARK_INFLAMMATORY_RESPONSE,0.054107600107682154,0.039361468734846985,0.03093210396949797,0.08372858941571298,-0.19865634903815188,0.02375913495324524,0.16357663705402106,-0.012279797887998824,-0.03519133721141924,-0.29058630246586103
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.08045156901613947,0.1192913734313084,-0.005592366519314222,-0.0794327607609857,0.08624563848732489,0.06799145486974129,0.0005199004407982439,0.053092835262760874,-0.0057313300632134455,0.1541495591235326
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01553878299288418,0.06781414166539043,0.041427144088485614,0.02977502757018791,0.17564270742378266,0.09486857079550544,0.15741935121060968,0.027467109421291443,0.06412751230308339,-0.40236513315620176
HALLMARK_KRAS_SIGNALING_DN,-0.016329599697508787,0.051067714032677396,-0.03516400099297776,-0.015477641091080971,-0.1819276427868842,0.09904960609343907,0.049196192995656814,0.12981556251526305,-0.14595099091277508,0.184348442810511
HALLMARK_KRAS_SIGNALING_UP,-0.06653805705630195,0.0756647907254218,-0.020075081615348957,-0.06076038709362545,-0.1677103637866382,0.05178796734001182,-0.0027968725844404476,0.02177118032855399,-0.014922709581253702,0.20326156258549946
HALLMARK_MITOTIC_SPINDLE,0.03568546244290839,0.07164391891524491,-0.08785806069733289,0.054225951609780255,-0.16096816249920187,0.017721246781507695,0.10552806641774685,0.025028270479312106,-0.16639947221426768,-0.04709275211409179
HALLMARK_MTORC1_SIGNALING,-0.08128612330709993,0.04232303212032606,-0.012847434819223498,0.05215613432041084,-0.14141940841945386,-0.11585527521488707,0.2224665445784918,0.011763198792112583,-0.34694777700152546,-0.43594926572966786
HALLMARK_MYC_TARGETS_V1,0.016758995596863977,0.07288718437431316,-0.011810270217575056,0.016052491299341765,-0.05538721948645246,0.03433447743166919,-0.04462983064412651,-0.022965134589687675,-0.3705639820355233,-0.42221610026120077
HALLMARK_MYC_TARGETS_V2,0.034341196896734386,0.014192303814469743,-0.0073063828116824775,-0.021580063159473487,0.06106920957598353,0.012978280315258028,0.07259256219972898,0.019284803119682628,-0.13216239164208227,-0.3280689515302348
HALLMARK_MYOGENESIS,0.12409351164963778,0.02928883559800411,0.07275977995901609,-0.06352947245200746,-0.1553920301154917,-0.06835639775636848,0.006749219289806563,0.017239380330725945,0.10976330121441699,0.34361371370878646
HALLMARK_NOTCH_SIGNALING,0.0254204701091043,0.05799319466115481,-0.08520121061121667,-0.06593392553700232,-0.06230793973991012,0.08300240735768147,-0.0009708250524790594,-0.02198596633364969,-0.24573660333201844,-0.26640834576190525
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.001373547186330689,0.0544092144054372,-0.007379574841147035,0.02161346423172484,-0.1007215342994472,0.032037530151368246,-0.0703423883759456,0.04562817174961719,-0.2851671258243365,-0.056425388150900556
HALLMARK_P53_PATHWAY,-0.01821190338321742,0.05386178919842699,-0.015173538217902807,-0.0773316922215716,0.09901119914673151,-0.0044397676471979956,0.0366329176695483,0.061494513503398414,-0.27314858008011295,-0.39891745176489996
HALLMARK_PANCREAS_BETA_CELLS,-0.005226578238596632,0.06927614217964934,-0.10920594097814132,-0.04616529705461231,-0.07899520157204254,0.04590564354261721,-0.07225853754002219,-0.007104864634561332,-0.26674784081813346,0.31293324029896197
HALLMARK_PEROXISOME,0.021691152921558536,0.05053729871313137,-0.031168633979475415,-0.07366485032479113,0.03417989089020408,-0.028136505417369798,-0.03400355585273333,0.03865104999198578,-0.17129512170200586,-0.14083971620711594
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.009571777120585661,0.10731250697486139,-0.04078830183141315,0.017288358914039077,-0.11645514720598453,0.036383424392977884,0.0039032047889163454,-0.014183056171842944,-0.16121378498705216,0.0006611163075253561
HALLMARK_PROTEIN_SECRETION,-0.0454939883403939,0.04913421590758466,-0.07107141881311967,-0.020728272069968936,-0.15134252739999682,0.022276015855157004,0.08625701520453,0.0475742767073876,-0.2817600982404448,-0.1340695936584447
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.012044162510356076,0.0762730716031916,0.013102791467009633,-0.08087443952661345,0.12592674134268278,0.033842701184169946,-0.08434557186932978,0.11737162083059229,-0.22344466968739257,0.04133797207423777
HALLMARK_SPERMATOGENESIS,-0.03642350631085065,0.0005577313423986446,-0.11619528363544927,-0.05746415193309896,-0.18970556135914543,0.000752964796510636,-0.003745375308836386,0.02660087960745289,-0.3253233305254968,0.10854750432129073
HALLMARK_TGF_BETA_SIGNALING,0.06457794730163659,0.013676225064890616,0.05531262457859879,-0.076554336829289,0.001826279523308872,0.06541856060241832,-0.04246477338865664,-0.020979394218121422,-0.042345233941939384,-0.14599240650915304
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.060926790595683726,0.06534397884395002,-0.007752716546551706,-0.009037259311044892,0.16932667567775767,0.13021240902482706,0.09351721519738558,0.010104887465100788,-0.22953492185225338,-0.5902198488052272
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.007134232651232888,0.07703910339278665,0.019561683367845015,0.025196675120996208,-0.0823952417161089,-0.0015162193859701793,0.09072050590019874,-0.012602826870007643,-0.2285069872601126,-0.3870703750139211
HALLMARK_UV_RESPONSE_DN,0.054716521910388824,-0.005730021285304386,-0.007970769193396983,-0.042041065032323764,-0.18401400734772125,-0.12827488766365483,0.03139251719844958,0.0475178735923319,0.0382147307659761,-0.13202793763294524
HALLMARK_UV_RESPONSE_UP,-0.0469743176685331,0.03850684664268131,-0.029121130092736376,-0.09421094837060347,-0.17324206302562145,0.11682616819241234,0.13829261025338632,0.05255389730269084,-0.31788750735761934,-0.10737287737415391
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.003116990410874602,0.011326578990026565,-0.02875636009942895,0.02789180644743464,-0.10528254774056571,-0.06156448432881013,-0.01468099437180831,-0.0602938059151894,-0.11333757189616463,-0.36237708180823536
HALLMARK_XENOBIOTIC_METABOLISM,-0.03777508559342845,0.027681944022246167,-0.021786313258182383,-0.026390151935223476,-0.054332897100720465,0.0030602815179919356,0.09605600816099412,0.05238001351340627,-0.15758779507016943,-0.2688102412163523
