,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.06577028549917899,0.06231292932847015,0.02924327511594414,0.06352182792156137,-0.00612888692298511,0.036882955912432416,0.06734700633467954,0.12077627652054185,0.022114967289380394,0.02573933791165969,0.047655399384330166,0.02775433386406674,-0.033929696435412514,0.0757280752365573,0.08714520006624984,0.09466412687591845,0.03614064169652254,0.04840588705395231,0.01384797615581171,0.01790203899804964
HALLMARK_ALLOGRAFT_REJECTION,-0.07189334008672395,0.08458303920260565,0.034125388030138204,0.03996169797211884,0.058010005813423256,0.05362607473178358,0.10171794618072882,-0.019216212503643335,0.021029134510533475,0.024552655732118123,0.07753783764672818,-0.0010995326491037975,0.11085890802839633,0.004684426288149409,0.029183898934960623,0.05294025420433004,0.009171899139741835,0.07257725534466225,-0.07818513811693138,-0.11596524638805338
HALLMARK_ANDROGEN_RESPONSE,0.0335210688288403,0.01929838072095675,0.03567875512457319,0.05819122465180008,0.030460621407416098,0.02917608195634896,0.10376860039862841,0.022592252122572126,0.04736846399173735,0.03226453017655971,0.031141446557946158,0.010155659429760211,-0.05800563149468414,0.08415376002885087,0.07143595646102979,0.09556835477876716,0.026261572958201303,0.0648504294004217,-0.04340374506540539,-0.0033969472350012997
HALLMARK_ANGIOGENESIS,-0.017306552094964647,-0.04326199065472529,0.008168993402257178,0.062336088100014585,0.022571036268864104,0.05052487514023694,0.10378956820028465,0.041848961296619414,0.0038034140003983495,0.06305215527328221,-0.03560402972892125,0.0337056096634872,0.1478803871616278,0.017756057704982724,5.8039020167719374e-05,-0.1042483291071451,0.022024394025396934,0.05185466784618144,-0.05281877256455875,0.061916209057664214
HALLMARK_APICAL_JUNCTION,-0.05358675871854009,0.0590236079281657,0.07389497605768869,0.0312890684379803,-0.040189157855631485,0.041065528215979086,0.1113166681072975,0.03164685880251001,-0.00993211426004621,0.023731079892841837,0.09848185689874647,0.03496400940368975,-0.06531230309720025,0.11756441683145137,0.09115788176699387,0.09714918497645149,0.04439060327950472,0.027750491943557692,-0.03993541547759325,0.029202240139202317
HALLMARK_APICAL_SURFACE,-0.13586670661753805,0.02138670337263371,0.00993538026166323,0.021801820773060972,0.011654173090655572,-0.003259481689034507,-0.07945681064093069,0.019572629990488862,0.03651010668769225,0.04223311513616064,0.10475160371212389,-0.024297186849485106,-0.1687603048614339,-0.06716969449674148,0.04616427516896597,0.09851920556941597,0.06257292441016793,0.03521494110042122,-0.05294369853932751,0.10208352174164467
HALLMARK_APOPTOSIS,-0.03731380292663358,0.015019328534683898,-0.009926457523660228,0.06948385616614379,-0.10622364663451608,-0.023967071018208674,0.03671861648127544,0.0379648339094225,0.035214312892226554,-0.0061302515176385386,-0.07576056323074505,-0.015318823255377222,-0.005427151383065001,-0.008499694120028092,-0.00010316270716689308,-0.07987028707032004,-0.018574120618583625,0.06592152216218487,0.023217133931751035,-0.03283478277745491
HALLMARK_BILE_ACID_METABOLISM,-0.05242080783700436,0.04236253501781792,0.025714719247341925,0.020606506573717022,0.07111840062783548,-0.033894609633625526,0.06821947913433157,0.048012185958802314,-0.04136092959835056,0.046639025620178444,0.03498237817077109,0.005275300006086319,-0.06914535460034425,-0.02968300287483503,0.04849172690870209,0.08961629132157063,0.037753565692315694,0.019828355290165273,0.09270441765853923,-0.011712381387310315
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.03685781974633864,-0.02718278883475195,0.05919245307846403,0.018735358698080934,-0.036956106803948015,0.06931855392149573,0.06470583353895444,0.06712614355533991,0.003464836894243969,0.09146108195519166,0.08084833647987791,-5.981490020199122e-05,-0.07137363776140297,0.05649157163627017,0.09386003296685794,0.11846947865212677,0.032664734029036364,0.0049449136664343855,0.057315201713743394,-0.012607258521779395
HALLMARK_COAGULATION,-0.038184067707040775,0.0795599546433575,-0.015181192942540746,0.04585739856900021,-0.0007291415560583583,0.03495314543926249,0.08412812329768955,0.06004186418896244,0.02891082631157043,0.06558185773384002,0.1078406537641885,0.03544748977703052,-0.08257276126078346,0.044796314887494776,0.05781389192715059,0.015905799017213496,0.05387363373654114,0.06897478219949969,-0.03972595458421765,0.008034763952845348
HALLMARK_COMPLEMENT,-0.04456570251621792,-0.0018306300154110528,-0.002703138188676455,0.04928777564637245,-0.023318937456922307,0.07939835949635546,0.10142785568003876,0.061507034849441436,0.05461839014110405,0.042570906084229934,0.04513811039541703,-0.010157677168635283,0.03980750682355375,-0.02591564822140208,0.041014393996781376,0.06100465945140089,0.023234902128125012,0.01287059145393144,-0.053003574079686554,0.0677230381018117
HALLMARK_DNA_REPAIR,-0.005375132323405811,0.04404717279526387,0.07610142493986281,0.07807859752296835,0.049021805527753086,0.019259578564379768,0.10721546740483505,0.07263720816720895,0.046067050430627,0.043196241733932564,0.0789211748154836,0.03926815270562786,-0.061583486255702834,0.06370480664030326,0.0822902594209542,0.1316993811213475,0.025592251463030367,0.038433124666314794,0.060361870181278254,-0.020777665774007335
HALLMARK_E2F_TARGETS,-0.07818968221399912,0.0317727106506672,0.039887354762564164,0.032683453627567596,0.059959526202179356,0.030810403628796154,0.09728779701018184,-0.009071946602646985,0.0414840380814298,-0.04414973910439728,0.06287921404911005,0.01425911893202181,-0.062462732353528005,0.07873602654275727,0.08024398492457863,0.09805019014328688,0.040792829088933336,0.030520614310333132,0.0554323790153649,0.01994151992605289
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05990430992441831,0.021385669293033926,-0.02160573502970422,0.011726623654897406,-0.061929403910264164,0.05525436333730934,0.10519369858486129,0.04914906086056137,0.024617742020608582,0.06177723496555085,-0.003175644301342621,0.0036001178069289155,0.016313949527686954,0.009610093376659908,0.006557907044662075,-0.02519010393013499,0.040013988437831494,0.0929542605492948,-0.014056883268317479,0.11165082876571072
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.017751994787535582,0.07800243605109591,0.0013582493646731428,0.05855604588088024,-0.0817710948423603,0.054252336362059256,0.010868409146706734,-0.01898821033669795,0.019264009607832654,-0.02212210806145078,-0.05586116135423472,-0.017924708549160857,-0.013595496188526124,0.01761165901225147,0.061944710484823834,0.0750637114705482,0.046755325590038775,0.04496666420320912,-0.023019716428166137,0.05635606258783141
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.11421018371011235,0.004050292877191933,0.030008823831877453,0.04197824102528062,0.054130060518100175,0.04572029333827651,0.008067392238478398,0.03905101912478992,-7.093429154943021e-05,0.04577315198404981,0.07462047533879908,-0.013438680080683501,-0.012470051383469911,0.05979594926432929,0.10478132400521029,0.13698821160263866,-0.007851939857150545,0.002077740746417706,0.03526587335319375,0.07651703588974354
