,UKF259,UKF275,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.015170196546554158,-0.03986673827585885,0.01785320807007275,0.0888728942121889,0.14327725314065448,0.07995781068308443,0.10817281212825504
HALLMARK_ALLOGRAFT_REJECTION,-0.05216754114045353,-0.053232273974101116,-0.06832114247835744,0.09851157971221257,0.04973689529907863,-0.10477493722737603,0.05499249524158729
HALLMARK_ANDROGEN_RESPONSE,0.05709407235379754,-0.02809552721455706,-0.045726651742786124,0.021341537882321418,0.11753982731245914,-0.007084098890284077,0.00716428342828505
HALLMARK_ANGIOGENESIS,0.072001004484059,0.017027554420522395,-0.021624030852375832,-0.10528399105169842,-0.11857039337267852,-0.039304828154735655,-0.12718049091052508
HALLMARK_APICAL_JUNCTION,0.0167552688755556,0.011436916633569104,-0.023637563087708195,0.07303215325854497,0.16722646143662026,0.11094957564657343,0.04301180773065372
HALLMARK_APICAL_SURFACE,-0.06624849932371393,-0.07081999223930324,0.02189773457304536,0.02930084553630394,0.10767393403282874,0.08444558690220452,0.03231733589483778
HALLMARK_APOPTOSIS,0.039447505159263326,0.016541492764117403,0.026859909261407744,-0.0050761455956725016,-0.015119838895523527,-0.055864912428363604,0.02125142054433186
HALLMARK_BILE_ACID_METABOLISM,-0.004538005420703644,-0.011659603780268585,0.013534076027085793,0.02880612442948382,0.12441353488982423,0.1053963794370405,0.11561057008606572
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03655143012960839,0.031805562463949506,-0.034845842892465284,0.06588697586588478,0.1317651144787318,0.07317913686058503,0.0823820185986509
HALLMARK_COAGULATION,0.019058509971557412,-0.05350633243105203,-0.058072367466129426,0.03181277031052732,0.09958971454383717,-0.0821500608392037,0.0007234554749354217
HALLMARK_COMPLEMENT,-0.010112100721132555,-0.02191709849932223,0.02922328438880601,0.03524812519206086,0.08195481546963487,-0.0037192041135005764,0.111669278864476
