,MGH258,UKF248,UKF259,UKF266,UKF269,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.04212430320945695,0.08256011592107705,-0.02246424030419257,0.08518009590852448,0.0861655976722931,0.007645027729812415,0.16430859624807434,0.04493289035291676,0.09006175601891742,0.1830332935146804,0.10385340630806827,0.08651325453078866,0.1330045062375591,0.10823539398391015
HALLMARK_ALLOGRAFT_REJECTION,0.018259739931876802,0.0518945698455594,-0.024756328021671187,0.1258392419237667,0.07577665134202646,0.06766453296689692,0.16813720806612772,0.06279396436462385,0.0960505529489745,0.07976908943230658,0.0023322850031873973,0.04855884157474512,0.14431447763399063,0.02435985458410396
HALLMARK_ANDROGEN_RESPONSE,0.11882863033150094,0.06958997871352562,0.028498509604484044,0.12433495985815828,0.10229755454789147,0.0511371817849083,0.1480557357051054,-0.0010591435389186489,0.02401120599291048,0.15907592129550513,-0.019976197177964873,0.132348327184367,0.1687378851628047,0.08983113405238188
HALLMARK_ANGIOGENESIS,0.06252682984424957,-0.004895353933747672,-0.002184787086515005,0.08797905101092166,0.052958064155411176,0.022947242289413066,-0.0002889418561886006,-0.07047820868954593,-0.02810804608716512,-0.08851343731841578,-0.0008328815464143342,0.012137245848515357,-0.01216292589803934,0.05487427971910539
HALLMARK_APICAL_JUNCTION,0.1279325522580066,0.07906456938565531,-0.06618277082664019,0.17091230443216548,0.08416038730405477,0.0179706904050304,0.2622346481598052,0.11586748269635139,0.14109831807635875,0.13870891136090718,0.08775976635022342,0.06822106320295694,0.19134565275747095,0.13317550661477498
HALLMARK_APICAL_SURFACE,0.034750114429743136,0.07568625973011271,-0.008359700454371571,-0.033852436013518866,-0.1126205711971222,0.015715607718805556,0.06406874966608649,0.035854390209686664,0.10345182815671698,0.11774975138462078,0.11261883405867663,-0.001693955292436826,0.16538057456347366,0.041356138158371185
HALLMARK_APOPTOSIS,-0.03759152881035258,0.04536249173464187,0.020292027347541902,0.030529612181160126,0.06280794633227757,-0.03262331995439789,0.03756551850723906,0.0658172640684355,0.042932197564723766,0.007536346686785907,0.06771905044831103,0.10350450599595375,0.03673276109213734,0.04463559957495822
HALLMARK_BILE_ACID_METABOLISM,0.04538658365495485,0.05705876512334491,0.00839332308450538,0.06746410318035141,0.10071551825193842,0.02631027627101214,0.08550151469906016,0.09510605189656644,0.04141582468045577,0.11525368094393701,0.03769233526026124,0.07088668257432708,0.055138996568720455,0.18077881634150678
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06288381700797176,0.05545011391341207,-0.05482851653028596,0.10960038329706627,0.10036361971106139,-0.01823823932441838,0.03514402174174746,0.008595202559591241,0.09240961807987823,0.107372627840214,0.01364159804364375,0.021249470432040403,0.05382464805685038,0.12432875811980515
HALLMARK_COAGULATION,0.02606143137649842,0.08778088734445376,0.04323240725436252,0.08565594524994043,0.07167979167790209,0.030403522090064358,0.21684396340406878,0.15460185381805502,0.1526294707217883,0.1749229414476961,0.0790096405843785,0.12329725659025192,0.18991291922602913,0.09804884025548166
HALLMARK_COMPLEMENT,0.05157724109527109,0.08646219359366279,-0.02433708267679562,0.11460872713357981,0.0693202473050274,0.0630105347913178,0.10863185921504719,0.09548414817618181,0.11418509247485333,0.12846418980129395,0.0973052694148677,0.07520657207826809,0.10642728417872456,0.05561584099177652
HALLMARK_DNA_REPAIR,0.1179626307752323,0.10556771752496909,-0.029116899397346067,0.16496107603157253,0.10801347074441754,0.026080747449010892,0.12930773922597455,0.08016451507963415,0.13468614032965692,0.1433908632851656,0.1004471458401864,0.041776913761101826,0.12678959008055038,0.18593327209655977
HALLMARK_E2F_TARGETS,0.08340096352659525,0.06490471378670827,-0.022338466440207164,0.14576347201665202,0.13425660196207012,0.03719905073887141,0.028745496892938985,0.014097165167895043,0.12761031871567988,0.06019847854271529,0.07594966394178754,-0.019263956089782666,0.08493719880751972,0.1844166889294372
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09569295356925657,0.01842679096955775,0.014552519984094063,0.13201829360400694,0.07257145636752257,0.018886044897582006,0.25421531896739885,0.11787196743837003,0.19140088471385794,-0.0331841982910967,0.09034793254515727,0.12559928186061525,0.1462401143118914,0.11032791097842277
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05233944849380867,0.052208755441347274,-0.011681261566466114,0.042171886677605755,0.03420514162209945,0.00016633908606504902,0.19065392309993523,0.004448108756836056,0.04364353715501262,0.07980142856929574,0.13123031131849877,0.06933065426101188,0.06866741627836244,0.15807582452380703
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08305141164427458,0.06592970289118846,-0.0025533954955578755,0.04124122576433844,-0.054931579359698356,-0.011192257808068777,-0.05444093562569789,-0.027062696920044316,0.10868104071637544,0.12268237000840453,0.10551453250392764,-0.002200160321646788,0.05352547269268559,0.048140923050010005
HALLMARK_FATTY_ACID_METABOLISM,0.09008023186304412,-0.03547556545894931,-0.06614394078121362,0.05564787948991551,0.05544561211043893,-0.044575371871202356,0.06564129107673053,-0.008135814363230447,0.11617866822006342,-0.0410135286469995,0.06802635332152314,-0.010011032096215471,0.008790746773345823,0.057303321245785035
HALLMARK_G2M_CHECKPOINT,0.07623981715204986,0.06236539315097757,-0.025063624141559604,0.13044279624217023,0.109932878878459,0.002762110891227192,-0.0012767933803815921,0.01623906541051316,0.07621072155112618,0.035002570969317186,0.03679502040050763,0.000798010679465381,0.08542435238625282,0.16187149792598157
HALLMARK_GLYCOLYSIS,0.03697393477334995,0.010656514991555288,-0.04018517788613614,0.09087167583098471,0.05575045915371605,-0.031095307830799397,0.03426848277450469,-0.06190466211037868,0.08294557148393507,0.045990424279307864,0.07264478586590627,-0.020308202410215154,0.10884841658840463,0.06938332908240223
HALLMARK_HEDGEHOG_SIGNALING,0.08957880564284433,0.08448222571834807,-0.042694172491757644,-0.024684658764400028,-0.048600002858267974,0.01469320164255148,0.0952223019320761,0.017981562512463675,0.13183861463785868,0.058421566257932045,0.09240597981876579,-0.007135370439958511,0.08855400462153395,-0.1274244505143437
HALLMARK_HEME_METABOLISM,0.06721853923683968,0.11983450427231425,-0.023215148460476533,0.0914920204017773,0.10526305150571331,0.003972552657815338,0.159146946622128,0.06529646260076977,0.1122526210049006,0.1612946582704115,0.09005055078838846,0.08581483248833664,0.09977727977065198,0.11781388784225406
HALLMARK_HYPOXIA,0.03243045492184276,-0.057194476912098606,-0.013545356019790981,0.046660710677090975,-0.05332998217870708,-0.0074788672834531725,0.1401362232759611,-0.045496294963312034,0.05799807142887915,-0.09581255456183335,0.07854045763674908,0.004060735794058441,-0.017599298150654266,0.11318915239386168
HALLMARK_IL2_STAT5_SIGNALING,0.018176388294079866,0.06840186418784551,-0.000943513917795496,0.07443760192385045,0.06101462576350114,0.02656049017894823,0.1138423220376284,0.0771099956404873,0.1275515912796942,0.09722692437646994,0.07777016183735856,0.031405184024604384,0.08197144748577706,0.1012042544918227
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.0036927931246049993,0.012282276035986384,0.028116374420771348,0.06285569549743439,0.037151650570575394,0.03343626285560568,0.16201717540593452,0.04497755647375215,0.13828745639460197,0.08614468360022455,0.05587469613831665,0.0687673298589684,0.06289872216696037,0.06386580143041606
