,UKF243,UKF248,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,ZH1007nec,ZH1019T1,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.019261511083969483,0.041021732550338474,0.017984788928314274,0.03234655298345758,0.0663818165959726,-0.03567381354601889,0.052480441887410356,-0.0064752512824897265,-0.042094611447048964,0.05087303146057769,-0.03403427885848611,-0.046499447415062206,0.083454687691462,0.1169636861328382
HALLMARK_ALLOGRAFT_REJECTION,-0.026078920850314043,0.0019422109617060264,0.06845150211176679,0.0066131344005415675,0.07822812156533741,-0.002092434502858534,0.05564098465505949,0.04836904570209692,0.018030316611849503,-0.04298963150134694,-0.019692870822134757,0.011033771548268173,0.10788285610664744,0.08472606937330142
HALLMARK_ANDROGEN_RESPONSE,0.005943785181438717,0.09849254991610598,-0.006050065079110186,0.02155918941619637,0.08610237042704035,0.06925976026023503,0.03434126886870407,-0.0023183276829183944,0.02390784258060473,0.08323516183714162,0.0032179877923367065,0.053978321434238204,0.12556563146124314,0.13822965522651653
HALLMARK_ANGIOGENESIS,0.0009047715033312601,0.038322577076689436,-0.03955570002773074,0.04277684363867519,-0.08449192930961327,0.09425091242028144,0.06334852354521396,-0.07957172063129243,0.05485828617340941,0.07488856834246059,0.03008124430349077,0.05709353591449825,-0.0050781324733881255,0.04678399992100365
HALLMARK_APICAL_JUNCTION,-0.03662956396286209,0.008678787941340912,0.009095301719251702,0.0334742210793933,0.10727681008225218,0.048335197040947235,0.06865454522674558,0.01163238752817783,-0.032941884173998195,0.022256530751832357,0.0019034401189381787,0.009605375633359498,0.15178566108568364,0.15505441857171268
HALLMARK_APICAL_SURFACE,-0.018400985615206738,-0.009611908518773239,0.04354602854348807,0.02587160135807278,0.06616372385934959,-0.022367721119052875,0.007684862900404739,0.04632073571492104,0.027752203040873034,-0.038457358771673354,-0.01764489607121518,0.04181532447907756,0.10335881037563632,0.047245460839116245
HALLMARK_APOPTOSIS,-0.000800846143491725,0.047303779404902054,0.03642558129854093,-0.0078183418297361,0.04684026215048633,-0.022590987542448624,0.01208057805675159,-0.08148579516825989,-0.004088220921805836,-0.032235465660510984,-0.061878450995932296,-0.0012388686754111606,0.09455414071914638,-0.0048896606361284
HALLMARK_BILE_ACID_METABOLISM,-0.03989809295853998,-0.0116558636068597,0.03775123761280257,0.020636292865536705,-0.007434274458824501,0.014121958427701165,0.06623913456844449,-0.06271843299817638,-0.05617940249497475,-0.00644158156963778,0.01942521372971575,-0.02456100255556559,0.04535140521788626,0.14767396202544814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01617546083216567,-0.024496223655686187,0.0613251086446009,-0.029978877595505014,-4.391981718584154e-05,0.06924161220874242,0.028407297203898674,-0.07267734486215997,0.02118949276839914,0.002089302934273843,-0.02507912220152483,-0.05270849700733211,0.11171926372686142,0.10812946265514274
HALLMARK_COAGULATION,-0.008238709607068979,0.006913514461480585,0.08411501084047537,-0.0074482717175114906,0.10287323101110152,0.031419860904532186,0.05261717340591422,0.007515272961437368,-0.03446411940379272,0.09039453659398886,0.01732127572348259,-0.019375736470164547,0.12321914273747313,0.07282345468476437
