,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,ZH1007nec,ZH1019inf,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.002494917848895443,-0.014190509383699278,0.014515146790665342,0.047538960855811274,0.07161582628922337,-0.01601493496255299,0.12268940404548055,0.06957370069613344,0.005948372436552962,0.10647493617803763,0.09247959897638137
HALLMARK_ALLOGRAFT_REJECTION,-0.002698872070462622,-0.10798081501868621,0.04741223038324208,-0.01982135387715769,-0.028524069921782896,-0.0740442838627218,-0.006723735063959765,0.05039616734411824,-0.008199677109961709,0.06257526570781781,0.03228129969751919
HALLMARK_ANDROGEN_RESPONSE,-0.0034997244168000464,-0.06600463828300232,0.014467345426646619,0.009856632956812732,0.014228484679904554,-0.018483382344017193,0.06014887195136562,0.04912385790507833,0.04233337541790668,0.09872791164615231,0.08383306944132901
HALLMARK_ANGIOGENESIS,0.0800422999637452,-0.05619332767158276,0.06552694173387762,0.18097443035376767,0.014827829205025787,-0.03895659413152327,0.03983075904691828,-0.012689739180759428,0.022559514141622744,0.006155218287717195,-2.4867623562363106e-05
HALLMARK_APICAL_JUNCTION,-0.024683680798665106,-0.04335748260836635,0.037231763943127286,0.22351019132585465,0.04713230875883825,-0.0896146409563154,0.06541642445872563,0.06769708184060398,-0.009135235506749016,0.10035497132280306,0.0958291316067616
HALLMARK_APICAL_SURFACE,-0.01478285529588476,0.07430722288632091,0.024673062695706422,-0.03501282050214187,0.012758939595091317,0.031463327386052356,0.06764035837311949,0.013388919858454768,-0.06521318562770441,0.11001375484950338,-0.03687342277333015
HALLMARK_APOPTOSIS,0.03654265966261098,0.013226914318420787,0.002495290025606484,0.05979550126928957,0.020349871067285797,-0.06994681176231737,0.019707597825193338,0.05382499909163892,0.036744527493057615,0.03219865980542665,-0.017133827573819482
HALLMARK_BILE_ACID_METABOLISM,-0.1030516219887211,-0.09627191971751779,-0.003846952375149912,0.15030382977473766,-0.02999953397867866,0.007151449933421367,0.009003975801285612,0.10643546253923206,0.0014449284420008119,0.12114868077859557,0.16330770122184804
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.032933365980221535,-0.04883708514842919,-0.03938849622121306,0.16146025436683323,0.03289645187388465,-0.04313719540037948,0.052212175921063496,0.0642156128703339,-0.023992893218553947,0.12435588127149844,0.08262087439261959
HALLMARK_COAGULATION,0.007111001535858638,-0.1015571176025565,-0.044000413278533324,0.1788421581799442,0.06798701440165346,-0.10127956520744531,0.11990914774641728,0.08405580738851572,0.10050732444830125,0.06498532503190654,-0.03406450672567776
HALLMARK_COMPLEMENT,-0.014107561530680423,0.004745139475917538,0.06294887117442037,0.11485789336764267,0.0411338651574227,-0.021340353551137968,0.10022525720780666,0.07478084120761427,-0.0016306200528698658,0.11855939376359817,0.010851958395675088
HALLMARK_DNA_REPAIR,0.06079081970249963,-0.053512706226838805,0.049889786424928105,0.0848527751020413,0.0966427509255435,-0.04193810903867107,0.04028779809118139,0.08117549798171311,0.0021026833871882673,0.15470281303943462,0.174044313785389
