,ZH8812bulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.01713478707579407,0.11063599166492329
HALLMARK_ALLOGRAFT_REJECTION,0.08694610079660237,0.00727258700537816
HALLMARK_ANDROGEN_RESPONSE,0.05809887089520412,0.13440083276724163
HALLMARK_ANGIOGENESIS,0.014255070707222118,0.14031480597099263
HALLMARK_APICAL_JUNCTION,0.04392770483842736,0.11758876193564749
HALLMARK_APICAL_SURFACE,-0.03315238062332869,0.04449524626694874
HALLMARK_APOPTOSIS,0.07016005563143526,0.027865116388405314
HALLMARK_BILE_ACID_METABOLISM,-0.04607024116334577,0.1471559031277346
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0026153452453372473,0.14156966365707452
HALLMARK_COAGULATION,0.05021176227900956,0.12494041817173887
HALLMARK_COMPLEMENT,0.015412109621704173,0.10029363553397996
HALLMARK_DNA_REPAIR,0.03908080975678811,0.11792051909809115
HALLMARK_E2F_TARGETS,0.006438314586636156,0.11517465282769676
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.06123856737697081,0.1299251359229197
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.005314150757230447,0.10605358774240344
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04077888139524,0.05195226396018018
HALLMARK_FATTY_ACID_METABOLISM,0.03351767661073057,0.05107904769139937
HALLMARK_G2M_CHECKPOINT,0.06241067805273657,0.1199143018625547
HALLMARK_GLYCOLYSIS,-0.011365180122888754,0.12059409797834521
HALLMARK_HEDGEHOG_SIGNALING,-0.014153210461581465,0.005919626603370175
HALLMARK_HEME_METABOLISM,0.049152245428982166,0.0897180100593842
HALLMARK_HYPOXIA,0.03831521400485042,0.07450520425764169
HALLMARK_IL2_STAT5_SIGNALING,-0.03347780636387079,0.10841034115211887
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.0038565964606496164,0.13719141798836615
HALLMARK_INFLAMMATORY_RESPONSE,-0.005157106112233924,0.12425949809293495
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.016916274505397216,0.02288119794956665
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.07131930714262537,0.1080679085800181
HALLMARK_KRAS_SIGNALING_DN,0.026420530278478953,0.02090371488776749
HALLMARK_KRAS_SIGNALING_UP,0.00889069835533066,0.04977179138698585
HALLMARK_MITOTIC_SPINDLE,0.025499080084549205,0.11900233125951323
HALLMARK_MTORC1_SIGNALING,0.014093488995942254,0.07978996639811536
HALLMARK_MYC_TARGETS_V1,0.06159641138838129,0.09206950636719634
HALLMARK_MYC_TARGETS_V2,-0.045254973858344434,0.09784678372661113
HALLMARK_MYOGENESIS,0.03100448683110035,0.010861868851907389
HALLMARK_NOTCH_SIGNALING,0.03285001623134047,0.07436213182632909
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03431328847447017,0.02247966104354639
HALLMARK_P53_PATHWAY,0.07198795573234293,0.10211940150073202
HALLMARK_PANCREAS_BETA_CELLS,0.07392787164917478,-0.030512111976113476
HALLMARK_PEROXISOME,0.02356576466688573,0.04256595927651677
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.004618015625542917,0.04582954709175826
HALLMARK_PROTEIN_SECRETION,0.046037285281198624,0.10380223833026087
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.0074175781923023956,-0.0202059084961209
HALLMARK_SPERMATOGENESIS,0.03507019232613765,0.04644785437042358
HALLMARK_TGF_BETA_SIGNALING,0.028823786320547884,0.11819262113995936
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.007587509970091394,0.1104567934503017
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.08073727475167318,0.09927290471711649
HALLMARK_UV_RESPONSE_DN,0.038152616115026274,0.09612413800788279
HALLMARK_UV_RESPONSE_UP,-0.01778207727060382,0.05997467311164154
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.017444050294596683,0.0780475819185781
HALLMARK_XENOBIOTIC_METABOLISM,0.022604904147883836,0.08802362014390094
