,MGH258,UKF296,ZH1019T1,ZH1019inf,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.042433551950382085,0.023493381214579747,0.08909727965213247,0.12026962416073216,0.09968487910525539
HALLMARK_ALLOGRAFT_REJECTION,0.027931600372566492,0.031238308034624646,0.023453833814947273,0.0452151919562519,-0.025822984476700433
HALLMARK_ANDROGEN_RESPONSE,-0.06530935638068487,-0.009758279918946232,0.048786848717492004,0.11942496968037113,0.05731055681729171
HALLMARK_ANGIOGENESIS,-0.05532029462577466,0.025337247356618544,-0.01843010711461444,0.06118184023811069,-0.02133488066910182
HALLMARK_APICAL_JUNCTION,-0.03210865089662676,0.03204205794127737,0.0688942756389322,0.09963849183700908,0.060598276179438394
HALLMARK_APICAL_SURFACE,-0.052849762010243086,0.045209291750657736,0.0867550365630585,0.1126872704945942,-0.031280529582611113
HALLMARK_APOPTOSIS,-0.047505910518104835,-0.009613261677802286,0.04564208645422652,0.11165744950384426,-0.03212766375626379
HALLMARK_BILE_ACID_METABOLISM,-0.08322406472240346,0.020573088807027136,0.10692114157018197,0.11712940936380851,0.10256004154181393
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04468006116254695,0.06674793898634354,0.0626599855949216,0.1028554555683079,0.06423908002267151
HALLMARK_COAGULATION,0.06652814096495654,0.015511788704750762,0.08870005660649259,0.07562042375913221,0.03785440324257549
HALLMARK_COMPLEMENT,-0.03315567240189535,0.03423798747093721,-0.00860848338494711,0.12961767542749594,0.03874212961435429
HALLMARK_DNA_REPAIR,-0.026325222681736104,0.04068413742894085,0.07292101080764478,0.10951688414168025,0.15249699340609724
HALLMARK_E2F_TARGETS,-0.05689945408161946,0.019781244313267367,0.06312381157458327,0.07952764957783694,0.052399719850152224
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.015848732450552686,0.049660815228336076,3.5336841728040514e-05,0.09194468293974534,0.03924825881825638
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0393882448762612,0.008368855826363753,0.1075220275167914,0.09877675442912627,0.10007191089269825
HALLMARK_ESTROGEN_RESPONSE_LATE,0.042373682151345564,0.04002157746387739,-0.038191531736798214,0.07028071681805485,0.03447722984342124
HALLMARK_FATTY_ACID_METABOLISM,-0.0029668884477615457,0.015121602215602947,0.03053123650089764,0.08059540087965888,0.07325011363500308
HALLMARK_G2M_CHECKPOINT,-0.012878408600512007,0.0034448772165222184,0.030379638143113095,0.10171307982709712,0.07737838196368936
HALLMARK_GLYCOLYSIS,-0.04345353812945538,0.023982125109797584,0.07939156395607777,0.12142338023765928,0.08309400352479954
HALLMARK_HEDGEHOG_SIGNALING,-0.04589723239748889,-0.041832501211514474,0.06536457099428662,0.08102541233123739,-0.047339429187036694
HALLMARK_HEME_METABOLISM,-0.021258501456729424,0.04059367545006162,0.05100514489802007,0.08287468582527348,0.0995212204610052
HALLMARK_HYPOXIA,-0.05120846984532806,0.002269845647170266,-0.036565318649761126,0.061469609917182304,0.09464635013110424
HALLMARK_IL2_STAT5_SIGNALING,-0.008925693362755744,0.05705222975327438,0.06845811251116865,0.13277618448680203,0.10588721246198253
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.06732742892867118,0.024641761902247997,-0.007609530595896305,0.04484070312510603,0.0543159587512198
HALLMARK_INFLAMMATORY_RESPONSE,0.00303714418310815,0.035895588349693516,0.07267569399159539,0.09587940295379968,0.021004910729196337
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.06485380327859613,0.004053760688620649,0.1355955804040411,-0.0062460090478842975,0.034788707487219114
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.024260398177955236,0.05792055641703356,-0.07710715515588557,0.11601013595258085,0.0929445084640374
HALLMARK_KRAS_SIGNALING_DN,-0.0196265634349485,0.024405231453220953,0.055815824308631475,0.1551566644965192,0.09838221505325238
HALLMARK_KRAS_SIGNALING_UP,-0.04293740938799836,-0.01025407535176148,0.050964038310595226,0.07603053825912805,-0.02577534948909384
HALLMARK_MITOTIC_SPINDLE,-0.06300337601684695,0.02095722186353964,0.08124465575878534,0.0872987602751302,0.09628216398888456
HALLMARK_MTORC1_SIGNALING,-0.09193578997528933,-0.0026134114072241216,-0.004891535668982986,0.036580362231483296,0.046645939898580076
HALLMARK_MYC_TARGETS_V1,-0.03166456007872941,0.03429752510108614,0.032062955748825256,0.1318542282064115,0.0998226014503925
HALLMARK_MYC_TARGETS_V2,-0.03342353529031898,0.014747305106649147,0.029174000748330618,0.07633904971819792,0.1396914944862652
HALLMARK_MYOGENESIS,-0.08035805047248586,0.033038969685442565,0.07812648449742686,0.04190820430290007,-0.03982143378642168
HALLMARK_NOTCH_SIGNALING,-0.03335803987348885,0.02219641460642174,0.048317948554361806,0.09732269912228703,0.09477783874543942
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.045763317368168514,0.01066110495019201,0.04278919806566663,0.14803627046241233,0.09310026552291474
HALLMARK_P53_PATHWAY,0.037331763827298865,-0.022156290364318182,0.005888242134116262,0.09741268577249818,0.12178230089470214
HALLMARK_PANCREAS_BETA_CELLS,-0.014744397179342634,0.023909381783227095,0.07143115072266767,0.09081304148899189,0.0019466847075692926
HALLMARK_PEROXISOME,-0.014602033170901635,0.03760184983896243,0.011495967442368851,0.08496613932380574,0.02253497663871345
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.051081751573410175,0.01302166544828201,0.06767537695117466,0.05054400930753083,0.031210453164117608
