,UKF259,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
HALLMARK_ADIPOGENESIS,0.03534923526989739,0.057830790256138326,0.1419048409883287,0.13552100509472287
HALLMARK_ALLOGRAFT_REJECTION,0.040872211752518046,-0.014379736075850967,0.04648209048662508,0.06957278191850637
HALLMARK_ANDROGEN_RESPONSE,0.06289617745838429,0.08772953284668564,0.1039488543040009,0.10640392497660155
HALLMARK_ANGIOGENESIS,0.07902572981152506,0.040087882411493775,-0.019513259078204174,-0.12123098597702923
HALLMARK_APICAL_JUNCTION,0.020705915395303035,0.11016724220394596,0.133865767783946,0.13203713884775792
HALLMARK_APICAL_SURFACE,-0.029188404432856228,-0.06297263174470506,0.0991447460296585,0.13763865717484405
HALLMARK_APOPTOSIS,0.0407528558220872,0.009013029533855561,0.007720315419716281,-0.07883398409446597
HALLMARK_BILE_ACID_METABOLISM,0.028328587100727037,-0.003485767012265297,0.11105972604506531,0.1437623731955522
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03352391150069681,0.04120330035630274,0.1364288483409184,0.1577087351587834
HALLMARK_COAGULATION,0.00859669470961005,0.07036004506218792,0.09658096998255992,0.09555321210010982
HALLMARK_COMPLEMENT,0.04549329583938857,0.01318630433475743,0.059617471573139603,0.04503664260162313
HALLMARK_DNA_REPAIR,0.04091800148005629,0.06009643345065027,0.12596928880638825,0.16055994183061026
HALLMARK_E2F_TARGETS,0.010437653131483446,0.04808686710019521,0.06963081623421867,0.08343067324632165
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10013164720141592,0.031703446799425404,0.011993631766440303,-0.08851229740107817
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0006089737702860081,-0.027958754687422517,0.13595842086513352,0.043031681448579516
HALLMARK_ESTROGEN_RESPONSE_LATE,0.019943208183851088,0.06043441850869157,0.12384277490199895,0.14047923080283733
HALLMARK_FATTY_ACID_METABOLISM,0.03911561348316252,0.03373321034896428,0.04071073613783695,-0.03139689591614257
HALLMARK_G2M_CHECKPOINT,-0.004598672112541146,-0.026089143597842545,0.05036349814725008,0.04698259153732307
HALLMARK_GLYCOLYSIS,0.03766404782727754,0.028404613994809043,0.11617784640674256,0.09268176893493146
HALLMARK_HEDGEHOG_SIGNALING,-0.0017212111190407291,0.013419718026399664,0.06698156138227453,0.05053900890556429
HALLMARK_HEME_METABOLISM,0.03828899195328792,0.050264826972331374,0.1290749931462873,0.13137412714577618
HALLMARK_HYPOXIA,0.06048173869439017,0.021377424150860105,0.0010923183821360193,-0.07922651039435274
HALLMARK_IL2_STAT5_SIGNALING,0.06497295377838089,0.057464528933236794,0.1234224994237684,0.10455989542541785
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04244446771629009,0.042362403037996724,0.022281986519543294,0.0585279578487183
HALLMARK_INFLAMMATORY_RESPONSE,0.022690378436969735,0.03906853203038543,-0.0020595627519490985,-0.013219698336526423
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07757478579671798,0.021731609775026407,0.11616706460515422,0.17370636911379453
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026902130852233985,0.04989844608805622,0.049515511583116546,-0.007547676317469438
HALLMARK_KRAS_SIGNALING_DN,-0.022058576015702415,0.027446105407699643,0.12706348739835066,0.176564657513021
HALLMARK_KRAS_SIGNALING_UP,0.057901361405923286,0.03641785637731421,0.12100793328285672,0.07910346472748889
HALLMARK_MITOTIC_SPINDLE,0.01779914701931613,0.09331019446676725,0.09523554774274179,0.12520209858773823
HALLMARK_MTORC1_SIGNALING,0.0339532816079714,0.018442551112703164,0.047570583673067136,-0.07731852578915514
HALLMARK_MYC_TARGETS_V1,0.045166784134942996,0.016976295262189158,0.11222072748642635,0.16609127004775057
HALLMARK_MYC_TARGETS_V2,-0.04382626196332515,-0.047641784941737195,0.036881585696104065,0.11411221278094696
HALLMARK_MYOGENESIS,0.048209905306164896,0.038365496208350454,0.10752170470181005,0.14587547702971804
HALLMARK_NOTCH_SIGNALING,0.038212210423680344,0.06947482759710524,0.13856592414928265,0.1713323284501973
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.03877843097644225,0.011894936883500521,0.1278332364371876,0.18381958149143168
HALLMARK_P53_PATHWAY,0.05161416198726861,0.03578002633941517,0.1393781713850207,0.1676409675904242
